shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_3331,43.543815,-96.778732,308,19221.72327592
p_3331,43.543815,-96.777999,309,19280.96299506
p_3331,43.543865,-96.775978,310,19444.39089222
p_3331,43.543865,-96.77436,311,19575.15458437
p_3331,43.543861,-96.773887,312,19613.384132
p_3331,43.543849,-96.771392,313,19815.02974222
p_3331,43.543853,-96.77021,314,19910.55779691
p_3331,43.543865,-96.76741,315,20136.85243783
p_3331,43.543861,-96.765838,316,20263.89927868
p_3331,43.544006,-96.765838,317,20280.00926312
p_3331,43.544105,-96.765838,318,20291.00849412
p_3331,43.544219,-96.765838,319,20303.6742755
p_3331,43.544222,-96.765838,320,20304.00758554
p_3331,43.544337,-96.765837,321,20316.78472613
p_3331,43.545073,-96.765837,322,20398.55679618
p_3331,43.545243,-96.765839,323,20417.44505979
p_3331,43.545457,-96.765754,324,20442.19363897
p_3331,43.545593,-96.765647,325,20459.60310953
p_3331,43.545737,-96.765481,326,20480.48222524
p_3331,43.545846,-96.765299,327,20499.53468976
p_3331,43.545896,-96.765138,328,20513.68224766
p_3331,43.545935,-96.764934,329,20530.72849025
p_3331,43.545952,-96.764671,330,20552.06667772
p_3331,43.545932,-96.763715,331,20629.35808044
p_3331,43.545929,-96.763573,332,20640.83869879
p_3331,43.545921,-96.763168,333,20673.58098268
p_3331,43.545899,-96.762468,334,20730.2045238
p_3331,43.545896,-96.761148,335,20836.88135759
p_3331,43.5439046339526,-96.7611526684189,336,21058.12913785
p_3331,43.543905,-96.759891,337,21160.09472824
p_3331,43.543907,-96.759887,338,21160.48700457
p_3331,43.543907,-96.759567,339,21186.34877987
p_3331,43.543907,-96.758392,340,21281.30998605
p_3331,43.543914,-96.757202,341,21377.48660193
p_3331,43.543918,-96.756362,342,21445.37520662
p_3331,43.543918,-96.756019,343,21473.09579198
p_3331,43.543926,-96.754844,344,21568.06113419
p_3331,43.543933,-96.753608,345,21667.95523166
p_3331,43.543933,-96.752395,346,21765.98748153
p_3331,43.543941,-96.751228,347,21860.30628465
p_3331,43.543941,-96.750808,348,21894.24984566
p_3331,43.543945,-96.749938,349,21964.56290989
p_3331,43.543945,-96.749542,350,21996.56683672
p_3331,43.543949,-96.748703,351,22064.37459037
p_3331,43.543952,-96.748161,352,22108.17920889
p_3331,43.543952,-96.747459,353,22164.91343625
p_3331,43.543956,-96.74723,354,22183.42608987
p_3331,43.54396,-96.746772,355,22220.44339238
p_3331,43.543956,-96.746223,356,22264.81468886
p_3331,43.543964,-96.744979,357,22365.35618113
p_3331,43.543972,-96.743469,358,22487.39454707
p_3331,43.543926,-96.74311,359,22516.85489692
p_3331,43.543918,-96.742942,360,22530.46138736
p_3331,43.543926,-96.742073,361,22600.69787767
p_3331,43.543945,-96.741264,362,22666.11371673
p_3331,43.544002,-96.740921,363,22694.54846562
p_3331,43.544086,-96.740661,364,22717.54042454
p_3331,43.544219,-96.740409,365,22742.70247554
p_3331,43.544414,-96.740127,366,22774.14746477
p_3331,43.544437,-96.740089,367,22778.14263165
p_3331,43.544544,-96.739891,368,22798.07712823
p_3331,43.544628,-96.739639,369,22820.47957505
p_3331,43.544662,-96.739372,370,22842.38588484
p_3331,43.544666,-96.738502,371,22912.69811112
p_3331,43.54467,-96.737091,372,23026.73180814
p_3331,43.544597,-96.737091,373,23034.84235303
p_3331,43.54467,-96.737091,374,23042.95289792
p_3331,43.54467,-96.736373,375,23100.97952441
p_3331,43.544673,-96.735649,376,23159.49200096
p_3331,43.544677,-96.734924,377,23218.08602718
p_3331,43.544677,-96.734207,378,23276.03182993
p_3331,43.544677,-96.733482,379,23334.62416884
p_3331,43.544677,-96.732864,380,23384.56908669
p_3331,43.544677,-96.732757,381,23393.21650774
p_3331,43.544681,-96.732048,382,23450.51749586
p_3331,43.544689,-96.7313,383,23510.97515218
p_3331,43.544689,-96.730537,384,23572.63852558
p_3331,43.544692,-96.729995,385,23616.44260832
p_3331,43.544692,-96.729994,386,23616.52342532
p_3331,43.544692,-96.729789,387,23633.09091015
p_3331,43.544693,-96.72953,388,23654.02280762
p_3331,43.544693,-96.729434,389,23661.78123941
p_3331,43.544695,-96.728383,390,23746.72019336
p_3331,43.544695,-96.728291,391,23754.15535691
p_3331,43.544694,-96.728168,392,23764.09646827
p_3331,43.544692,-96.727537,393,23815.092478
p_3331,43.54469,-96.726948,394,23862.69420992
p_3331,43.54469,-96.726802,395,23874.49349218
p_3331,43.54469,-96.726685,396,23883.94908139
p_3331,43.544689,-96.72599,397,23940.117008
p_3331,43.544689,-96.725826,398,23953.37099652
p_3331,43.544687,-96.725317,399,23994.50745195
p_3331,43.544799,-96.725305,400,24006.98876201
p_3331,43.544969,-96.725306,401,24025.87650603
p_3332,43.5449621209079,-96.7254465214644,1,0
p_3332,43.5460258584758,-96.72548074347,2,118.21718603
p_3332,43.545993,-96.729124,3,412.67046567
p_3332,43.545987,-96.732516,4,686.7966555
p_3332,43.545997,-96.732513,5,687.93383451
p_3332,43.545997,-96.732757,6,707.65275692
p_3332,43.545993,-96.733497,7,767.45769942
p_3332,43.545989,-96.734207,8,824.83825773
p_3332,43.545986,-96.734939,9,883.99597323
p_3332,43.545982,-96.735649,10,941.37653818
p_3332,43.545978,-96.736373,11,999.88848755
p_3332,43.545974,-96.736953,12,1046.76345892
p_3332,43.545974,-96.737091,13,1057.91596846
p_3332,43.545974,-96.738502,14,1171.94633771
p_3332,43.545959,-96.738929,15,1206.49468845
p_3332,43.54594,-96.739097,16,1220.23478972
p_3332,43.545883,-96.739341,17,1240.94571749
p_3332,43.545841,-96.739448,18,1250.7716886
p_3332,43.54578,-96.73954,19,1260.83208101
p_3332,43.545684,-96.739646,20,1274.51221559
p_3332,43.54552,-96.739746,21,1294.44497873
p_3332,43.545349,-96.739784,22,1313.69025851
p_3332,43.545192,-96.739784,23,1331.13348714
p_3332,43.545001,-96.739814,24,1352.49228113
p_3332,43.544773,-96.739944,25,1379.91613881
p_3332,43.544673,-96.740028,26,1392.93631469
p_3332,43.544559,-96.740158,27,1409.39240071
p_3332,43.544227,-96.740646,28,1463.39264248
p_3332,43.544132,-96.74089,29,1485.7592123
p_3332,43.544052,-96.741264,30,1517.26482701
p_3332,43.544044,-96.741737,31,1555.50200636
p_3332,43.544033,-96.742332,32,1603.60416827
p_3332,43.544021,-96.743156,33,1670.21145227
p_3332,43.543972,-96.743469,34,1696.08665334
p_3332,43.543964,-96.744979,35,1818.12501928
p_3332,43.543956,-96.746223,36,1918.66651155
p_3332,43.54396,-96.746772,37,1963.03780803
p_3332,43.543952,-96.747459,38,2018.56687587
p_3332,43.543952,-96.747711,39,2038.93300877
p_3332,43.543954,-96.747712,40,2039.16945614
p_3332,43.543953,-96.74816,41,2075.3760842
p_3332,43.543951,-96.748705,42,2119.422448
p_3332,43.543947,-96.749539,43,2186.82611818
p_3332,43.543947,-96.74994,44,2219.23413393
p_3332,43.543944,-96.75048,45,2262.87712477
p_3332,43.543941,-96.750979,46,2303.20668434
p_3332,43.54394,-96.75123,47,2323.49230736
p_3332,43.544271,-96.751226,48,2360.26893516
p_3332,43.544947,-96.751217,49,2435.37832449
p_3332,43.545391,-96.751217,50,2484.70821859
p_3332,43.545391,-96.751213,51,2485.03148285
p_3332,43.545948,-96.75122,52,2546.91864828
p_3332,43.547233,-96.751228,53,2689.68797191
p_3332,43.550174,-96.751243,54,3016.44541986
p_3332,43.551097,-96.751243,55,3118.99392428
p_3332,43.552062,-96.751243,56,3226.20879228
p_3332,43.553573,-96.751251,57,3394.08744704
p_3332,43.5541,-96.751258,58,3452.64174163
p_3332,43.555049,-96.751258,59,3558.07900924
p_3332,43.55553,-96.751258,60,3611.51982282
p_3332,43.556114,-96.751258,61,3676.40430941
p_3332,43.556465,-96.751258,62,3715.40166671
p_3332,43.557453,-96.751258,63,3825.17201867
p_3332,43.558444,-96.751274,64,3935.28328996
p_3332,43.558429,-96.753425,65,4109.08914516
p_3332,43.558425,-96.753753,66,4135.59482774
p_3332,43.558418,-96.754989,67,4235.46499431
p_3332,43.558418,-96.756248,68,4337.19050759
p_3332,43.558418,-96.756828,69,4384.05373055
p_3332,43.558422,-96.757507,70,4438.91781903
p_3332,43.558418,-96.758537,71,4522.14162295
p_3332,43.558418,-96.758735,72,4538.13975768
p_3332,43.558403,-96.759986,73,4639.23263204
p_3332,43.558399,-96.760581,74,4687.30990249
p_3332,43.558395,-96.761215,75,4738.53819861
p_3332,43.559303,-96.76123,76,4839.42757634
p_3332,43.560222,-96.76123,77,4941.53183051
p_3332,43.560642,-96.76123,78,4988.19536891
p_3332,43.561115,-96.761238,79,5040.75138038
p_3332,43.562019,-96.76123,80,5141.19119138
p_3332,43.56285,-96.76123,81,5233.51836768
p_3332,43.563766,-96.761238,82,5335.29142665
p_3332,43.564281,-96.761238,83,5392.50984911
p_3332,43.564468,-96.761222,84,5413.32642223
p_3332,43.564533,-96.761962,85,5473.54601254
p_3332,43.564586,-96.762298,86,5501.32293813
p_3332,43.564647,-96.762611,87,5527.50278103
p_3332,43.564876,-96.763427,88,5598.16685837
p_3332,43.565193,-96.764167,89,5667.55434255
p_3332,43.565338,-96.764434,90,5694.47706376
p_3332,43.565807,-96.76522,91,5776.62015985
p_3332,43.566322,-96.766067,92,5865.81834059
p_3332,43.566398,-96.766189,93,5878.79689061
p_3332,43.567142,-96.76744,94,6009.36121834
p_3332,43.567443,-96.76789,95,6058.75758774
p_3332,43.567504,-96.767974,96,6068.3483638
p_3332,43.567649,-96.767883,97,6086.05653287
p_3332,43.56789,-96.767761,98,6114.58886715
p_3332,43.567996,-96.767723,99,6126.75940091
p_3332,43.568092,-96.767707,100,6137.50340262
p_3332,43.568309,-96.767707,101,6161.61293035
p_3332,43.568893,-96.767791,102,6226.85145068
p_3332,43.572902,-96.767807,103,6672.26872894
p_3332,43.572898,-96.76844,104,6723.40396105
p_3332,43.572891,-96.770568,105,6895.30409977
p_3332,43.572891,-96.7714,106,6962.51249259
p_3332,43.572875,-96.771621,107,6980.45301267
p_3332,43.572853,-96.771743,108,6990.60668983
p_3332,43.57278,-96.77198,109,7011.39856255
p_3332,43.572673,-96.772186,110,7031.84939149
p_3332,43.572551,-96.772338,111,7050.1384899
p_3332,43.57249,-96.772384,112,7057.86765598
p_3332,43.572204,-96.77256,113,7092.67896566
p_3332,43.572284,-96.772911,114,7122.39331514
p_3332,43.572452,-96.773857,115,7201.05775489
p_3332,43.572578,-96.774467,116,7252.28341498
p_3332,43.572776,-96.775619,117,7347.90636175
p_3332,43.572906,-96.776412,118,7413.57255542
p_3332,43.572933,-96.77671,119,7437.83097403
p_3332,43.572944,-96.777145,120,7472.99119668
p_3332,43.57294,-96.77758,121,7508.13298072
p_3332,43.572948,-96.778411,122,7575.26641958
p_3332,43.572978,-96.779586,123,7670.24051142
p_3332,43.572967,-96.780113,124,7712.82869414
p_3332,43.572948,-96.781005,125,7784.91468241
p_3332,43.576194,-96.780998,126,8145.55851072
p_3332,43.576454,-96.780998,127,8174.44554368
p_3332,43.576976,-96.78099,128,8232.44542135
p_3332,43.578292,-96.781036,129,8378.70548553
p_3332,43.580139,-96.781044,130,8583.91564502
p_3332,43.582691,-96.781051,131,8867.45380104
p_3332,43.582859,-96.781051,132,8886.11928963
p_3332,43.584182,-96.781036,133,9033.11502387
p_3332,43.585845,-96.781044,134,9217.88234242
p_3332,43.586017,-96.781044,135,9236.992258
p_3332,43.586017,-96.781046,136,9237.15378154
p_3332,43.586243,-96.781045,137,9262.26345253
p_3332,43.586571,-96.781046,138,9298.70570966
p_3332,43.586729,-96.781046,139,9316.26016921
p_3332,43.587399,-96.781046,140,9390.69997145
p_3332,43.587525,-96.781046,141,9404.69909942
p_3332,43.587987,-96.781047,142,9456.02930148
p_3332,43.588507,-96.781048,143,9513.8035448
p_3332,43.590437,-96.781046,144,9728.23476843
p_3332,43.590675,-96.781038,145,9754.68547092
p_3332,43.590917,-96.781017,146,9781.62612934
p_3332,43.591158,-96.780984,147,9808.53454329
p_3332,43.591429,-96.780921,148,9839.07059447
p_3332,43.591673,-96.780847,149,9866.83085936
p_3332,43.591906,-96.780764,150,9893.57177856
p_3332,43.592124,-96.780673,151,9918.88275831
p_3332,43.592353,-96.780558,152,9945.96747733
p_3332,43.592521,-96.780465,153,9966.08718025
p_3332,43.592744,-96.780322,154,9993.42235093
