personId,age,isFemale,householdId,householdRank,excludedModes,valueOfTime
010400-2013000141206-0-6030422,21,false,010400-2013000141206-0,0,"",11.169869641388239
010400-2013000141206-0-6030423,25,false,010400-2013000141206-0,1,"",12.909440231849898
010400-2013000210619-0-1067346,25,true,010400-2013000210619-0,0,"",18.255638493994358
010400-2013000210619-0-1067347,21,true,010400-2013000210619-0,0,"",7.388677277530626
010400-2013001126970-0-6156982,40,true,010400-2013001126970-0,1,"",11.270836774082827
010400-2013001126970-0-6156983,63,false,010400-2013001126970-0,1,"",7.327593797541334
010400-2014001477600-3-940677,47,false,010400-2014001477600-3,0,"",7.515880143233853
010400-2015000035619-0-3093573,98,false,010400-2015000035619-0,0,"",7.965668001976453
010400-2015000035619-0-3093574,95,true,010400-2015000035619-0,0,"",10.196929947403062
010400-2015000635660-0-1449953,53,true,010400-2015000635660-0,1,"",18.091871924118607
010400-2015000635660-0-1449954,58,true,010400-2015000635660-0,1,"",10.670549722838249
010400-2015000939365-0-2848594,28,false,010400-2015000939365-0,1,"",10.399326771746802
010400-2015000939365-0-2848595,33,true,010400-2015000939365-0,1,"",13.846834990981806
010400-2016000821780-0-1313029,62,true,010400-2016000821780-0,1,"",10.341672612013033
010400-2016000821780-0-1313030,20,false,010400-2016000821780-0,0,"",7.1996630774108725
010400-2016000821780-0-1313031,3,true,010400-2016000821780-0,0,"",3.925879460677065
010400-2016001011747-0-7295482,99,true,010400-2016001011747-0,1,"",4.750571479702896
010400-2016001011747-0-7295483,82,false,010400-2016001011747-0,0,"",4.266349643512564
010500-2012000138732-0-4109941,99,false,010500-2012000138732-0,1,"",5.68423224466136
010500-2012000138732-0-4109942,86,true,010500-2012000138732-0,0,"",8.266254310671746
010500-2012000138732-0-4109943,59,true,010500-2012000138732-0,2,"",5.396721961139179
010500-2012000203588-0-4237463,58,true,010500-2012000203588-0,0,"",10.21793211240703
010500-2012000203588-0-4237464,53,false,010500-2012000203588-0,4,"",6.504712460956571
010500-2012000203588-0-4237465,29,false,010500-2012000203588-0,3,"",7.399231351828216
010500-2012000203588-0-4237466,14,false,010500-2012000203588-0,1,"",11.475957500656284
010500-2012000203588-0-4237467,14,false,010500-2012000203588-0,2,"",7.170125951103806
010500-2015000121225-0-4882855,29,true,010500-2015000121225-0,0,"",6.828760583022586
010500-2015000974297-0-3093755,78,true,010500-2015000974297-0,0,"",9.442056705528323
010500-2015001345120-1-5265742,70,true,010500-2015001345120-1,0,"",8.52488756718229
010500-2015001431224-0-7433252,68,true,010500-2015001431224-0,0,"",7.516227427206298
010500-2015001431224-0-7433253,96,false,010500-2015001431224-0,1,"",10.702013262783032
010500-2016000806879-0-2965550,41,false,010500-2016000806879-0,1,"",12.352975972968093
010500-2016000806879-0-2965551,55,false,010500-2016000806879-0,0,"",8.225234502815923
010500-2016000806879-0-2965552,4,false,010500-2016000806879-0,1,"",9.809113800688099
010600-2012000620079-0-4754992,49,false,010600-2012000620079-0,2,"",10.563323597736233
010600-2012000620079-0-4754993,11,false,010600-2012000620079-0,0,"",5.284786168880619
010600-2012000620079-0-4754994,6,true,010600-2012000620079-0,2,"",8.032001942981681
010600-2012001448305-0-4617003,36,true,010600-2012001448305-0,0,"",7.567277773727619
010600-2013000040063-0-1831034,32,true,010600-2013000040063-0,0,"",8.220617371121048
010600-2013000040063-0-1831035,29,true,010600-2013000040063-0,1,"",12.674093180268393
010600-2014000231580-0-6020280,72,false,010600-2014000231580-0,0,"",9.685771662380036
010600-2014000766675-0-5636746,54,true,010600-2014000766675-0,0,"",12.039439077750899
010600-2014001183243-2-7167033,91,true,010600-2014001183243-2,0,"",5.630049716052569
010600-2014001183243-2-7167034,45,false,010600-2014001183243-2,1,"",7.64748369692889
010600-2014001221139-0-6275557,46,false,010600-2014001221139-0,0,"",10.25249866396059
010600-2014001477120-0-1565718,77,false,010600-2014001477120-0,0,"",7.632593051042272
010600-2014001477120-0-1565719,75,true,010600-2014001477120-0,0,"",10.87325999087029
010600-2015000498519-0-4365619,94,true,010600-2015000498519-0,0,"",10.06960184178621
010600-2015000498519-0-4365620,49,false,010600-2015000498519-0,1,"",7.313467664248617
010600-2015000598330-0-3093681,18,false,010600-2015000598330-0,0,"",6.746719582399377
010600-2015000858092-0-4618060,45,true,010600-2015000858092-0,1,"",6.984447821159557
010600-2015000858092-0-4618061,0,true,010600-2015000858092-0,1,"",7.273887665483895
010600-2015000858092-0-4618062,49,false,010600-2015000858092-0,2,"",6.813995998722918
010600-2015001346035-0-3866712,28,true,010600-2015001346035-0,0,"",8.536760883532708
010600-2016000103186-0-2339635,81,false,010600-2016000103186-0,1,"",8.914746119180604
010600-2016000103186-0-2339636,33,false,010600-2016000103186-0,0,"",7.835508904507415
010800-2014000531215-0-7815054,88,false,010800-2014000531215-0,1,"",8.1999583169123
010800-2014000531215-0-7815055,71,true,010800-2014000531215-0,1,"",9.144337038158824
010800-2014000742242-0-1067812,91,false,010800-2014000742242-0,0,"",9.366196966575346
010800-2014001033451-0-7177654,59,false,010800-2014001033451-0,0,"",11.331821329067731
010800-2014001033451-0-7177655,63,false,010800-2014001033451-0,1,"",7.842267128697311
010800-2016000432298-0-1196341,61,true,010800-2016000432298-0,0,"",5.518202976463315
010800-2016000432298-0-1196342,41,false,010800-2016000432298-0,0,"",11.387659197626476
010800-2016001385884-0-5085525,28,false,010800-2016001385884-0,1,"",7.19027260125315
010800-2016001385884-0-5085526,28,false,010800-2016001385884-0,1,"",8.275540440178458
010900-2012000768576-0-294844,41,false,010900-2012000768576-0,1,"",9.918176614098925
010900-2012000768576-0-294845,29,false,010900-2012000768576-0,0,"",6.598179275258891
010900-2012001139656-0-2327440,55,false,010900-2012001139656-0,1,"",7.783118808708441
010900-2012001139656-0-2327441,50,true,010900-2012001139656-0,1,"",6.169099174034495
010900-2012001139656-0-2327442,0,true,010900-2012001139656-0,2,"",6.484468268387321
010900-2012001140018-0-5010100,33,false,010900-2012001140018-0,1,"",15.30741773602584
010900-2012001140018-0-5010101,20,false,010900-2012001140018-0,0,"",12.457886809936728
010900-2012001379980-0-560057,29,true,010900-2012001379980-0,0,"",9.061716575247376
010900-2012001379980-0-560058,18,false,010900-2012001379980-0,0,"",13.664987099806801
010900-2012001405223-0-6923363,71,true,010900-2012001405223-0,0,"",14.689145115757603
010900-2013000290674-0-2594084,39,false,010900-2013000290674-0,0,"",7.050699324111102
010900-2013000290674-0-2594085,41,true,010900-2013000290674-0,0,"",12.466232710099069
010900-2013000465563-0-4744560,26,false,010900-2013000465563-0,0,"",5.719173960934316
010900-2013000465563-0-4744561,54,true,010900-2013000465563-0,0,"",13.088039567202728
010900-2013000486930-0-5127182,37,true,010900-2013000486930-0,0,"",6.969397589242324
010900-2013000949422-0-4882435,41,false,010900-2013000949422-0,2,"",6.083850001978075
010900-2013000949422-0-4882436,55,true,010900-2013000949422-0,1,"",13.627053667628285
010900-2013000949422-0-4882437,22,true,010900-2013000949422-0,0,"",11.439910827796622
010900-2013001485345-0-7814978,97,true,010900-2013001485345-0,1,"",8.659553364906506
010900-2013001485345-0-7814979,85,false,010900-2013001485345-0,0,"",8.25917917508628
010900-2014000058545-1-3231080,63,false,010900-2014000058545-1,0,"",9.44122958118882
010900-2014000137760-0-3473313,49,false,010900-2014000137760-0,1,"",8.212382993799492
010900-2014000137760-0-3473314,60,true,010900-2014000137760-0,1,"",7.352940339361175
010900-2014000151829-0-2212553,27,true,010900-2014000151829-0,0,"",16.788223603166568
010900-2014000673949-0-5903451,51,false,010900-2014000673949-0,0,"",7.979072777765058
010900-2014001274324-0-7294737,65,false,010900-2014001274324-0,0,"",9.484300220093198
010900-2014001424656-0-814600,33,true,010900-2014001424656-0,0,"",4.753912162335332
010900-2015000858974-3-1831805,57,false,010900-2015000858974-3,0,"",10.080228544163523
010900-2015000946194-0-2328661,62,true,010900-2015000946194-0,0,"",6.91960991556082
010900-2015000946194-0-2328662,55,false,010900-2015000946194-0,1,"",8.66767239618872
010900-2016000427822-0-8070367,48,true,010900-2016000427822-0,0,"",8.991479265360741
010900-2016000427822-0-8070368,59,false,010900-2016000427822-0,2,"",7.711712583899428
010900-2016000427822-0-8070369,3,true,010900-2016000427822-0,2,"",7.154263566800518
010900-2016000805028-0-5382980,38,false,010900-2016000805028-0,1,"",7.826874796051454
010900-2016000805028-0-5382981,99,true,010900-2016000805028-0,0,"",8.879251666741235
010900-2016000805028-0-5382982,31,true,010900-2016000805028-0,0,"",8.065082538291188
010900-2016000955704-0-6276346,44,true,010900-2016000955704-0,3,"",9.31534532307784
010900-2016000955704-0-6276347,58,false,010900-2016000955704-0,5,"",10.009458455900383
010900-2016000955704-0-6276348,4,true,010900-2016000955704-0,3,"",7.172366920557244
010900-2016000955704-0-6276349,12,true,010900-2016000955704-0,4,"",7.051903830458731
010900-2016000955704-0-6276350,6,false,010900-2016000955704-0,3,"",8.72780401598853
010900-2016000955704-0-6276351,16,false,010900-2016000955704-0,4,"",8.841983475975933
011100-2012000242051-3-7050318,86,false,011100-2012000242051-3,0,"",7.54039183759587
011100-2012000242051-3-7050319,40,false,011100-2012000242051-3,1,"",9.218251711026358
011100-2014001267489-0-940653,33,true,011100-2014001267489-0,0,"",5.261711093745932
011100-2015000798286-0-3484017,28,false,011100-2015000798286-0,0,"",12.811957738431518
011100-2015000798286-0-3484018,32,false,011100-2015000798286-0,1,"",9.573138862908769
011100-2015001111372-0-2339531,27,true,011100-2015001111372-0,0,"",17.676344769761908
011100-2015001111372-0-2339532,30,false,011100-2015001111372-0,0,"",14.574273541357135
011100-2015001442319-1-5903957,19,true,011100-2015001442319-1,0,"",8.59908390769566
012000-2012000374827-0-683894,33,true,012000-2012000374827-0,1,"",17.085891998535793
012000-2012000374827-0-683895,21,false,012000-2012000374827-0,1,"",14.274395482496535
012000-2012001224143-1-936890,56,true,012000-2012001224143-1,0,"",6.499306995783867
012000-2012001332565-0-4117866,37,true,012000-2012001332565-0,0,"",14.072738786512557
012000-2012001332565-0-4117867,59,false,012000-2012001332565-0,0,"",7.616084891451477
012000-2012001332565-0-4117868,20,true,012000-2012001332565-0,1,"",4.704058052976081
012000-2012001332565-0-4117869,3,true,012000-2012001332565-0,2,"",6.823785410114525
012000-2012001332565-0-4117870,6,false,012000-2012001332565-0,1,"",6.403977696291654
012000-2012001332565-0-4117871,8,false,012000-2012001332565-0,2,"",8.889449114358673
012000-2012001332565-0-4117872,51,true,012000-2012001332565-0,2,"",7.382914438018893
012000-2013000756113-0-3991022,56,true,012000-2013000756113-0,0,"",11.7694008893805
012000-2014000584044-0-3863084,24,true,012000-2014000584044-0,0,"",4.4273758125609
012000-2014000584044-0-3863085,32,true,012000-2014000584044-0,0,"",9.037904119962251
012000-2014000804368-1-1828221,47,false,012000-2014000804368-1,0,"",11.721325592871423
012000-2014001308445-0-1319538,20,false,012000-2014001308445-0,0,"",6.498026802771377
012000-2014001308445-0-1319539,47,true,012000-2014001308445-0,0,"",7.754522563410182
012000-2015000952815-0-1446740,23,false,012000-2015000952815-0,1,"",7.814158734052042
012000-2015000952815-0-1446741,48,true,012000-2015000952815-0,2,"",17.501967888451755
012000-2015000952815-0-1446742,3,true,012000-2015000952815-0,2,"",5.992025437121091
012000-2016001041982-3-5262778,28,false,012000-2016001041982-3,0,"",12.172571464127731
012100-2014000799990-0-6153847,35,true,012100-2014000799990-0,0,"",11.942092254748047
012100-2016000719449-0-7174934,93,false,012100-2016000719449-0,0,"",8.637805115804227
012201-2012000896708-0-50162,33,true,012201-2012000896708-0,0,"",14.4907690149165
012201-2012000896708-0-50163,19,false,012201-2012000896708-0,1,"",8.86214543583436
012201-2013001187473-0-1828028,56,false,012201-2013001187473-0,0,"",9.587768352470308
012201-2014000245828-0-684533,30,false,012201-2014000245828-0,0,"",8.036876138740778
012201-2014000319822-1-2083112,45,true,012201-2014000319822-1,0,"",4.480933347524271
012201-2014000784581-0-4752300,33,false,012201-2014000784581-0,0,"",7.9682917320773266
012201-2015001194177-0-2718230,62,true,012201-2015001194177-0,0,"",13.994856057161643
012201-2015001194177-0-2718231,78,true,012201-2015001194177-0,3,"",7.092513095072711
012201-2015001194177-0-2718232,77,true,012201-2015001194177-0,1,"",7.566447711170613
012201-2015001194177-0-2718233,42,true,012201-2015001194177-0,5,"",8.40310026125495
012201-2015001194177-0-2718234,21,true,012201-2015001194177-0,2,"",7.294150865830496
012201-2015001194177-0-2718235,44,true,012201-2015001194177-0,2,"",9.646635177082793
012201-2016000785486-0-4752964,47,false,012201-2016000785486-0,0,"",4.001219624350069
012201-2016000792133-2-6410897,21,true,012201-2016000792133-2,0,"",5.476457148196494
012201-2016000792133-2-6410898,33,false,012201-2016000792133-2,0,"",6.321165459773788
012201-2016000799995-0-938073,58,true,012201-2016000799995-0,0,"",7.484212004131028
012201-2016000799995-0-938074,28,false,012201-2016000799995-0,0,"",13.935431055715414
012202-2012000497271-0-302558,61,true,012202-2012000497271-0,0,"",8.368438567868779
012202-2012000692733-0-2208632,26,true,012202-2012000692733-0,1,"",8.547966624118338
012202-2012000692733-0-2208633,30,false,012202-2012000692733-0,0,"",12.83153251222197
012202-2013000609715-0-5899892,47,false,012202-2013000609715-0,0,"",5.969511572451246
012202-2013000609715-0-5899893,37,true,012202-2013000609715-0,1,"",10.208164159021905
012202-2013000609715-0-5899894,12,false,012202-2013000609715-0,2,"",8.30964464559431
012202-2014001317122-0-4372661,55,true,012202-2014001317122-0,1,"",8.90600637838179
012202-2014001317122-0-4372662,46,false,012202-2014001317122-0,2,"",11.073682539170898
012202-2014001317122-0-4372663,10,false,012202-2014001317122-0,1,"",8.560071319044706
012202-2015000619883-0-6283029,59,true,012202-2015000619883-0,0,"",5.585225110393493
012202-2016001049565-0-3607897,51,false,012202-2016001049565-0,0,"",6.607830855525163
012202-2016001130461-0-2083966,54,true,012202-2016001130461-0,0,"",17.523560143782653
012301-2012001424584-0-684135,29,false,012301-2012001424584-0,1,"",8.456841051703742
012301-2012001424584-0-684136,41,false,012301-2012001424584-0,1,"",17.792113817295466
012301-2012001424584-0-684137,20,false,012301-2012001424584-0,0,"",12.565075458519107
012301-2013000721346-0-1955284,44,true,012301-2013000721346-0,1,"",14.690903741381645
012301-2013000721346-0-1955285,81,false,012301-2013000721346-0,0,"",7.932376816936531
012301-2013000721346-0-1955286,92,true,012301-2013000721346-0,2,"",8.233002629976882
012301-2015000488247-0-177342,28,false,012301-2015000488247-0,1,"",8.753866351794247
012301-2015000488247-0-177343,30,true,012301-2015000488247-0,0,"",10.7358138116425
012301-2016000897147-0-4246405,99,false,012301-2016000897147-0,0,"",8.847523954242108
012501-2013000072110-0-5261661,61,false,012501-2013000072110-0,1,"",6.893310680550441
012501-2013000072110-0-5261662,14,true,012501-2013000072110-0,0,"",8.17402354793186
012501-2013000588265-1-302918,26,false,012501-2013000588265-1,0,"",12.224089538085158
012501-2013001183738-0-6409943,47,true,012501-2013001183738-0,0,"",3.9513619700354443
012501-2013001183738-0-6409944,47,false,012501-2013001183738-0,1,"",13.221632300531324
012501-2013001183738-0-6409945,14,false,012501-2013001183738-0,0,"",5.798501337151534
012501-2015001394702-0-5773910,36,false,012501-2015001394702-0,1,"",7.077755237614841
012501-2015001394702-0-5773911,78,true,012501-2015001394702-0,1,"",9.457217122747041
012501-2015001394702-0-5773912,81,false,012501-2015001394702-0,2,"",6.778654658475114
012501-2016000706115-0-5135687,55,false,012501-2016000706115-0,0,"",10.718295827807658
012501-2016000706115-0-5135688,45,true,012501-2016000706115-0,1,"",10.76378060501806
012501-2016000706115-0-5135689,33,false,012501-2016000706115-0,2,"",10.870366619248683
012501-2016000706115-0-5135690,18,false,012501-2016000706115-0,4,"",9.40956683982413
012501-2016000706115-0-5135691,11,false,012501-2016000706115-0,4,"",7.344475584909425
012501-2016000706115-0-5135692,85,false,012501-2016000706115-0,0,"",8.603107954586674
012602-2012000700963-0-4501053,48,false,012602-2012000700963-0,0,"",12.660416630759903
012602-2012001015491-0-7432234,52,false,012602-2012001015491-0,1,"",10.269554203591492
012602-2012001015491-0-7432235,48,true,012602-2012001015491-0,1,"",17.460393916876193
012602-2012001015491-0-7432236,5,false,012602-2012001015491-0,1,"",6.185901891936262
012602-2014001016459-0-306473,63,false,012602-2014001016459-0,0,"",10.78240444356532
012602-2016000257342-0-5648020,19,false,012602-2016000257342-0,1,"",12.536875997482063
012602-2016000257342-0-5648021,18,false,012602-2016000257342-0,0,"",8.817317030777337
012700-2012000397830-0-939901,74,true,012700-2012000397830-0,1,"",8.303554711680862
012700-2012000397830-0-939902,85,false,012700-2012000397830-0,0,"",5.093276616871241
012700-2012000543919-0-6285237,56,true,012700-2012000543919-0,2,"",6.409340240159088
012700-2012000543919-0-6285238,45,false,012700-2012000543919-0,1,"",7.561790581746671
012700-2012000543919-0-6285239,10,true,012700-2012000543919-0,4,"",5.975513995525619
012700-2012000543919-0-6285240,9,false,012700-2012000543919-0,3,"",6.6103732019318615
012700-2012000543919-0-6285241,5,false,012700-2012000543919-0,2,"",8.973609902842028
012700-2013001173617-0-180127,50,true,012700-2013001173617-0,1,"",9.755527825334223
012700-2013001173617-0-180128,45,true,012700-2013001173617-0,0,"",8.596557230693561
012700-2014000464255-1-6157169,53,false,012700-2014000464255-1,0,"",8.118861978395895
012700-2014000464255-1-6157170,21,true,012700-2014000464255-1,1,"",5.111009899193579
012700-2014000464255-1-6157171,14,false,012700-2014000464255-1,0,"",7.110656908679836
012700-2016000578949-0-5904105,29,true,012700-2016000578949-0,0,"",6.0030861074726625
012700-2016000578949-0-5904106,20,false,012700-2016000578949-0,0,"",6.028913943488984
012800-2012000307582-0-1322049,19,false,012800-2012000307582-0,0,"",14.426814383598272
012800-2013000120600-0-3865880,44,false,012800-2013000120600-0,0,"",7.104923910880741
012800-2013000769552-0-6156918,30,true,012800-2013000769552-0,1,"",8.38067432537232
012800-2013000769552-0-6156919,33,false,012800-2013000769552-0,1,"",11.039148776940744
012800-2014001355299-0-3994709,45,true,012800-2014001355299-0,0,"",5.661328409825877
012901-2013000257129-0-1449249,26,true,012901-2013000257129-0,1,"",6.498515154678858
012901-2013000257129-0-1449250,23,false,012901-2013000257129-0,1,"",7.658935049885631
012901-2014001011378-0-5520642,94,true,012901-2014001011378-0,2,"",7.455455972314067
012901-2014001011378-0-5520643,75,false,012901-2014001011378-0,0,"",6.855360543458974
012901-2014001011378-0-5520644,37,true,012901-2014001011378-0,2,"",10.650415516991607
012901-2015000949151-0-1704089,31,true,012901-2015000949151-0,0,"",5.557652774229846
012901-2016001446789-0-5393596,73,true,012901-2016001446789-0,0,"",9.104273034052035
012901-2016001446789-0-5393597,40,false,012901-2016001446789-0,1,"",16.744857977861425
012902-2015000291319-0-5777015,28,true,012902-2015000291319-0,0,"",10.624318402327333
012902-2015000291319-0-5777016,27,false,012902-2015000291319-0,1,"",10.61735739555634
012902-2015000521193-2-3231485,53,false,012902-2015000521193-2,0,"",15.14924839911187
012902-2015000726088-0-2212915,49,false,012902-2015000726088-0,0,"",10.767179868038912
012902-2015001506748-0-1068283,25,true,012902-2015001506748-0,0,"",9.116466944716127
012902-2015001506748-0-1068284,19,true,012902-2015001506748-0,1,"",6.423047351408549
012902-2016000182530-0-1959332,59,false,012902-2016000182530-0,0,"",14.13109309319719
012902-2016000616747-0-3995174,30,true,012902-2016000616747-0,0,"",6.162943577757312
012902-2016000616747-0-3995175,32,false,012902-2016000616747-0,1,"",10.571868774623276
013000-2013000980929-0-7304914,21,false,013000-2013000980929-0,0,"",6.787572008175421
013000-2014000005386-2-7941806,46,true,013000-2014000005386-2,0,"",14.947101346514092
013000-2014000005386-2-7941807,43,false,013000-2014000005386-2,1,"",7.691642964791338
013000-2014000417685-0-6285784,48,true,013000-2014000417685-0,0,"",9.614321968276915
013000-2015001345120-2-8070232,82,true,013000-2015001345120-2,0,"",6.955528323187286
013000-2016000398737-0-4502227,89,true,013000-2016000398737-0,0,"",10.770167526390471
013000-2016000398737-0-4502228,50,false,013000-2016000398737-0,1,"",9.891451901980998
013000-2016000482583-2-7305795,21,false,013000-2016000482583-2,0,"",15.843935783402026
013000-2016001426787-0-2087245,37,false,013000-2016001426787-0,0,"",7.73136283080999
013101-2012000431285-0-7814405,38,true,013101-2012000431285-0,1,"",12.641391909879413
013101-2012000431285-0-7814406,37,false,013101-2012000431285-0,2,"",10.654285241559805
013101-2012000431285-0-7814407,11,true,013101-2012000431285-0,0,"",6.82388953357249
013101-2013001313378-0-3103701,53,false,013101-2013001313378-0,0,"",14.540979040428327
013101-2014001499292-0-2467743,88,true,013101-2014001499292-0,3,"",8.593026482843257
013101-2014001499292-0-2467744,78,false,013101-2014001499292-0,2,"",7.768878445796926
013101-2014001499292-0-2467745,51,false,013101-2014001499292-0,2,"",8.626298747681806
013101-2014001499292-0-2467746,44,false,013101-2014001499292-0,3,"",7.6301526660846895
013101-2015000050212-0-7177776,44,true,013101-2015000050212-0,1,"",8.298117351384455
013101-2015000050212-0-7177777,59,false,013101-2015000050212-0,0,"",6.280625682733823
013102-2012000088760-0-4500924,38,false,013102-2012000088760-0,0,"",10.84038574686677
013102-2012000256849-0-7304464,54,false,013102-2012000256849-0,0,"",10.709857150898085
013102-2012001171760-2-7432253,75,false,013102-2012001171760-2,0,"",10.014892396015723
013102-2013000091344-1-5264971,25,true,013102-2013000091344-1,1,"",11.896845482248779
013102-2013000091344-1-5264972,27,false,013102-2013000091344-1,1,"",13.40535337446624
013102-2013000148113-0-2720636,27,true,013102-2013000148113-0,0,"",6.895349060998875
013102-2013000343063-0-5647074,57,true,013102-2013000343063-0,0,"",16.970426697708625
013102-2014000643218-1-2339208,42,true,013102-2014000643218-1,0,"",13.270597735873864
013102-2014000643218-1-2339209,43,false,013102-2014000643218-1,1,"",8.16718912455659
013102-2014001390575-0-6923957,83,true,013102-2014001390575-0,0,"",9.742786046644607
013102-2015000327024-0-1959045,40,false,013102-2015000327024-0,0,"",6.434367140680717
013102-2015000557669-0-2594692,59,false,013102-2015000557669-0,0,"",13.150419384772883
013300-2013000240624-0-2595702,59,false,013300-2013000240624-0,0,"",16.13622452320605
013300-2013000240624-0-2595703,40,false,013300-2013000240624-0,0,"",10.178817948293727
013300-2013000524563-0-8071127,20,false,013300-2013000524563-0,1,"",12.72362313734445
013300-2013000524563-0-8071128,52,true,013300-2013000524563-0,1,"",8.5414731567267
013300-2014001287572-0-4757518,32,true,013300-2014001287572-0,0,"",8.91009475373466
013300-2014001287572-0-4757519,32,true,013300-2014001287572-0,0,"",11.879884875082023
013300-2014001287572-0-4757520,19,true,013300-2014001287572-0,1,"",12.571798605127503
013300-2014001287572-0-4757521,33,true,013300-2014001287572-0,3,"",13.351615775402324
013400-2012000213253-1-7941171,22,true,013400-2012000213253-1,0,"",15.263552451996398
013400-2012000213253-1-7941172,32,false,013400-2012000213253-1,0,"",6.916691609474492
013400-2012000256849-0-813781,59,false,013400-2012000256849-0,0,"",14.954688505145905
013400-2012000349614-2-7176881,20,false,013400-2012000349614-2,0,"",9.831610734517678
013400-2012000506009-2-5009965,24,true,013400-2012000506009-2,1,"",14.80678590567271
013400-2012000506009-2-5009966,22,true,013400-2012000506009-2,1,"",8.014390815258437
013400-2012000506009-2-5009967,18,true,013400-2012000506009-2,0,"",15.939295663651398
013400-2012001183878-1-2467127,63,true,013400-2012001183878-1,1,"",15.749343809037253
013400-2012001183878-1-2467128,47,true,013400-2012001183878-1,1,"",6.6318059064869965
013400-2014001252223-0-1958942,80,false,013400-2014001252223-0,0,"",6.404001407922909
013400-2015001096767-0-8070175,86,false,013400-2015001096767-0,0,"",6.599087364753008
013400-2016001339453-0-7433563,83,false,013400-2016001339453-0,0,"",6.877223425911728
013500-2012001001272-0-1830914,38,false,013500-2012001001272-0,2,"",8.890055957026574
013500-2012001001272-0-1830915,50,true,013500-2012001001272-0,3,"",9.19854494570257
013500-2012001001272-0-1830916,15,false,013500-2012001001272-0,2,"",7.542890623942603
013500-2012001001272-0-1830917,11,false,013500-2012001001272-0,3,"",7.363805268490205
013500-2015000443201-0-5647717,37,true,013500-2015000443201-0,2,"",11.175489922128955
013500-2015000443201-0-5647718,55,false,013500-2015000443201-0,0,"",6.2582659420151385
013500-2015000443201-0-5647719,26,false,013500-2015000443201-0,0,"",9.134242157266367
015100-2014000805103-1-6415264,72,false,015100-2014000805103-1,0,"",8.538213770758457
015200-2012000561336-0-6031744,61,true,015200-2012000561336-0,3,"",12.696011629822777
015200-2012000561336-0-6031745,51,false,015200-2012000561336-0,2,"",14.102590799788087
015200-2012000561336-0-6031746,0,true,015200-2012000561336-0,3,"",6.062203391697022
015200-2012000561336-0-6031747,3,true,015200-2012000561336-0,3,"",8.237236822182375
