linkId,euclidean,length
1068,37.808944,37.818000
1069,37.808944,37.818000
107,242.780811,242.847000
1070,182.117032,181.522000
1071,182.117032,181.522000
1072,37.950507,37.831000
1073,37.950507,37.831000
1074,140.343734,139.889000
1075,140.343734,139.889000
1076,267.165314,266.291000
1077,267.165314,266.291000
1078,459.314845,459.438000
1079,459.314845,459.438000
108,275.124342,274.332000
1080,31.145070,31.151000
1081,31.145070,31.151000
1082,250.011737,250.072000
1083,250.011737,250.072000
1084,399.949111,400.070000
1085,399.949111,400.070000
1086,10.271271,10.246000
1087,10.271271,10.246000
1088,337.874120,337.231000
1089,337.874120,337.231000
109,275.124342,274.332000
1090,162.630673,162.668000
1091,162.630673,162.668000
1092,399.032036,399.134000
1093,399.032036,399.134000
1094,20.576614,20.577000
1095,20.576614,20.577000
1096,82.960867,82.910000
1097,82.960867,82.910000
1098,136.289702,135.845000
1099,136.289702,135.845000
11,89.592702,89.613000
110,423.616756,423.716000
1100,402.768051,402.875000
1101,402.768051,402.875000
1102,402.764646,401.442000
1103,402.764646,401.442000
1104,82.928303,82.657000
1105,82.928303,82.657000
1106,188.859601,188.629000
1107,188.859601,188.629000
1108,9.466764,9.435000
1109,9.466764,9.435000
111,423.616756,423.716000
1110,402.662376,402.744000
1111,402.662376,402.744000
1112,352.687664,352.750000
1113,352.687664,352.750000
1114,19.710641,19.726000
1115,19.710641,19.726000
1116,128.438415,128.473000
1117,128.438415,128.473000
1118,324.668421,323.602000
1119,324.668421,323.602000
112,337.576683,336.476000
1120,448.367273,448.481000
1121,448.367273,448.481000
1122,144.962442,144.985000
1123,144.962442,144.985000
1124,355.351666,355.366000
1125,355.351666,355.366000
1126,405.354938,405.447000
1127,405.354938,405.447000
1128,61.350075,61.363000
1129,61.350075,61.363000
113,337.576683,336.476000
1130,22.265392,22.255000
1131,22.265392,22.255000
1132,59.312560,59.121000
1133,59.312560,59.121000
1134,145.416582,145.443000
1135,145.416582,145.443000
1136,403.983314,402.650000
1137,403.983314,402.650000
1138,14.916325,14.875000
1139,14.916325,14.875000
114,101.015649,100.925000
1140,405.344352,405.437000
1141,405.344352,405.437000
1142,416.856908,416.958000
1143,416.856908,416.958000
1144,402.204422,400.942000
1145,402.204422,400.942000
1146,33.181576,33.087000
1147,33.181576,33.087000
1148,403.492521,402.174000
1149,403.492521,402.174000
115,101.015649,100.925000
1150,226.321038,226.357000
1151,226.321038,226.357000
1152,14.956249,14.934000
1153,14.956249,14.934000
1154,304.008040,304.056000
1155,304.008040,304.056000
1156,101.816750,101.482000
1157,101.816750,101.482000
1158,33.327859,33.336000
1159,33.327859,33.336000
116,399.885286,399.992000
1160,113.810188,113.840000
1161,113.810188,113.840000
1162,109.266399,109.293000
1163,109.266399,109.293000
1164,103.441205,103.293000
1165,103.441205,103.293000
1166,21.721281,21.711000
1167,21.721281,21.711000
1168,398.348953,398.456000
1169,398.348953,398.456000
117,399.885286,399.992000
1170,300.432156,299.448000
1171,300.432156,299.448000
1172,169.322788,168.986000
1173,169.322788,168.986000
1174,248.354388,247.544000
1175,248.354388,247.544000
1176,54.663513,54.674000
1177,54.663513,54.674000
1178,137.012240,136.533000
1179,137.012240,136.533000
118,440.317703,440.430000
1180,462.639444,462.666000
1181,462.639444,462.666000
1182,41.690209,41.553000
1183,41.690209,41.553000
1184,392.911394,391.625000
1185,392.911394,391.625000
1186,286.010949,286.085000
1187,286.010949,286.085000
1188,341.114426,340.259000
1189,341.114426,340.259000
119,440.317703,440.430000
1190,16.299673,16.304000
1191,16.299673,16.304000
1192,210.659411,209.967000
1193,210.659411,209.967000
1194,146.269945,146.306000
1195,146.269945,146.306000
1196,107.937172,107.582000
1197,107.937172,107.582000
1198,404.748611,403.746000
1199,404.748611,403.746000
12,278.689113,278.699000
120,346.276890,346.198000
1200,188.556176,187.899000
1201,188.556176,187.899000
1202,102.038141,102.033000
1203,102.038141,102.033000
1204,402.520130,401.205000
1205,402.520130,401.205000
1206,463.212546,461.734000
1207,463.212546,461.734000
1208,156.051025,156.089000
1209,156.051025,156.089000
121,346.276890,346.198000
1210,222.103283,221.844000
1211,222.103283,221.844000
1212,201.435539,201.262000
1213,201.435539,201.262000
1214,390.684526,390.787000
1215,390.684526,390.787000
1216,182.796281,182.799000
1217,182.796281,182.799000
1218,266.831389,266.641000
1219,266.831389,266.641000
122,71.701902,71.468000
1220,202.853508,202.905000
1221,202.853508,202.905000
1222,104.257986,103.917000
1223,104.257986,103.917000
1224,147.025289,147.051000
1225,147.025289,147.051000
1226,448.356451,448.470000
1227,448.356451,448.470000
1228,298.619278,297.649000
1229,298.619278,297.649000
123,71.701902,71.468000
1230,11.435130,11.388000
1231,11.435130,11.388000
1232,243.957627,243.652000
1233,243.957627,243.652000
1234,46.016129,45.855000
1235,46.016129,45.855000
1236,304.031087,304.106000
1237,304.031087,304.106000
1238,18.910430,18.915000
1239,18.910430,18.915000
124,407.774954,407.859000
1240,86.288024,86.005000
1241,86.288024,86.005000
1242,14.539542,14.497000
1243,14.539542,14.497000
1244,204.818750,204.195000
1245,204.818750,204.195000
1246,18.777057,18.781000
1247,18.777057,18.781000
1248,14.877654,14.837000
1249,14.877654,14.837000
125,407.774954,407.859000
1250,417.803403,416.661000
1251,417.803403,416.661000
1252,67.940969,67.896000
1253,67.940969,67.896000
1254,67.106330,67.110000
1255,67.106330,67.110000
1256,52.256968,52.266000
1257,52.256968,52.266000
1258,261.355511,260.823000
1259,261.355511,260.823000
126,20.880140,20.803000
1260,70.752202,70.539000
1261,70.752202,70.539000
1262,324.668421,323.602000
1263,324.668421,323.602000
1264,93.574138,93.244000
1265,93.574138,93.244000
1266,386.288586,385.211000
1267,386.288586,385.211000
1268,295.074987,294.044000
1269,295.074987,294.044000
127,20.880140,20.803000
1270,130.886195,130.855000
1271,130.886195,130.855000
1272,58.130372,58.122000
1273,58.130372,58.122000
1274,130.452908,130.412000
1275,130.452908,130.412000
1276,399.021159,399.122000
1277,399.021159,399.122000
1278,65.360554,65.146000
1279,65.360554,65.146000
128,44.311017,44.238000
1280,202.385146,201.765000
1281,202.385146,201.765000
1282,27.509991,27.419000
1283,27.509991,27.419000
1284,102.870785,102.653000
1285,102.870785,102.653000
1286,165.725677,165.733000
1287,165.725677,165.733000
1288,47.286816,47.247000
1289,47.286816,47.247000
129,44.311017,44.238000
1290,21.673587,21.678000
1291,21.673587,21.678000
1292,288.305702,287.372000
1293,288.305702,287.372000
1294,90.759706,90.784000
1295,90.759706,90.784000
1296,384.800767,384.885000
1297,384.800767,384.885000
1298,401.495958,400.226000
1299,401.495958,400.226000
13,278.689113,278.699000
130,265.891308,265.622000
1300,416.659745,415.294000
1301,416.659745,415.294000
1302,462.927504,462.775000
1303,462.927504,462.775000
1304,151.753438,151.755000
1305,151.753438,151.755000
1306,75.525016,75.506000
1307,75.525016,75.506000
1308,407.550492,407.456000
1309,407.550492,407.456000
131,265.891308,265.622000
1310,14.311766,14.268000
1311,14.311766,14.268000
1312,263.751589,263.818000
1313,263.751589,263.818000
1314,19.338362,19.275000
1315,19.338362,19.275000
1316,28.376697,28.383000
1317,28.376697,28.383000
1318,403.942101,404.048000
1319,403.942101,404.048000
132,81.513737,81.248000
1320,396.467673,396.569000
1321,396.467673,396.569000
1322,414.889270,413.523000
1323,414.889270,413.523000
1324,121.933397,121.533000
1325,121.933397,121.533000
1326,319.691621,319.755000
1327,319.691621,319.755000
1328,192.717253,192.523000
1329,192.717253,192.523000
133,81.513737,81.248000
1330,156.320578,156.180000
1331,156.320578,156.180000
1332,33.676707,33.575000
1333,33.676707,33.575000
1334,310.957250,311.039000
1335,310.957250,311.039000
1336,383.017316,383.100000
1337,383.017316,383.100000
1338,133.027750,132.593000
1339,133.027750,132.593000
134,146.077929,146.101000
1340,88.662625,88.678000
1341,88.662625,88.678000
1342,79.965906,79.704000
1343,79.965906,79.704000
1344,65.380431,65.396000
1345,65.380431,65.396000
1346,28.799120,28.806000
1347,28.799120,28.806000
1348,15.465944,15.470000
1349,15.465944,15.470000
135,146.077929,146.101000
1350,71.060185,70.880000
1351,71.060185,70.880000
1352,404.275649,404.371000
1353,404.275649,404.371000
1354,17.632971,17.622000
1355,17.632971,17.622000
1356,29.809414,29.811000
1357,29.809414,29.811000
1358,352.812031,351.657000
1359,352.812031,351.657000
136,404.573215,403.247000
1360,219.684804,219.688000
1361,219.684804,219.688000
1362,245.591776,244.790000
1363,245.591776,244.790000
1364,80.267987,80.143000
1365,80.267987,80.143000
1366,98.615732,98.297000
1367,98.615732,98.297000
1368,354.281239,354.304000
1369,354.281239,354.304000
137,404.573215,403.247000
1370,124.564124,124.167000
1371,124.564124,124.167000
1372,262.074180,261.213000
1373,262.074180,261.213000
1374,323.657481,323.741000
1375,323.657481,323.741000
1376,405.194453,405.292000
1377,405.194453,405.292000
1378,70.940340,70.688000
1379,70.940340,70.688000
138,10.499682,10.472000
1380,345.349554,344.207000
1381,345.349554,344.207000
1382,266.732814,266.575000
1383,266.732814,266.575000
1384,95.823056,95.511000
1385,95.823056,95.511000
1386,351.013732,351.103000
1387,351.013732,351.103000
1388,235.736433,234.970000
1389,235.736433,234.970000
139,10.499682,10.472000
1390,360.222757,360.305000
1391,360.222757,360.305000
1392,88.869885,88.598000
1393,88.869885,88.598000
1394,327.843960,327.855000
1395,327.843960,327.855000
1396,21.426834,21.429000
1397,21.426834,21.429000
1398,407.557526,407.467000
1399,407.557526,407.467000
14,459.186004,457.719000
140,285.999953,286.074000
1400,219.352916,219.366000
1401,219.352916,219.366000
1402,280.386331,280.354000
1403,280.386331,280.354000
1404,275.113707,274.321000
1405,275.113707,274.321000
1406,52.586476,52.561000
1407,52.586476,52.561000
1408,411.345394,410.006000
1409,411.345394,410.006000
141,285.999953,286.074000
1410,472.182912,470.637000
1411,472.182912,470.637000
1412,112.353521,111.955000
1413,112.353521,111.955000
1414,262.970214,263.018000
1415,262.970214,263.018000
1416,180.825448,180.870000
1417,180.825448,180.870000
1418,402.520130,401.205000
1419,402.520130,401.205000
142,107.069695,106.868000
1420,12.845912,12.846000
1421,12.845912,12.846000
1422,13.821534,13.836000
1423,13.821534,13.836000
1424,402.255068,400.934000
1425,402.255068,400.934000
1426,12.465666,12.469000
1427,12.465666,12.469000
1428,221.630387,221.688000
1429,221.630387,221.688000
143,107.069695,106.868000
1430,301.589760,300.602000
1431,301.589760,300.602000
1432,121.548721,121.150000
1433,121.548721,121.150000
1434,55.257789,55.055000
1435,55.257789,55.055000
1436,159.800603,159.268000
1437,159.800603,159.268000
1438,36.143289,36.056000
1439,36.143289,36.056000
144,266.422320,266.146000
1440,32.908169,32.800000
1441,32.908169,32.800000
1442,126.010642,125.877000
1443,126.010642,125.877000
1444,260.669630,260.688000
1445,260.669630,260.688000
1446,355.026449,353.799000
1447,355.026449,353.799000
1448,316.803264,315.770000
1449,316.803264,315.770000
145,266.422320,266.146000
1450,370.915723,371.010000
1451,370.915723,371.010000
1452,234.944794,234.993000
1453,234.944794,234.993000
1454,142.275041,142.302000
1455,142.275041,142.302000
1456,73.869199,73.627000
1457,73.869199,73.627000
1458,287.061508,286.992000
1459,287.061508,286.992000
146,405.446491,405.552000
1460,72.365089,72.135000
1461,72.365089,72.135000
1462,152.638745,152.679000
1463,152.638745,152.679000
1464,402.432186,402.538000
1465,402.432186,402.538000
1466,48.085443,48.094000
1467,48.085443,48.094000
1468,397.014526,395.772000
1469,397.014526,395.772000
147,405.446491,405.552000
1470,71.555340,71.529000
1471,71.555340,71.529000
1472,18.194241,18.135000
1473,18.194241,18.135000
1474,17.432240,17.437000
1475,17.432240,17.437000
1476,292.593717,292.611000
1477,292.593717,292.611000
1478,110.258448,109.877000
1479,110.258448,109.877000
148,13.781359,13.766000
1480,90.582520,90.426000
1481,90.582520,90.426000
1482,403.340481,403.461000
1483,403.340481,403.461000
1484,80.259056,80.109000
1485,80.259056,80.109000
1486,67.799666,67.568000
1487,67.799666,67.568000
1488,121.033551,120.636000
1489,121.033551,120.636000
149,13.781359,13.766000
1490,335.652649,335.313000
1491,335.652649,335.313000
1492,148.706954,148.745000
1493,148.706954,148.745000
1494,236.252647,236.315000
1495,236.252647,236.315000
1496,328.401100,328.422000
1497,328.401100,328.422000
1498,406.957783,406.662000
1499,406.957783,406.662000
15,459.186004,457.719000
150,75.249696,75.057000
1500,267.256305,267.255000
1501,267.256305,267.255000
1502,79.884838,79.877000
1503,79.884838,79.877000
1504,160.057190,160.066000
1505,160.057190,160.066000
1506,276.875693,276.559000
1507,276.875693,276.559000
1508,404.050278,402.738000
1509,404.050278,402.738000
151,75.249696,75.057000
1510,117.288828,116.903000
1511,117.288828,116.903000
1512,49.819677,49.787000
1513,49.819677,49.787000
1514,310.237636,310.319000
1515,310.237636,310.319000
1516,19.094801,19.098000
1517,19.094801,19.098000
1518,11.410806,11.366000
1519,11.410806,11.366000
152,19.633599,19.627000
1520,475.637913,474.718000
1521,475.637913,474.718000
1522,32.931635,32.922000
1523,32.931635,32.922000
1524,258.223989,257.376000
1525,258.223989,257.376000
1526,16.454747,16.458000
1527,16.454747,16.458000
1528,83.485896,83.264000
1529,83.485896,83.264000
153,19.633599,19.627000
1530,336.775043,336.236000
1531,336.775043,336.236000
1532,225.888964,225.153000
1533,225.888964,225.153000
1534,349.467884,349.507000
1535,349.467884,349.507000
1536,95.250182,95.255000
1537,95.250182,95.255000
1538,118.040758,118.067000
1539,118.040758,118.067000
154,473.220577,471.664000
1540,180.191685,180.235000
1541,180.191685,180.235000
1542,36.252626,36.134000
1543,36.252626,36.134000
1544,99.738530,99.410000
1545,99.738530,99.410000
1546,65.272715,65.286000
1547,65.272715,65.286000
1548,18.232638,18.236000
1549,18.232638,18.236000
155,473.220577,471.664000
1550,44.151111,44.015000
1551,44.151111,44.015000
1552,14.102941,14.104000
1553,14.102941,14.104000
1554,400.145891,400.245000
1555,400.145891,400.245000
1556,214.610403,214.188000
1557,214.610403,214.188000
1558,120.476330,120.089000
1559,120.476330,120.089000
156,63.207445,63.223000
1560,229.036036,228.877000
1561,229.036036,228.877000
1562,404.206587,404.003000
1563,404.206587,404.003000
1564,129.763796,129.781000
1565,129.763796,129.781000
1566,294.895578,294.887000
1567,294.895578,294.887000
1568,23.776901,23.766000
1569,23.776901,23.766000
157,63.207445,63.223000
1570,101.698025,101.532000
1571,101.698025,101.532000
1572,148.753483,148.268000
1573,148.753483,148.268000
1574,390.728030,389.451000
1575,390.728030,389.451000
1576,116.240038,115.872000
1577,116.240038,115.872000
1578,125.149778,125.155000
1579,125.149778,125.155000
158,48.297937,48.310000
1580,368.835794,367.625000
1581,368.835794,367.625000
1582,108.084419,108.113000
1583,108.084419,108.113000
1584,402.512439,401.197000
1585,402.512439,401.197000
1586,256.759097,255.917000
1587,256.759097,255.917000
1588,237.612363,237.656000
1589,237.612363,237.656000
159,48.297937,48.310000
1590,398.928238,399.022000
1591,398.928238,399.022000
1592,434.836532,434.945000
1593,434.836532,434.945000
1594,180.387310,180.142000
1595,180.387310,180.142000
1596,426.972252,426.158000
1597,426.972252,426.158000
1598,127.234354,127.269000
1599,127.234354,127.269000
16,250.801249,250.552000
160,53.163511,52.988000
1600,66.268821,66.270000
1601,66.268821,66.270000
1602,414.351501,413.739000
1603,414.351501,413.739000
1604,7.696391,7.673000
1605,7.696391,7.673000
1606,56.809410,56.630000
1607,56.809410,56.630000
1608,299.008275,299.022000
1609,299.008275,299.022000
161,53.163511,52.988000
1610,56.347090,56.258000
1611,56.347090,56.258000
1612,33.249231,33.237000
1613,33.249231,33.237000
1614,23.556662,23.562000
1615,23.556662,23.562000
1616,73.500261,73.254000
1617,73.500261,73.254000
1618,40.765334,40.611000
1619,40.765334,40.611000
162,265.110442,264.561000
1620,31.066651,31.066000
1621,31.066651,31.066000
1622,34.665048,34.544000
1623,34.665048,34.544000
1624,52.860363,52.871000
1625,52.860363,52.871000
1626,389.749725,388.467000
1627,389.749725,388.467000
1628,264.770147,264.840000
1629,264.770147,264.840000
163,265.110442,264.561000
1630,92.622124,92.329000
1631,92.622124,92.329000
1632,187.523550,187.557000
1633,187.523550,187.557000
1634,127.788592,127.821000
1635,127.788592,127.821000
1636,41.632284,41.534000
1637,41.632284,41.534000
1638,281.671171,280.752000
1639,281.671171,280.752000
164,13.240533,13.197000
1640,100.873758,100.898000
1641,100.873758,100.898000
1642,382.178689,380.935000
1643,382.178689,380.935000
1644,50.562681,50.576000
1645,50.562681,50.576000
1646,397.425621,397.522000
1647,397.425621,397.522000
1648,296.586137,296.599000
1649,296.586137,296.599000
165,13.240533,13.197000
1650,352.818424,351.656000
1651,352.818424,351.656000
1652,262.893818,261.977000
1653,262.893818,261.977000
1654,401.472251,400.218000
1655,401.472251,400.218000
1656,388.451477,387.183000
1657,388.451477,387.183000
1658,75.736150,75.487000
1659,75.736150,75.487000
166,185.588273,184.984000
1660,155.827663,155.867000
1661,155.827663,155.867000
1662,308.416318,307.397000
1663,308.416318,307.397000
1664,315.832552,315.917000
1665,315.832552,315.917000
1666,147.134455,146.666000
1667,147.134455,146.666000
1668,360.174100,360.283000
1669,360.174100,360.283000
167,185.588273,184.984000
1670,64.453662,64.469000
1671,64.453662,64.469000
1672,387.107064,385.948000
1673,387.107064,385.948000
1674,352.291688,352.140000
1675,352.291688,352.140000
1676,263.617339,263.349000
1677,263.617339,263.349000
1678,276.075000,276.142000
1679,276.075000,276.142000
168,201.093590,201.132000
1680,427.380741,427.487000
1681,427.380741,427.487000
1682,43.276117,43.122000
1683,43.276117,43.122000
1684,389.397242,389.454000
1685,389.397242,389.454000
1686,18.721809,18.726000
1687,18.721809,18.726000
1688,82.347543,82.077000
1689,82.347543,82.077000
169,201.093590,201.132000
1690,232.241073,231.479000
1691,232.241073,231.479000
1692,174.793203,174.799000
1693,174.793203,174.799000
1694,35.175081,35.059000
1695,35.175081,35.059000
1696,257.193190,256.348000
1697,257.193190,256.348000
1698,10.735007,10.704000
1699,10.735007,10.704000
17,250.801249,250.552000
170,222.941971,222.207000
1700,402.757352,401.434000
1701,402.757352,401.434000
1702,214.042852,214.094000
1703,214.042852,214.094000
1704,429.585304,428.190000
1705,429.585304,428.190000
1706,131.897046,131.566000
1707,131.897046,131.566000
1708,88.775003,88.533000
1709,88.775003,88.533000
171,222.941971,222.207000
1710,432.062227,431.996000
1711,432.062227,431.996000
1712,16.559585,16.505000
1713,16.559585,16.505000
1714,466.459673,465.034000
1715,466.459673,465.034000
1716,139.117597,138.924000
1717,139.117597,138.924000
1718,17.275570,17.218000
1719,17.275570,17.218000
172,71.677556,71.530000
1720,399.874480,399.970000
1721,399.874480,399.970000
1722,157.293969,157.325000
1723,157.293969,157.325000
1724,496.824946,495.197000
1725,496.824946,495.197000
1726,281.391543,281.462000
1727,281.391543,281.462000
1728,106.774606,106.423000
1729,106.774606,106.423000
173,71.677556,71.530000
1730,387.245281,387.295000
1731,387.245281,387.295000
1732,54.297569,54.128000
1733,54.297569,54.128000
1734,93.240909,93.262000
1735,93.240909,93.262000
1736,60.718706,60.734000
1737,60.718706,60.734000
1738,134.448567,134.383000
1739,134.448567,134.383000
174,17.900112,17.895000
1740,37.278681,37.294000
1741,37.278681,37.294000
1742,113.570260,113.341000
1743,113.570260,113.341000
1744,399.133642,399.148000
1745,399.133642,399.148000
1746,53.231748,53.033000
1747,53.231748,53.033000
1748,357.013836,355.836000
1749,357.013836,355.836000
175,17.900112,17.895000
1750,88.038579,87.921000
1751,88.038579,87.921000
1752,105.111191,104.791000
1753,105.111191,104.791000
1754,260.680780,260.699000
1755,260.680780,260.699000
1756,131.452485,131.020000
1757,131.452485,131.020000
1758,67.351766,67.225000
1759,67.351766,67.225000
176,382.582933,382.684000
1760,52.795653,52.809000
1761,52.795653,52.809000
1762,9.255361,9.257000
1763,9.255361,9.257000
1764,402.704920,402.801000
1765,402.704920,402.801000
1766,126.268374,126.303000
1767,126.268374,126.303000
1768,357.678914,357.763000
1769,357.678914,357.763000
177,382.582933,382.684000
1770,413.960589,414.057000
1771,413.960589,414.057000
1772,317.155873,317.177000
1773,317.155873,317.177000
1774,494.357819,492.741000
1775,494.357819,492.741000
1776,235.715467,235.109000
1777,235.715467,235.109000
1778,230.191658,229.439000
1779,230.191658,229.439000
178,403.888252,403.998000
1780,11.788270,11.791000
1781,11.788270,11.791000
1782,99.741147,99.414000
1783,99.741147,99.414000
1784,245.333234,244.537000
1785,245.333234,244.537000
1786,338.209512,337.103000
1787,338.209512,337.103000
1788,104.239729,104.257000
1789,104.239729,104.257000
179,403.888252,403.998000
1790,274.314305,274.391000
1791,274.314305,274.391000
1792,257.643829,257.347000
1793,257.643829,257.347000
1794,104.287386,104.193000
1795,104.287386,104.193000
1796,409.512303,409.619000
1797,409.512303,409.619000
1798,60.480062,60.282000
1799,60.480062,60.282000
18,15.788861,15.745000
180,107.929645,107.586000
1800,193.852321,193.855000
1801,193.852321,193.855000
1802,80.397839,80.317000
1803,80.397839,80.317000
1804,40.154031,40.163000
1805,40.154031,40.163000
1806,371.531943,370.319000
1807,371.531943,370.319000
1808,242.850911,242.917000
1809,242.850911,242.917000
181,107.929645,107.586000
1810,13.142709,13.099000
1811,13.142709,13.099000
1812,462.529742,462.605000
1813,462.529742,462.605000
1814,402.540939,401.225000
1815,402.540939,401.225000
1816,90.436481,90.140000
1817,90.436481,90.140000
1818,101.211664,100.878000
1819,101.211664,100.878000
182,167.980574,168.002000
1820,106.285742,106.312000
1821,106.285742,106.312000
1822,334.682996,333.592000
1823,334.682996,333.592000
1824,26.109375,26.116000
1825,26.109375,26.116000
1826,402.645552,401.323000
1827,402.645552,401.323000
1828,398.267738,397.178000
1829,398.267738,397.178000
183,167.980574,168.002000
1830,51.569781,51.388000
1831,51.569781,51.388000
1832,262.948981,262.997000
1833,262.948981,262.997000
1834,416.562375,415.543000
1835,416.562375,415.543000
1836,16.273423,16.268000
1837,16.273423,16.268000
1838,404.769320,403.441000
1839,404.769320,403.441000
184,69.643911,69.661000
1840,101.599654,101.623000
1841,101.599654,101.623000
1842,122.214519,121.813000
1843,122.214519,121.813000
1844,307.973017,307.355000
1845,307.973017,307.355000
1846,371.186444,370.508000
1847,371.186444,370.508000
1848,358.643181,358.644000
1849,358.643181,358.644000
185,69.643911,69.661000
1850,197.820364,197.833000
1851,197.820364,197.833000
1852,405.375574,405.491000
1853,405.375574,405.491000
1854,263.624846,263.633000
1855,263.624846,263.633000
1856,6.202893,6.189000
1857,6.202893,6.189000
1858,144.862283,144.896000
1859,144.862283,144.896000
186,110.582679,110.588000
1860,408.529239,408.621000
1861,408.529239,408.621000
1862,456.862086,456.968000
1863,456.862086,456.968000
1864,60.349469,60.144000
1865,60.349469,60.144000
1866,101.922490,101.590000
1867,101.922490,101.590000
1868,389.408437,389.465000
1869,389.408437,389.465000
187,110.582679,110.588000
1870,95.365033,95.053000
1871,95.365033,95.053000
1872,68.934355,68.942000
1873,68.934355,68.942000
1874,105.861640,105.866000
1875,105.861640,105.866000
1876,209.103033,208.377000
1877,209.103033,208.377000
1878,45.264113,45.266000
1879,45.264113,45.266000
188,139.362586,139.130000
1880,59.931203,59.727000
1881,59.931203,59.727000
1882,301.593185,300.602000
1883,301.593185,300.602000
1884,13.432890,13.436000
1885,13.432890,13.436000
1886,120.779334,120.383000
1887,120.779334,120.383000
1888,14.744487,14.739000
1889,14.744487,14.739000
189,139.362586,139.130000
1890,202.432769,201.722000
1891,202.432769,201.722000
1892,210.432874,209.748000
1893,210.432874,209.748000
1894,139.347745,138.890000
1895,139.347745,138.890000
1896,70.719358,70.504000
1897,70.719358,70.504000
1898,399.981676,400.092000
1899,399.981676,400.092000
19,15.788861,15.745000
190,405.524182,404.199000
1900,7.899672,7.901000
1901,7.899672,7.901000
1902,426.574699,426.685000
1903,426.574699,426.685000
1904,106.013837,105.865000
1905,106.013837,105.865000
1906,256.790298,256.819000
1907,256.790298,256.819000
1908,87.772197,87.806000
1909,87.772197,87.806000
191,405.524182,404.199000
1910,274.347277,274.413000
1911,274.347277,274.413000
1912,56.604534,56.536000
1913,56.604534,56.536000
1914,56.540264,56.355000
1915,56.540264,56.355000
1916,258.760385,257.913000
1917,258.760385,257.913000
1918,381.089930,381.192000
1919,381.089930,381.192000
192,247.849402,247.597000
1920,74.595481,74.614000
1921,74.595481,74.614000
1922,18.720971,18.722000
1923,18.720971,18.722000
1924,58.912935,58.720000
1925,58.912935,58.720000
1926,157.275528,157.274000
1927,157.275528,157.274000
1928,335.669961,335.321000
1929,335.669961,335.321000
193,247.849402,247.597000
1930,98.950748,98.944000
1931,98.950748,98.944000
1932,117.416431,117.445000
1933,117.416431,117.445000
1934,243.827827,243.886000
1935,243.827827,243.886000
1936,101.972674,101.998000
1937,101.972674,101.998000
1938,400.176027,398.927000
1939,400.176027,398.927000
194,12.287916,12.280000
1940,33.842331,33.743000
1941,33.842331,33.743000
1942,441.508719,440.090000
1943,441.508719,440.090000
1944,130.584323,130.607000
1945,130.584323,130.607000
1946,9.359743,9.337000
1947,9.359743,9.337000
1948,419.020473,419.128000
1949,419.020473,419.128000
195,12.287916,12.280000
1950,407.900757,407.985000
1951,407.900757,407.985000
1952,171.910201,171.551000
1953,171.910201,171.551000
1954,113.308766,112.936000
1955,113.308766,112.936000
1956,401.405963,401.511000
1957,401.405963,401.511000
1958,50.864626,50.866000
1959,50.864626,50.866000
196,171.190359,170.844000
1960,457.641849,457.750000
1961,457.641849,457.750000
1962,108.584994,108.612000
1963,108.584994,108.612000
1964,265.716968,265.687000
1965,265.716968,265.687000
1966,131.974899,131.977000
1967,131.974899,131.977000
1968,132.842593,132.424000
1969,132.842593,132.424000
197,171.190359,170.844000
1970,337.942547,337.869000
1971,337.942547,337.869000
1972,81.741075,81.753000
