stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding
767319,,,33rd/Euclid  south side,,43.52208581,-96.7426193,,,0,,America/Chicago,,,0
767320,,,Grange/30th NE corner,,43.52523728,-96.74115673,,,0,,America/Chicago,,,0
767321,,,Grange/28th SE corner,,43.52720378,-96.74117794,,,0,,America/Chicago,,,0
767322,,,Grange/26th SE corner,,43.52931316,-96.74118741,,,0,,America/Chicago,,,0
767323,,,Grange/22nd SE corner,,43.53279905,-96.74117857,,,0,,America/Chicago,,,0
767324,,,Grange/18th SE corner,,43.53653077,-96.74116373,,,0,,America/Chicago,,,0
767325,,,18th/Prairie SW corner,,43.53663505,-96.73761395,,,0,,America/Chicago,,,0
767326,,,16th/Summit SE corner,,43.53886064,-96.7355069,,,0,,America/Chicago,,,0
767327,,,14th/Summit SE corner,,43.54137063,-96.73551603,,,0,,America/Chicago,,,0
767328,,,14th/Spring SW corner,,43.54140602,-96.732831,,,0,,America/Chicago,,,0
767329,,,Dakota/11th SE corner,,43.54447771,-96.72969056,,,0,,America/Chicago,,,0
767330,,,Minnesota/11th NW corner,,43.54509636,-96.7314121,,,0,,America/Chicago,,,0
767331,,,Minnesota/14th NW corner,,43.5416699,-96.73139858,,,0,,America/Chicago,,,0
767332,,,Minnesota/18th NW corner,,43.5370207,-96.73140615,,,0,,America/Chicago,,,0
767333,,,Minnesota/21st NW corner,,43.53417421,-96.73140411,,,0,,America/Chicago,,,0
767334,,,Minnesota/26th NW corner,,43.52965438,-96.73140515,,,0,,America/Chicago,,,0
767335,,,Minnesota/29th NW corner,,43.52613077,-96.73139652,,,0,,America/Chicago,,,0
767336,,,Minnesota (mid-block)/33rd SW corner,,43.52180887,-96.73140022,,,0,,America/Chicago,,,0
767337,,,Minnesota/37th NW corner,,43.51869853,-96.73138839,,,0,,America/Chicago,,,0
767338,,,Minnesota/41st/NW corner,,43.51510752,-96.73137237,,,0,,America/Chicago,,,0
767339,,,41st/Norton NE corner,,43.51495961,-96.73440583,,,0,,America/Chicago,,,0
767340,,,41st/Grange NE corner,,43.51494655,-96.74085095,,,0,,America/Chicago,,,0
767341,,,41st/West NE corner,,43.51493885,-96.74590632,,,0,,America/Chicago,,,0
767342,,,41st/Western NE corner,,43.51493753,-96.75081132,,,0,,America/Chicago,,,0
767343,,,41st/Holly NE corner,,43.51492909,-96.7541666,,,0,,America/Chicago,,,0
767344,,,41st/Kiwanis NE corner,,43.5149081,-96.76084281,,,0,,America/Chicago,,,0
767345,,,41st/O'Gorman entrance,,43.51495628,-96.76456995,,,0,,America/Chicago,,,0
767346,,,Louise/Empire Mall entrance driveway NW corner,,43.51267821,-96.77116285,,,0,,America/Chicago,,,0
767347,,,Louise/Hy-Vee entrance driveway SW corner,,43.50836286,-96.77115311,,,0,,America/Chicago,,,0
767348,,,47th/Louise SE corner,,43.50924811,-96.77094331,,,0,,America/Chicago,,,0
767349,,,Louise at Target entrance driveway NE corner,,43.51233422,-96.77094362,,,0,,America/Chicago,,,0
767350,,,41st/Westport SW corner,,43.51472947,-96.76848768,,,0,,America/Chicago,,,0
767351,,,41st/adjacent to (east of) Big Sioux River,,43.51471776,-96.76514478,,,0,,America/Chicago,,,0
767352,,,41st/Kiwanis – SW Corner,,43.51471843,-96.76132772,,,0,,America/Chicago,,,0
767353,,,41st/Elmwood SW corner,,43.51473986,-96.75629228,,,0,,America/Chicago,,,0
767354,,,41st/Western SW corner,,43.51478666,-96.75157793,,,0,,America/Chicago,,,0
767355,,,41st/West SW corner,,43.51476348,-96.74645253,,,0,,America/Chicago,,,0
767356,,,41st/Grange SW corner,,43.51477503,-96.74174972,,,0,,America/Chicago,,,0
767357,,,41st/Summit SW corner,,43.51477761,-96.73637512,,,0,,America/Chicago,,,0
767358,,,Minnesota/40th SE corner,,43.51554674,-96.731126,,,0,,America/Chicago,,,0
767359,,,Minnesota/37th SE corner,,43.51825936,-96.73113582,,,0,,America/Chicago,,,0
767360,,,Minnesota (mid-block/ 33rd NE corner,,43.52288231,-96.73116238,,,0,,America/Chicago,,,0
767361,,,Minnesota/30th SE corner,,43.52467491,-96.73116684,,,0,,America/Chicago,,,0
767362,,,Minnesota & 26th/Minnesota at Walgreens,,43.5287745,-96.73115292,,,0,,America/Chicago,,,0
767363,,,Minnesota/22nd SE corner,,43.53267404,-96.73115559,,,0,,America/Chicago,,,0
767364,,,Minnesota/19th SE corner,,43.53551471,-96.73115907,,,0,,America/Chicago,,,0
767365,,,Minnesota/16th SE corner,,43.53886462,-96.73115165,,,0,,America/Chicago,,,0
767366,,,Minnesota/13th SE corner,,43.54235222,-96.73115345,,,0,,America/Chicago,,,0
767367,,,10th/Indiana (State Offices),,43.54657026,-96.71608947,,,0,,America/Chicago,,,0
767368,,,10th between Cliff and Van Eps,,43.54658173,-96.70983662,,,0,,America/Chicago,,,0
767369,,,10th/Blauvelt SW corner,,43.54658828,-96.70690404,,,0,,America/Chicago,,,0
767370,,,10th/Jessica SW corner,,43.54660349,-96.70305753,,,0,,America/Chicago,,,0
767371,,,10th/St. Paul SW corner,,43.54659449,-96.69938826,,,0,,America/Chicago,,,0
767372,,,10th/Lowell SW corner,,43.54659391,-96.69662536,,,0,,America/Chicago,,,0
767373,,,10th/Blaine SW corner,,43.54661066,-96.69253499,,,0,,America/Chicago,,,0
767374,,,10th/Hy-Vee/Campbell Supply SW corner,,43.54664077,-96.68780789,,,0,,America/Chicago,,,0
767375,,,10th/Bahnson SW corner,,43.54663121,-96.68323707,,,0,,America/Chicago,,,0
767376,,,10th/Kmart,,43.54602754,-96.6796523,,,0,,America/Chicago,,,0
767377,,,12th/Kennedy NW corner,,43.5439822,-96.67572167,,,0,,America/Chicago,,,0
767378,,,12th/Churchill NW corner,,43.54399192,-96.67992544,,,0,,America/Chicago,,,0
767379,,,12th/Bahnson NE corner,,43.54399764,-96.68161025,,,0,,America/Chicago,,,0
767380,,,12th/Sneve NE corner,,43.54399386,-96.68520037,,,0,,America/Chicago,,,0
767381,,,12/Thompson NE corner,,43.5439943,-96.68731506,,,0,,America/Chicago,,,0
767382,,,12th/Cleveland NE corner,,43.5439884,-96.69095724,,,0,,America/Chicago,,,0
767383,,,10th/Cleveland NW corner,,43.54685758,-96.69189496,,,0,,America/Chicago,,,0
767384,,,10th/Lowell NE corner,,43.54678543,-96.69610435,,,0,,America/Chicago,,,0
767385,,,10th/Jessica NW corner,,43.54676391,-96.70319638,,,0,,America/Chicago,,,0
767386,,,10th/Blauvelt NE corner,,43.54676473,-96.70609245,,,0,,America/Chicago,,,0
767387,,,10th/Cliff NE corner,,43.5467665,-96.71098368,,,0,,America/Chicago,,,0
767388,,,8th/French NE corner,,43.54869262,-96.71305501,,,0,,America/Chicago,,,0
767389,,,8th/Indiana NW corner,,43.54868544,-96.71606619,,,0,,America/Chicago,,,0
767390,,,2nd Ave/13th NW corner,,43.54258252,-96.72392659,,,0,,America/Chicago,,,0
767391,,,2nd Ave/15th NW corner,,43.54054912,-96.72384495,,,0,,America/Chicago,,,0
767392,,,18th/3rd Ave SW corner,,43.53663241,-96.7224632,,,0,,America/Chicago,,,0
767393,,,18th/7th Ave SW corner,,43.53662224,-96.71698164,,,0,,America/Chicago,,,0
767394,,,20th/7th Ave at Avera Clinic (mid-block),,43.53478111,-96.71596984,,,0,,America/Chicago,,,0
767395,,,20th/Physicians Office Bldg (between driveways),,43.53477736,-96.71450953,,,0,,America/Chicago,,,0
767396,,,20th/Cliff SW corner (McGreevy Clinic),,43.53477293,-96.71178699,,,0,,America/Chicago,,,0
767397,,,Cliff/23rd NW corner,,43.53241515,-96.71140713,,,0,,America/Chicago,,,0
767398,,,26th/Sherman SW corner,,43.52931501,-96.71031327,,,0,,America/Chicago,,,0
767399,,,26th/Blauvelt SW corner,,43.52930665,-96.70665799,,,0,,America/Chicago,,,0
767400,,,Blauvelt/Wayland NW corner,,43.52516406,-96.70634441,,,0,,America/Chicago,,,0
767401,,,Blauvelt/33rd NW corner,,43.52224898,-96.70636581,,,0,,America/Chicago,,,0
767402,,,Cliff/33rd SW corner (mid-block),,43.52140109,-96.7113998,,,0,,America/Chicago,,,0
767403,,,Cliff/38th NW corner,,43.51877129,-96.71135996,,,0,,America/Chicago,,,0
767404,,,41st/Cliff NW corner (mid-block),,43.51616474,-96.71239793,,,0,,America/Chicago,,,0
767405,,,41st/800 address (mid-block),,43.51491487,-96.71664178,,,0,,America/Chicago,,,0
767406,,,41st/4th Ave NE corner,,43.51493204,-96.72106813,,,0,,America/Chicago,,,0
767407,,,41st/1st Ave NE corner,,43.51493361,-96.72468219,,,0,,America/Chicago,,,0
767408,,,Phillips/38th SE corner,,43.51752069,-96.72618099,,,0,,America/Chicago,,,0
767409,,,Phillips/33rd SE corner,,43.52201475,-96.72622699,,,0,,America/Chicago,,,0
767410,,,Phillips/30th SE corner,,43.52528045,-96.72624365,,,0,,America/Chicago,,,0
767411,,,Phillips/28th SE corner,,43.52730538,-96.72624443,,,0,,America/Chicago,,,0
767412,,,Phillips/26th SE corner,,43.52927707,-96.72621262,,,0,,America/Chicago,,,0
767413,,,Phillips/24th SE corner,,43.53117252,-96.72623708,,,0,,America/Chicago,,,0
767414,,,Phillips/20th SE corner,,43.53451931,-96.72623895,,,0,,America/Chicago,,,0
767415,,,Phillips/18th SE corner,,43.53648506,-96.72623317,,,0,,America/Chicago,,,0
767416,,,Phillips/14th SE corner,,43.54134341,-96.72669696,,,0,,America/Chicago,,,0
767417,,,2nd Ave/13th SE corner,,43.54230103,-96.72369353,,,0,,America/Chicago,,,0
767418,,,8th/Dakota NW corner,,43.54872621,-96.73026341,,,0,,America/Chicago,,,0
767419,,,8th/Spring NE corner,,43.54864729,-96.73264421,,,0,,America/Chicago,,,0
767420,,,8th/Prairie NE corner,,43.54863378,-96.73696368,,,0,,America/Chicago,,,0
767421,,,8th/Grange NE corner,,43.54862911,-96.74087667,,,0,,America/Chicago,,,0
767422,,,8th/Lake NE corner,,43.54862473,-96.74528246,,,0,,America/Chicago,,,0
767423,,,West Ave/7th SE corner,,43.54980364,-96.74672532,,,0,,America/Chicago,,,0
767424,,,West Ave at bus pullout (midway between 6th and Madison),,43.5557627,-96.7468298,,,0,,America/Chicago,,,0
767425,,,Madison (just south of the stadium),,43.55850645,-96.74816182,,,0,,America/Chicago,,,0
767426,,,Western/Sanford PREMIER Center (driveway between Center & Stadium),,43.55948369,-96.75153272,,,0,,America/Chicago,,,0
767427,,,Western/Holly (Howard Wood Field)  SE corner of driveway,,43.56173427,-96.75436027,,,0,,America/Chicago,,,0
767428,,,Russell between West/Western (mid-block),,43.56360969,-96.75154081,,,0,,America/Chicago,,,0
767429,,,Bailey/West SE corner,,43.56137821,-96.74646075,,,0,,America/Chicago,,,0
767430,,,Bailey (mid-block)/Lake SE corner,,43.56138375,-96.74443322,,,0,,America/Chicago,,,0
767431,,,Bailey (Veterens Park)  SE corner,,43.5629637,-96.74092574,,,0,,America/Chicago,,,0
767432,,,Bailey/Walts SW corner,,43.56181547,-96.73869821,,,0,,America/Chicago,,,0
767433,,,Brookings/Duluth SW corner,,43.56026094,-96.73451035,,,0,,America/Chicago,,,0
767434,,,Brookings/Minnesota SW corner,,43.5602708,-96.73183221,,,0,,America/Chicago,,,0
767435,,,Minnesota/2nd NW corner,,43.55668309,-96.73147194,,,0,,America/Chicago,,,0
767436,,,Minnesota/5th NW corner,,43.55263028,-96.7314622,,,0,,America/Chicago,,,0
767437,,,8th/Main SW corner,,43.54854538,-96.72855225,,,0,,America/Chicago,,,0
767438,,,Phillips/8th SE corner,,43.54842888,-96.72674393,,,0,,America/Chicago,,,0
767439,,,8th/Railroad,,43.54854338,-96.7229363,,,0,,America/Chicago,,,0
767440,,,Weber/6th NE corner,,43.55143457,-96.71987319,,,0,,America/Chicago,,,0
767441,,,Weber/4th SE corner,,43.55364436,-96.71988618,,,0,,America/Chicago,,,0
767442,,,Weber (east side) at Falls Park Entrance,,43.55595053,-96.71987555,,,0,,America/Chicago,,,0
767443,,,Weber (east side) at John Morrell's,,43.56114194,-96.71914477,,,0,,America/Chicago,,,0
767444,,,Rice/Cliff SW corner,,43.56201578,-96.71200619,,,0,,America/Chicago,,,0
767445,,,Rice/Wayland SW corner,,43.56200875,-96.70812356,,,0,,America/Chicago,,,0
767446,,,Rice/Jessica SW corner,,43.56200405,-96.70290941,,,0,,America/Chicago,,,0
767447,,,Rice/Lowell SW corner,,43.56233726,-96.69688231,,,0,,America/Chicago,,,0
767448,,,Cleveland/1 blk south of Rice,,43.56286459,-96.6914997,,,0,,America/Chicago,,,0
767449,,,Cleveland at River Ridge Apts,,43.55999338,-96.69149424,,,0,,America/Chicago,,,0
767450,,,Cleveland/Bunker Place SW corner,,43.55640176,-96.69150906,,,0,,America/Chicago,,,0
767451,,,Cleveland at Springbrook Estates,,43.55416965,-96.6915114,,,0,,America/Chicago,,,0
767452,,,6th/Shephard SW corner,,43.55113893,-96.68812915,,,0,,America/Chicago,,,0
767453,,,Bahnson (mid-block)/6th NE corner,,43.55178131,-96.68170474,,,0,,America/Chicago,,,0
767454,,,3rd/Montgomery Court SW corner,,43.55489291,-96.67924618,,,0,,America/Chicago,,,0
767455,,,3rd/Washington High School entrance (west of drive),,43.5548917,-96.67385786,,,0,,America/Chicago,,,0
767456,,,6th/Sycamore (mid-block),,43.551166,-96.66919964,,,0,,America/Chicago,,,0
767457,,,6th/Dewberry SW corner,,43.55116522,-96.6624189,,,0,,America/Chicago,,,0
767458,,,Foss at East Ryan Place,,43.54565405,-96.66100529,,,0,,America/Chicago,,,0
767459,,,West side of Walmart bldg,,43.54168858,-96.65974539,,,0,,America/Chicago,,,0
767460,,,Highline Place/Tree Blvd (between Target & Kohls),,43.53970676,-96.65302248,,,0,,America/Chicago,,,0
767461,,,Highline Place/Target Driveway  (south end of Target),,43.53805675,-96.65301448,,,0,,America/Chicago,,,0
767462,,,Century Theaters (east side  near driveway),,43.53743202,-96.65484558,,,0,,America/Chicago,,,0
767463,,,Arrowhead Parkway (10th)/Sycamore NE corner,,43.54428719,-96.67139334,,,0,,America/Chicago,,,0
767464,,,Sycamore/8th NE corner near Knopf Assisted Living,,43.54857488,-96.67141481,,,0,,America/Chicago,,,0
767465,,,6th/Washington High School driveway (west side of driveway),,43.5512759,-96.67423298,,,0,,America/Chicago,,,0
767466,,,6th/Bahnson NE corner,,43.55127454,-96.68133931,,,0,,America/Chicago,,,0
767467,,,6th/Shepard NW corner,,43.55127448,-96.68793526,,,0,,America/Chicago,,,0
767468,,,6th/Cleveland NW corner,,43.55129858,-96.69195065,,,0,,America/Chicago,,,0
767469,,,6th/Lowell NE corner,,43.55125355,-96.69551841,,,0,,America/Chicago,,,0
767470,,,6th/St. Paul NE corner,,43.55126004,-96.69866796,,,0,,America/Chicago,,,0
767471,,,Lewis/5th SE corner,,43.55207429,-96.70136892,,,0,,America/Chicago,,,0
767472,,,3rd/Lewis NW corner,,43.55400956,-96.70189533,,,0,,America/Chicago,,,0
767473,,,3rd/Wayland NE corner,,43.55475781,-96.7073342,,,0,,America/Chicago,,,0
767474,,,3rd/Cliff NE corner,,43.55485885,-96.71108667,,,0,,America/Chicago,,,0
767475,,,3rd/Indiana NE corner,,43.55500218,-96.71524726,,,0,,America/Chicago,,,0
767476,,,6th/Indiana NE corner,,43.55145728,-96.71572161,,,0,,America/Chicago,,,0
767477,,,6th/Weber NW corner,,43.55128769,-96.72022838,,,0,,America/Chicago,,,0
767478,,,6th/Kilian College,,43.55129114,-96.72253386,,,0,,America/Chicago,,,0
767479,,,Phillips/7th NW corner,,43.54997196,-96.72691605,,,0,,America/Chicago,,,0
767480,,,Minnesota/5th SE corner,,43.55233198,-96.73121037,,,0,,America/Chicago,,,0
767481,,,Minesota/1st SE corner,,43.55755673,-96.7312308,,,0,,America/Chicago,,,0
767482,,,Minnesota/Brookings SE corner,,43.56016152,-96.73123055,,,0,,America/Chicago,,,0
767483,,,Minnesota/Russell SE corner,,43.56380251,-96.7312169,,,0,,America/Chicago,,,0
767484,,,North Drive/1st Ave SW corner,,43.56550528,-96.72623532,,,0,,America/Chicago,,,0
767485,,,4th Ave/Amidon SE corner,,43.57553264,-96.7213127,,,0,,America/Chicago,,,0
767486,,,4th Ave/Presentation NE corner,,43.57840814,-96.72130798,,,0,,America/Chicago,,,0
767487,,,4th Ave/Wells Fargo crosswalk,,43.58031748,-96.72129574,,,0,,America/Chicago,,,0
767488,,,4th Ave/Cumberland Apts,,43.58460441,-96.72129374,,,0,,America/Chicago,,,0
767489,,,4th Ave/48th SE corner,,43.58892618,-96.72121239,,,0,,America/Chicago,,,0
767490,,,4th Ave/ 50th SE corner,,43.59077338,-96.7212092,,,0,,America/Chicago,,,0
767491,,,4th Ave/52nd SE corner,,43.59256708,-96.72120165,,,0,,America/Chicago,,,0
767492,,,4th Ave/54th SE corner,,43.5943547,-96.7212032,,,0,,America/Chicago,,,0
767493,,,4th Ave/58th SE corner,,43.60027144,-96.72347972,,,0,,America/Chicago,,,0
767494,,,Citibank Building # 1,,43.600771,-96.71889535,,,0,,America/Chicago,,,0
767495,,,Cliff (mid-block)/60th SW corner,,43.60114827,-96.71150062,,,0,,America/Chicago,,,0
767496,,,Cliff/54th NW corner,,43.5949416,-96.71145981,,,0,,America/Chicago,,,0
767497,,,Cliff/Benson SW corner,,43.58696066,-96.71150669,,,0,,America/Chicago,,,0
767498,,,Cliff/Hermosa NW corner,,43.58218944,-96.71147805,,,0,,America/Chicago,,,0
767499,,,Cliff/34th NW corner,,43.58068738,-96.71133793,,,0,,America/Chicago,,,0
767500,,,Cliff/Amidon NW corner,,43.57702634,-96.71088723,,,0,,America/Chicago,,,0
767501,,,Cliff/Rice SW corner,,43.56149987,-96.71157345,,,0,,America/Chicago,,,0
767502,,,Cliff/3rd NW corner,,43.55503084,-96.71148885,,,0,,America/Chicago,,,0
767503,,,Cliff/6th NW corner,,43.55136358,-96.71151135,,,0,,America/Chicago,,,0
767504,,,Cliff/8th NW corner,,43.54879375,-96.71149284,,,0,,America/Chicago,,,0
767505,,,Cliff/10th NW corner,,43.5469633,-96.7115342,,,0,,America/Chicago,,,0
767506,,,10th/Fairfax NE corner,,43.54675365,-96.71387392,,,0,,America/Chicago,,,0
767507,,,14th/4th Ave SW corner,,43.54139285,-96.72143327,,,0,,America/Chicago,,,0
767508,,,14th/6th Ave SW corner,,43.54138381,-96.71823937,,,0,,America/Chicago,,,0
767509,,,14th between 9th & Cliff Ave.,,43.54126174,-96.71278584,,,0,,America/Chicago,,,0
767510,,,River Blvd/17th SW corner,,43.53815058,-96.7066683,,,0,,America/Chicago,,,0
767511,,,18th/Foster Ave SW corner,,43.53659046,-96.6984501,,,0,,America/Chicago,,,0
767512,,,18th/Blaine SE corner,,43.53662177,-96.69244306,,,0,,America/Chicago,,,0
767513,,,18th/Gary SW corner,,43.53662421,-96.69062577,,,0,,America/Chicago,,,0
767514,,,18th/Laurie SW corner,,43.53684007,-96.68516594,,,0,,America/Chicago,,,0
767515,,,18th/Point SW corner,,43.53677786,-96.68206597,,,0,,America/Chicago,,,0
767516,,,18th/Churchill SW corner,,43.53661827,-96.67954155,,,0,,America/Chicago,,,0
767517,,,18th/Judy SW corner,,43.53660439,-96.67693686,,,0,,America/Chicago,,,0
767518,,,18th/Sycamore/SW corner,,43.53657241,-96.67188884,,,0,,America/Chicago,,,0
767519,,,Sycamore/23rd NW corner,,43.53330877,-96.67150544,,,0,,America/Chicago,,,0
767520,,,Sycamore/26th NW corner,,43.52961967,-96.67152983,,,0,,America/Chicago,,,0
767521,,,26th/Judy NE corner,,43.52941695,-96.67557168,,,0,,America/Chicago,,,0
767522,,,26th/Bahnson NE corner,,43.52940612,-96.6808736,,,0,,America/Chicago,,,0
767523,,,26th/Village Square Circle NW corner,,43.52939258,-96.68736919,,,0,,America/Chicago,,,0
767524,,,26th/Cleveland NE corner,,43.52938663,-96.691162,,,0,,America/Chicago,,,0
767525,,,Cleveland/22nd SE corner,,43.53268531,-96.69131927,,,0,,America/Chicago,,,0
767526,,,Cleveland/19th SE corner,,43.53535661,-96.69134133,,,0,,America/Chicago,,,0
767527,,,18th/Blaine NE corner,,43.53671821,-96.69215064,,,0,,America/Chicago,,,0
767528,,,18th/Lowell NE corner,,43.53671178,-96.69596631,,,0,,America/Chicago,,,0
767529,,,18th/Southeastern NE corner,,43.53670806,-96.69866844,,,0,,America/Chicago,,,0
767530,,,18th at entrance to River Blvd Greenway Park,,43.53767102,-96.70547253,,,0,,America/Chicago,,,0
767531,,,14th  (mid-block) /Cliff Ave NW,,43.54144919,-96.71235563,,,0,,America/Chicago,,,0
767532,,,14th/6th Ave NE corner,,43.54150627,-96.7176993,,,0,,America/Chicago,,,0
767533,,,14th/4th Ave NE corner,,43.54150575,-96.72064783,,,0,,America/Chicago,,,0
767534,,,13th/3rd Ave NE corner,,43.54249095,-96.72188454,,,0,,America/Chicago,,,0
767535,,,Tower of David Apts,,43.54440037,-96.72217131,,,0,,America/Chicago,,,0
