trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
t_13118_b_219_tn_0,,,767314,27,,0,0,11979.5061226433,0,,,,,1,1,,,,
t_13118_b_219_tn_0,08:04:00,08:04:00,767315,28,,0,0,12405.940333454,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767316,29,,0,0,12759.3717335805,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767317,30,,0,0,13156.9023090672,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767318,31,,0,0,13599.87871396,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767319,32,,0,0,13860.7749320787,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767320,33,,0,0,14319.6895558945,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767321,34,,0,0,14538.8165524838,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767322,35,,0,0,14773.2535552533,0,,,,,1,1,,,,
t_13118_b_219_tn_0,08:10:00,08:10:00,767323,36,,0,0,15160.5654813135,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767324,37,,0,0,15575.0913718317,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767325,38,,0,0,15886.1908877697,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767326,39,,0,0,16291.5299237953,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767327,40,,0,0,16570.4026926816,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767328,41,,0,0,16802.3990477768,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767366,42,,0,0,17034.3877452931,0,,,,,1,1,,,,
t_13118_b_219_tn_0,,,767290,43,,0,0,17400.9819495337,0,,,,,1,1,,,,
t_13118_b_219_tn_0,08:19:00,08:19:00,767253,44,,0,0,17810.33503027,0,,,,,1,1,,,,
t_13119_b_219_tn_0,15:30:00,15:30:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767291,2,,0,0,376.244493998896,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767292,3,,0,0,846.862272313794,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767293,4,,0,0,1209.72688792136,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767294,5,,0,0,1438.53292833845,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767295,6,,0,0,1855.90500408474,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767296,7,,0,0,2479.57073666105,0,,,,,1,1,,,,
t_13119_b_219_tn_0,15:38:00,15:38:00,767297,8,,0,0,2766.88352593509,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767298,9,,0,0,3216.96846632702,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767299,10,,0,0,3530.84663638414,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767300,11,,0,0,3733.10717855757,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767301,12,,0,0,3993.9762855776,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767302,13,,0,0,4471.96804359149,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767303,14,,0,0,4841.19613413838,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767304,15,,0,0,5246.7261362554,0,,,,,1,1,,,,
t_13119_b_219_tn_0,15:45:00,15:45:00,767305,16,,0,0,5826.60240642524,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767306,17,,0,0,6134.25146973518,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767307,18,,0,0,6472.49304487735,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767308,19,,0,0,6758.54590793936,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767269,20,,0,0,7594.58045903056,0,,,,,1,1,,,,
t_13119_b_219_tn_0,15:57:00,16:05:00,767270,21,,0,0,8345.23379632273,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767309,22,,0,0,9067.53983414179,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767310,23,,0,0,9509.30126294849,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767311,24,,0,0,10315.1568766337,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767312,25,,0,0,11283.4412157636,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767313,26,,0,0,11750.6289926629,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767314,27,,0,0,11979.5061226433,0,,,,,1,1,,,,
t_13119_b_219_tn_0,16:14:00,16:14:00,767315,28,,0,0,12405.940333454,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767316,29,,0,0,12759.3717335805,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767317,30,,0,0,13156.9023090672,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767318,31,,0,0,13599.87871396,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767319,32,,0,0,13860.7749320787,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767320,33,,0,0,14319.6895558945,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767321,34,,0,0,14538.8165524838,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767322,35,,0,0,14773.2535552533,0,,,,,1,1,,,,
t_13119_b_219_tn_0,16:20:00,16:20:00,767323,36,,0,0,15160.5654813135,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767324,37,,0,0,15575.0913718317,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767325,38,,0,0,15886.1908877697,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767326,39,,0,0,16291.5299237953,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767327,40,,0,0,16570.4026926816,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767328,41,,0,0,16802.3990477768,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767366,42,,0,0,17034.3877452931,0,,,,,1,1,,,,
t_13119_b_219_tn_0,,,767290,43,,0,0,17400.9819495337,0,,,,,1,1,,,,
t_13119_b_219_tn_0,16:29:00,16:29:00,767253,44,,0,0,17810.33503027,0,,,,,1,1,,,,
t_29292_b_219_tn_0,07:55:00,07:55:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767254,2,,0,0,412.670465667674,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767255,3,,0,0,686.79665550245,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767256,4,,0,0,1046.76345892626,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767257,5,,0,0,1555.50200635342,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:00:00,08:00:00,767258,6,,0,0,2038.93300876468,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767536,7,,0,0,2303.2066843209,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767605,8,,0,0,2484.70821857618,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767606,9,,0,0,3016.44541984436,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767607,10,,0,0,3226.2087922621,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767608,11,,0,0,3558.07900922049,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767609,12,,0,0,4109.08914514523,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767610,13,,0,0,4384.05373053242,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:06:00,08:06:00,767611,14,,0,0,4687.30990246466,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767612,15,,0,0,4988.1953688851,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,771292,16,,0,0,5233.51836765301,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767613,17,,0,0,6126.75940089503,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767614,18,,0,0,6723.40396103853,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:12:00,08:12:00,767615,19,,0,0,7712.8286941343,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767616,20,,0,0,8145.55851071373,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,771293,21,,0,0,8886.11928961493,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767617,22,,0,0,9236.99225798104,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:16:00,08:16:00,771294,23,,0,0,11761.8334669061,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,771295,24,,0,0,12583.4998738828,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767619,25,,0,0,14096.3820046405,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767620,26,,0,0,14624.9099593475,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767621,27,,0,0,15075.8830407652,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767622,28,,0,0,15447.5766626766,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:26:00,08:26:00,767623,29,,0,0,16063.4498867622,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,785280,30,,0,0,17935.7346792961,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:29:00,08:29:00,767624,31,,0,0,18913.0434971872,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767625,32,,0,0,19307.8980367548,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767626,33,,0,0,19623.5037627062,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767627,34,,0,0,19918.1916182294,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767628,35,,0,0,20642.6985804735,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767629,36,,0,0,20937.6794274482,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767630,37,,0,0,21416.2056498629,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:36:00,08:36:00,767285,38,,0,0,21580.7022437446,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767286,39,,0,0,21869.8784879584,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767287,40,,0,0,22464.5950297368,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767288,41,,0,0,22721.2947511269,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767289,42,,0,0,23071.0214847848,0,,,,,1,1,,,,
t_29292_b_219_tn_0,,,767290,43,,0,0,23302.8950064081,0,,,,,1,1,,,,
t_29292_b_219_tn_0,08:41:00,08:41:00,767253,44,,0,0,23712.32890419,0,,,,,1,1,,,,
t_500920_b_219_tn_0,15:30:00,15:30:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767254,2,,0,0,412.670465667674,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767255,3,,0,0,686.79665550245,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767256,4,,0,0,1046.76345892626,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767257,5,,0,0,1555.50200635342,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767258,6,,0,0,2038.93300876468,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,771291,7,,0,0,2369.39255730661,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767259,8,,0,0,2848.69318326082,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767260,9,,0,0,3116.12178782108,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767261,10,,0,0,3519.65265868296,0,,,,,1,1,,,,
t_500920_b_219_tn_0,15:40:00,15:40:00,767634,11,,0,0,4092.97573621703,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767262,12,,0,0,4785.15341645889,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767263,13,,0,0,5199.27234390244,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767264,14,,0,0,5667.12944454385,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767265,15,,0,0,6087.11334708732,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767266,16,,0,0,6261.76982064468,0,,,,,1,1,,,,
t_500920_b_219_tn_0,15:46:00,15:46:00,767267,17,,0,0,6583.88212614154,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767268,18,,0,0,7170.04697370196,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767269,19,,0,0,7990.61683888184,0,,,,,1,1,,,,
t_500920_b_219_tn_0,15:54:00,16:05:00,767270,20,,0,0,8741.27017617401,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767271,21,,0,0,9198.64451545564,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767272,22,,0,0,9419.71967750157,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767273,23,,0,0,10314.4466969562,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767274,24,,0,0,11211.0884214562,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767275,25,,0,0,11614.1709313331,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767276,26,,0,0,12010.4801996978,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767277,27,,0,0,12213.5835037577,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767278,28,,0,0,12615.3401074686,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767279,29,,0,0,13090.4229143292,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767280,30,,0,0,13519.2400604622,0,,,,,1,1,,,,
t_500920_b_219_tn_0,16:18:00,16:18:00,767281,31,,0,0,14274.9888205916,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767282,32,,0,0,14979.760734099,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767283,33,,0,0,15185.8415322771,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767284,34,,0,0,15588.4827913644,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767285,35,,0,0,16034.3982003423,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767286,36,,0,0,16323.5744445561,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767287,37,,0,0,16918.2909863345,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767288,38,,0,0,17174.9907077246,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767289,39,,0,0,17524.7174413825,0,,,,,1,1,,,,
t_500920_b_219_tn_0,,,767290,40,,0,0,17756.5909630058,0,,,,,1,1,,,,
t_500920_b_219_tn_0,16:29:00,16:29:00,767253,41,,0,0,18166.02486077,0,,,,,1,1,,,,
t_500921_b_219_tn_0,16:05:00,16:05:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767254,2,,0,0,412.670465667674,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767255,3,,0,0,686.79665550245,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767256,4,,0,0,1046.76345892626,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767257,5,,0,0,1555.50200635342,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767258,6,,0,0,2038.93300876468,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,771291,7,,0,0,2369.39255730661,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767259,8,,0,0,2848.69318326082,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767260,9,,0,0,3116.12178782108,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767261,10,,0,0,3519.65265868296,0,,,,,1,1,,,,
t_500921_b_219_tn_0,16:15:00,16:15:00,767634,11,,0,0,4092.97573621703,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767262,12,,0,0,4785.15341645889,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767263,13,,0,0,5199.27234390244,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767264,14,,0,0,5667.12944454385,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767265,15,,0,0,6087.11334708732,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767266,16,,0,0,6261.76982064468,0,,,,,1,1,,,,
t_500921_b_219_tn_0,16:21:00,16:21:00,767267,17,,0,0,6583.88212614154,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767268,18,,0,0,7170.04697370196,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767269,19,,0,0,7990.61683888184,0,,,,,1,1,,,,
t_500921_b_219_tn_0,16:29:00,16:40:00,767270,20,,0,0,8741.27017617401,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767271,21,,0,0,9198.64451545564,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767272,22,,0,0,9419.71967750157,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767273,23,,0,0,10314.4466969562,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767274,24,,0,0,11211.0884214562,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767275,25,,0,0,11614.1709313331,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767276,26,,0,0,12010.4801996978,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767277,27,,0,0,12213.5835037577,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767278,28,,0,0,12615.3401074686,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767279,29,,0,0,13090.4229143292,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767280,30,,0,0,13519.2400604622,0,,,,,1,1,,,,
t_500921_b_219_tn_0,16:53:00,16:53:00,767281,31,,0,0,14274.9888205916,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767282,32,,0,0,14979.760734099,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767283,33,,0,0,15185.8415322771,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767284,34,,0,0,15588.4827913644,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767285,35,,0,0,16034.3982003423,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767286,36,,0,0,16323.5744445561,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767287,37,,0,0,16918.2909863345,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767288,38,,0,0,17174.9907077246,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767289,39,,0,0,17524.7174413825,0,,,,,1,1,,,,
t_500921_b_219_tn_0,,,767290,40,,0,0,17756.5909630058,0,,,,,1,1,,,,
t_500921_b_219_tn_0,17:04:00,17:04:00,767253,41,,0,0,18166.02486077,0,,,,,1,1,,,,
t_500922_b_219_tn_0,16:40:00,16:40:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767254,2,,0,0,412.670465667674,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767255,3,,0,0,686.79665550245,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767256,4,,0,0,1046.76345892626,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767257,5,,0,0,1555.50200635342,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767258,6,,0,0,2038.93300876468,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,771291,7,,0,0,2369.39255730661,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767259,8,,0,0,2848.69318326082,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767260,9,,0,0,3116.12178782108,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767261,10,,0,0,3519.65265868296,0,,,,,1,1,,,,
t_500922_b_219_tn_0,16:50:00,16:50:00,767634,11,,0,0,4092.97573621703,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767262,12,,0,0,4785.15341645889,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767263,13,,0,0,5199.27234390244,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767264,14,,0,0,5667.12944454385,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767265,15,,0,0,6087.11334708732,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767266,16,,0,0,6261.76982064468,0,,,,,1,1,,,,
t_500922_b_219_tn_0,16:56:00,16:56:00,767267,17,,0,0,6583.88212614154,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767268,18,,0,0,7170.04697370196,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767269,19,,0,0,7990.61683888184,0,,,,,1,1,,,,
t_500922_b_219_tn_0,17:04:00,17:15:00,767270,20,,0,0,8741.27017617401,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767271,21,,0,0,9198.64451545564,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767272,22,,0,0,9419.71967750157,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767273,23,,0,0,10314.4466969562,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767274,24,,0,0,11211.0884214562,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767275,25,,0,0,11614.1709313331,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767276,26,,0,0,12010.4801996978,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767277,27,,0,0,12213.5835037577,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767278,28,,0,0,12615.3401074686,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767279,29,,0,0,13090.4229143292,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767280,30,,0,0,13519.2400604622,0,,,,,1,1,,,,
t_500922_b_219_tn_0,17:28:00,17:28:00,767281,31,,0,0,14274.9888205916,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767282,32,,0,0,14979.760734099,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767283,33,,0,0,15185.8415322771,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767284,34,,0,0,15588.4827913644,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767285,35,,0,0,16034.3982003423,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767286,36,,0,0,16323.5744445561,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767287,37,,0,0,16918.2909863345,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767288,38,,0,0,17174.9907077246,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767289,39,,0,0,17524.7174413825,0,,,,,1,1,,,,
t_500922_b_219_tn_0,,,767290,40,,0,0,17756.5909630058,0,,,,,1,1,,,,
t_500922_b_219_tn_0,17:39:00,17:39:00,767253,41,,0,0,18166.02486077,0,,,,,1,1,,,,
t_500923_b_219_tn_0,17:15:00,17:15:00,767253,1,,0,0,0,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767254,2,,0,0,412.670465667674,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767255,3,,0,0,686.79665550245,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767256,4,,0,0,1046.76345892626,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767257,5,,0,0,1555.50200635342,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767258,6,,0,0,2038.93300876468,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,771291,7,,0,0,2369.39255730661,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767259,8,,0,0,2848.69318326082,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767260,9,,0,0,3116.12178782108,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767261,10,,0,0,3519.65265868296,0,,,,,1,1,,,,
t_500923_b_219_tn_0,17:25:00,17:25:00,767634,11,,0,0,4092.97573621703,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767262,12,,0,0,4785.15341645889,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767263,13,,0,0,5199.27234390244,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767264,14,,0,0,5667.12944454385,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767265,15,,0,0,6087.11334708732,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767266,16,,0,0,6261.76982064468,0,,,,,1,1,,,,
t_500923_b_219_tn_0,17:31:00,17:31:00,767267,17,,0,0,6583.88212614154,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767268,18,,0,0,7170.04697370196,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767269,19,,0,0,7990.61683888184,0,,,,,1,1,,,,
t_500923_b_219_tn_0,17:39:00,17:45:00,767270,20,,0,0,8741.27017617401,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767271,21,,0,0,9198.64451545564,0,,,,,1,1,,,,
t_500923_b_219_tn_0,,,767272,22,,0,0,9419.71967750157,0,,,,,1,1,,,,
