Iteration,onDemandRideRevenue,averageOnDemandRideWaitingTimeInSeconds,totalOnDemandRideWaitingTimeInSeconds,passengerVKT,repositioningVKT,deadHeadingVKT,averageSurgePriceLevel,maxSurgePriceLevel,reservationCount
59,38064.216666666696,4.1240384615384675,12652.550000000017,14075.581212,0.0,931.7602569999998,1.0,1.0,3068
60,37886.49166666667,4.315276872964172,13247.900000000007,15329.012307999994,0.0,943.2659079999996,1.0,1.0,3070
61,35776.11666666666,4.230369163952239,12987.233333333374,14423.65515,0.0,942.3252199999998,1.0,1.0,3070
62,37335.63333333332,4.662416505063568,14425.516666666681,15173.15953199999,0.0,1029.2295719999993,1.0,1.0,3094
63,36495.12500000002,4.510562700964638,14027.850000000022,14848.212016000003,0.0,964.1352969999996,1.0,1.0,3110
64,38114.89166666663,4.4254305646392025,13532.96666666668,15250.188758999995,0.0,941.3149809999994,1.0,1.0,3058
65,36954.33333333332,4.233042188530005,12843.050000000036,14691.219198999997,0.0,867.409033,1.0,1.0,3034
66,36727.34999999996,4.419188090529546,13407.816666666642,13794.553454999997,0.0,944.6274769999995,1.0,1.0,3034
67,36231.39166666665,4.287240274093728,12930.316666666684,14176.72299,0.0,930.0871329999998,1.0,1.0,3016
68,36780.39166666661,4.148695368558376,12719.89999999998,14273.392111999996,0.0,901.8761849999999,1.0,1.0,3066
69,36132.72499999997,4.474364406779651,13727.349999999971,15307.700625000005,0.0,1008.0142359999999,1.0,1.0,3068
70,37086.875000000044,4.2630501089324815,13044.933333333393,14906.461708999997,0.0,963.7418319999999,1.0,1.0,3060
71,35553.716666666696,4.623077770434025,13989.43333333336,14541.641604,0.0,983.7486199999993,1.0,1.0,3026
72,36591.79166666669,4.2412046204620495,12850.850000000011,14748.603578999999,0.0,914.0286599999998,1.0,1.0,3030
73,35585.69999999999,4.222461814914642,12532.266666666656,14032.412088000001,0.0,917.0995229999997,1.0,1.0,2968
74,36370.89999999999,4.097538513060929,12235.249999999935,14140.824016,0.0,875.8419069999998,1.0,1.0,2986
75,35169.30833333334,4.1949750736460665,12341.616666666727,14181.003324000003,0.0,904.1731589999996,1.0,1.0,2942
76,35052.475000000006,4.1786809815950985,12260.250000000018,13983.723506,0.0,899.1112389999998,1.0,1.0,2934
77,36001.03333333334,4.690967485220555,13753.916666666668,13521.835390999997,0.0,907.2372199999999,1.0,1.0,2932
78,34835.833333333336,4.2598635946813594,12387.683333333393,14245.272288999997,0.0,880.6777889999995,1.0,1.0,2908
79,33344.35833333334,4.373265861742432,12315.116666666689,13551.609233000001,0.0,888.5558209999998,1.0,1.0,2816
80,35007.43333333332,4.01987751831502,11705.883333333339,13400.112766999997,0.0,870.1817759999996,1.0,1.0,2912
81,33691.125,4.435529986053005,12721.10000000002,13825.257504,0.0,905.3807759999997,1.0,1.0,2868
82,33939.724999999984,4.051308837656093,11246.433333333314,13019.446514,0.0,786.9469999999999,1.0,1.0,2776
83,33781.53333333332,4.262285041224965,12062.266666666652,13521.727218,0.0,893.3007719999998,1.0,1.0,2830
84,34239.80833333336,4.227047516714417,11801.916666666652,12899.894862000005,0.0,795.1874479999999,1.0,1.0,2792
85,32904.77499999999,4.141827841451751,11563.98333333329,12492.324565999998,0.0,774.3370499999999,1.0,1.0,2792
86,32362.033333333315,3.8227824958716674,10803.183333333332,13636.959353,0.0,822.5947930000002,1.0,1.0,2826
87,31910.374999999964,3.929444843263937,10947.433333333329,12499.466614999994,0.0,802.3483749999996,1.0,1.0,2786
88,34888.4,4.013038507821894,11116.116666666645,12645.319107,0.0,800.9742809999998,1.0,1.0,2770
89,33137.34166666672,4.323158019426667,12165.366666666641,13502.199767,0.0,847.9267369999997,1.0,1.0,2814
90,33319.883333333324,4.147324434824428,11496.383333333315,12923.274455999997,0.0,832.163284,1.0,1.0,2772
91,33295.47499999997,4.030839328537182,11205.733333333366,13609.065756000002,0.0,806.6956869999998,1.0,1.0,2780
92,34665.4333333333,4.476068533529848,12148.050000000007,12976.825983,0.0,818.4187159999997,1.0,1.0,2714
93,30800.29166666664,3.9612857142857045,11091.599999999973,13216.442812999992,0.0,828.301691,1.0,1.0,2800
94,33446.94999999997,3.829060760106492,10545.233333333279,12155.039441,0.0,815.0202659999999,1.0,1.0,2754
95,31003.7083333333,3.782219801500841,10416.233333333315,12688.125241999998,0.0,812.870985,1.0,1.0,2754
96,31863.21666666664,4.355306984837185,11680.933333333329,12185.704395999996,0.0,801.1317389999997,1.0,1.0,2682
97,30516.6,4.195882066276801,11479.933333333329,12715.480845,0.0,826.2083029999998,1.0,1.0,2736
98,32598.358333333315,4.487064586357035,12366.34999999999,13119.352386999997,0.0,805.9309349999997,1.0,1.0,2756
99,29561.3666666667,3.9358797972483757,10870.900000000014,12958.784485999995,0.0,819.5602419999997,1.0,1.0,2762
100,30818.5833333333,4.055374999999995,11355.049999999987,13953.223845999999,0.0,826.9038569999998,1.0,1.0,2800
