iterations,bike,car,drive_transit,ride_hail,ride_hail_transit,walk,walk_transit
47,0,70.72007031200954,0.16008537886872998,10.327076401531798,0,7.637014250737648,11.155753656852282
48,0,69.01490882207985,0.4404879250862494,10.097338590438639,0,7.580704780680138,12.86655988171513
49,0,70.03607862652402,0.22082607613834287,10.120676785269968,0,7.6511570042299075,11.97126150783777
50,0,70.43611658996275,0.29116182962336806,9.974640743871513,0,7.839453993300147,11.458626843242229
51,0,70.07955077211044,0.2901263453439401,10.207455935111527,0,7.830291686164405,11.592575261269692
52,0,70.62033494323528,0.2508938091952581,10.255284450856175,0,7.658533525685254,11.214953271028037
53,0,70.72511162819949,0.24212313690962833,10.125149361675366,0,7.949185585812213,10.958430287403308
54,0,70.08235073928505,0.29009919520868427,9.882088714205503,0,8.10718073491796,11.638280616382806
55,0,70.67511210059264,0.16619108839484495,9.940108494559594,0,8.23116239691449,10.987425919538428
56,0,69.91389760964844,0.2579963321003388,9.667091479904261,0,8.143980603649249,12.017033974697709
57,0,70.87889578672045,0.2458009012699713,10.090442126492926,0,8.218573724513913,10.56628746100274
58,0,70.63178367526194,0.18194366020452976,9.850053328314198,0,8.243929983060418,11.092289353158918
59,0,71.1479551555345,0.2179062055897679,9.68893099636823,0,8.34991315332386,10.595294489183642
60,0,70.24003000375046,0.29066133266658334,9.594949368671084,0,8.382297787223402,11.492061507688462
61,0,70.7697150952306,0.3085156618920195,9.664725326617345,0,8.487328821029434,10.7697150952306
62,0,71.02299611999621,0.24289454591337814,9.759944481246649,0,8.422447241411943,10.551717611431815
63,0,70.78298086606243,0.26749748237663645,9.787260825780463,0,8.597683786505538,10.564577039274925
64,0,69.57170386025983,0.4568906570522782,9.504568906570523,0,8.553490395971902,11.913346180145458
65,0,70.37129797758438,0.2786300169056415,9.498465969569846,0,8.596831757560578,11.254774278379562
66,0,70.03623641134574,0.3842309134074722,9.47769586405098,0,8.734224665750343,11.367612145445458
67,0,69.87764251689032,0.3549301036769513,9.390080637628818,0,8.835891528378841,11.541455213425076
68,0,71.04356892357272,0.25591608479984834,9.686897728349814,0,8.928627847461376,10.084989415816246
69,0,71.86442841641667,0.23616518797472394,9.79128103657369,0,8.770026169655965,9.33809918937895
70,0,71.07031323932999,0.20504085044635817,9.652692344090092,0,8.857764739282672,10.214188826850888
71,0,70.06687917994874,0.3781486342896431,9.456841052565785,0,9.066191636977312,11.031939496218513
72,0,71.9685592868326,0.23324919321340704,9.681439115570182,0,8.965715563792056,9.15103684059175
73,0,70.73216816249409,0.365296803652968,9.346559596913872,0,9.100928987561014,10.45504644937805
74,0,71.08841386288894,0.3193776878320263,9.442195800657728,0,9.125980268150771,10.024032380470528
75,0,70.37269418998619,0.35136152591291253,9.229514368176684,0,9.160496925586648,10.885932990337558
76,0,70.71012438985987,0.3023145961265942,9.239489844119037,0,9.406392694063927,10.341678475830578
77,0,70.28442409608328,0.457838125999561,9.194393050895293,0,9.307284643607513,10.756060083414344
78,0,70.89135170976603,0.3504783555934451,9.181901424015662,0,9.396608885099933,10.179659625524929
79,0,71.06294236602629,0.29385743174924167,8.897876643073811,0,9.738372093023257,10.0069514661274
80,0,71.21601472034517,0.3711811173503379,9.238285587386187,0,9.55870689381682,9.615811681101487
81,0,70.80772745895182,0.29939176199930667,9.03847972014749,0,9.671929658693392,10.182471400207998
82,0,70.80944881889764,0.2803149606299213,8.743307086614173,0,9.754330708661417,10.412598425196851
83,0,71.10226518813383,0.27169620573089437,8.94070072347013,0,9.642056045240578,10.043281837424573
84,0,70.67309206589184,0.35276701628397744,8.793977763079152,0,9.78613499637784,10.394028158367192
85,0,70.95305832147938,0.38248775090880355,8.825667773036194,0,9.881460407776197,9.95732574679943
86,0,71.4898484415213,0.2573634543894767,8.979124964255076,0,9.976805515838974,9.296857623995171
87,0,70.91195960870937,0.34080151467339853,8.791416850741559,0,9.79173240769959,10.164089618176082
88,0,70.94754813620412,0.35094375414967277,8.75778557652787,0,10.079357551614025,9.864364981504316
89,0,71.65615242464793,0.3058688587268209,8.965780921429937,0,9.950296310456892,9.121901484738418
90,0,70.40620778486381,0.4178316735258082,8.708491721906318,0,9.97455310860482,10.492915711099243
91,0,71.68006123230003,0.33805332312795,8.865926776374538,0,10.1415996938385,8.974358974358974
92,0,71.04846373139056,0.4149509027557808,8.596769084573962,0,10.148875514729173,9.790940766550523
93,0,71.97876015610005,0.29428699379438295,8.956560680698612,0,10.120913569189431,8.649478600217517
94,0,71.41267368287177,0.37836634765190297,8.75647833137261,0,10.155479952942672,9.297001685161044
95,0,72.50490811367513,0.22207202857970454,8.863570532007339,0,10.308647935373822,8.100801390364005
96,0,71.12152195245481,0.3798550219999367,8.489759741698585,0,10.55996961159824,9.448893672248426
97,0,71.96926032660903,0.3202049311559398,8.760806916426512,0,10.208133205251361,8.741594620557157
98,0,71.71778358732385,0.25505324236434357,8.786584199451635,0,10.278645667283046,8.961933303577121
99,0,72.65031824496785,0.287551290749895,8.923782753384382,0,10.490775742302349,7.647571968595522
100,0,71.53721322429757,0.280014000700035,8.909536385910204,0,10.249148821077418,9.024087568014764
