,PID,Activity_ID,Activity_Type,Start_time,End_time
143,100-2012000711495-013977,100-2012000711495-013977_a-3,Home,20:51:01,
144,100-2012000711495-014008,100-2012000711495-014008_a-1,Home,,15:38:25
145,100-2012000711495-014008,100-2012000711495-014008_a-2,Secondary,15:53:15,17:28:05
146,100-2012000711495-014008,100-2012000711495-014008_a-3,Home,17:40:58,
147,100-2012000752641-214889,100-2012000752641-214889_a-1,Home,,09:09:24
148,100-2012000752641-214889,100-2012000752641-214889_a-2,Work,09:21:36,21:00:07
149,100-2012000752641-214889,100-2012000752641-214889_a-3,Home,21:14:22,
150,100-2012000804271-015377,100-2012000804271-015377_a-1,Home,,11:23:17
151,100-2012000804271-015377,100-2012000804271-015377_a-2,Secondary,11:41:36,14:49:08
152,100-2012000804271-015377,100-2012000804271-015377_a-3,Home,15:09:31,
153,100-2012000804271-015442,100-2012000804271-015442_a-1,Home,,08:23:14
154,100-2012000804271-015442,100-2012000804271-015442_a-2,Work,08:38:51,18:39:54
155,100-2012000804271-015442,100-2012000804271-015442_a-3,Home,19:03:57,
156,100-2012000804271-015507,100-2012000804271-015507_a-1,Home,,10:38:07
157,100-2012000804271-015507,100-2012000804271-015507_a-2,Secondary,10:38:07,16:03:37
158,100-2012000804271-015507,100-2012000804271-015507_a-3,Home,16:03:37,
159,100-2012000840641-016956,100-2012000840641-016956_a-1,Home,,08:04:30
160,100-2012000840641-016956,100-2012000840641-016956_a-2,Work,08:16:30,18:11:03
161,100-2012000840641-016956,100-2012000840641-016956_a-3,Home,18:30:18,
162,100-2012000903731-018296,100-2012000903731-018296_a-1,Home,,08:40:26
163,100-2012000903731-018296,100-2012000903731-018296_a-2,Work,08:52:50,18:09:25
164,100-2012000903731-018296,100-2012000903731-018296_a-3,Home,18:22:08,
165,100-2012000903731-018336,100-2012000903731-018336_a-1,Home,,11:06:59
166,100-2012000903731-018336,100-2012000903731-018336_a-2,Secondary,11:26:42,14:35:41
167,100-2012000903731-018336,100-2012000903731-018336_a-3,Home,15:03:36,
168,100-2012000923823-018417,100-2012000923823-018417_a-1,Home,,08:48:00
169,100-2012000923823-018417,100-2012000923823-018417_a-2,Work,09:01:51,18:53:38
170,100-2012000923823-018417,100-2012000923823-018417_a-3,Home,19:08:26,
171,100-2012000923823-018465,100-2012000923823-018465_a-1,Home,,08:47:53
172,100-2012000923823-018465,100-2012000923823-018465_a-2,Work,09:01:39,19:21:11
173,100-2012000923823-018465,100-2012000923823-018465_a-3,Home,19:36:17,
174,100-2012000923823-018513,100-2012000923823-018513_a-1,Home,,10:45:25
175,100-2012000923823-018513,100-2012000923823-018513_a-2,Secondary,11:04:04,12:56:22
176,100-2012000923823-018513,100-2012000923823-018513_a-3,Home,13:17:47,
177,100-2012000923823-018561,100-2012000923823-018561_a-1,Home,,16:28:28
178,100-2012000923823-018561,100-2012000923823-018561_a-2,Secondary,16:47:43,18:37:00
179,100-2012000923823-018561,100-2012000923823-018561_a-3,Home,19:31:11,
180,100-2012001111971-022494,100-2012001111971-022494_a-1,Home,,08:34:33
181,100-2012001111971-022494,100-2012001111971-022494_a-2,Work,08:45:13,18:46:26
182,100-2012001111971-022494,100-2012001111971-022494_a-3,Home,19:01:48,
183,100-2012001118760-022601,100-2012001118760-022601_a-1,Home,,08:16:42
184,100-2012001118760-022601,100-2012001118760-022601_a-2,Work,08:28:39,18:17:43
185,100-2012001118760-022601,100-2012001118760-022601_a-3,Home,18:31:00,
186,100-2012001118760-022668,100-2012001118760-022668_a-1,Home,,09:44:53
187,100-2012001118760-022668,100-2012001118760-022668_a-2,Secondary,09:56:43,12:11:57
188,100-2012001118760-022668,100-2012001118760-022668_a-3,Home,12:25:21,
189,100-2012001118760-022735,100-2012001118760-022735_a-1,Home,,17:42:12
190,100-2012001118760-022735,100-2012001118760-022735_a-2,Secondary,18:15:13,20:48:09
191,100-2012001118760-022735,100-2012001118760-022735_a-3,Home,22:38:12,
192,100-2012001254838-124510,100-2012001254838-124510_a-1,Home,,10:29:22
193,100-2012001254838-124510,100-2012001254838-124510_a-2,Secondary,10:47:31,13:35:28
194,100-2012001254838-124510,100-2012001254838-124510_a-3,Home,14:02:54,
195,100-2012001254838-124605,100-2012001254838-124605_a-1,Home,,09:59:29
196,100-2012001254838-124605,100-2012001254838-124605_a-2,Work,10:12:02,22:13:01
197,100-2012001254838-124605,100-2012001254838-124605_a-3,Home,22:26:49,
198,100-2012001254838-124700,100-2012001254838-124700_a-1,Home,,11:50:54
199,100-2012001254838-124700,100-2012001254838-124700_a-2,Secondary,12:23:21,16:51:01
200,100-2012001254838-124700,100-2012001254838-124700_a-3,Home,17:21:00,
201,100-2012001254838-124795,100-2012001254838-124795_a-1,Home,,09:50:37
202,100-2012001254838-124795,100-2012001254838-124795_a-2,Secondary,10:03:44,14:55:37
203,100-2012001254838-124795,100-2012001254838-124795_a-3,Home,15:08:36,
204,100-2012001254838-124890,100-2012001254838-124890_a-1,Home,,10:49:25
205,100-2012001254838-124890,100-2012001254838-124890_a-2,Secondary,11:08:43,13:41:33
206,100-2012001254838-124890,100-2012001254838-124890_a-3,Home,14:00:40,
207,100-2012001304643-025169,100-2012001304643-025169_a-1,Home,,11:33:20
208,100-2012001304643-025169,100-2012001304643-025169_a-2,Secondary,11:53:58,15:56:53
209,100-2012001304643-025169,100-2012001304643-025169_a-3,Home,16:17:22,
210,100-2012001304643-025213,100-2012001304643-025213_a-1,Home,,08:58:00
211,100-2012001304643-025213,100-2012001304643-025213_a-2,Work,09:10:11,19:03:33
212,100-2012001304643-025213,100-2012001304643-025213_a-3,Home,19:16:16,
213,100-2012001304643-025257,100-2012001304643-025257_a-1,Home,,10:13:40
214,100-2012001304643-025257,100-2012001304643-025257_a-2,Secondary,10:51:59,12:50:00
215,100-2012001304643-025257,100-2012001304643-025257_a-3,Home,13:42:01,
216,100-2012001315564-025552,100-2012001315564-025552_a-1,Home,,13:33:12
217,100-2012001315564-025552,100-2012001315564-025552_a-2,Secondary,13:43:59,16:13:57
218,100-2012001315564-025552,100-2012001315564-025552_a-3,Home,16:25:46,
219,100-2012001357312-026552,100-2012001357312-026552_a-1,Home,,15:20:51
220,100-2012001357312-026552,100-2012001357312-026552_a-2,Secondary,15:53:38,18:14:01
221,100-2012001357312-026552,100-2012001357312-026552_a-3,Home,18:34:45,
222,100-2012001357312-026611,100-2012001357312-026611_a-1,Home,,13:44:06
223,100-2012001357312-026611,100-2012001357312-026611_a-2,Secondary,14:49:02,16:03:03
224,100-2012001357312-026611,100-2012001357312-026611_a-3,Home,17:09:42,
225,100-2012001357312-026670,100-2012001357312-026670_a-1,Home,,09:12:54
226,100-2012001357312-026670,100-2012001357312-026670_a-2,Secondary,09:29:00,11:39:01
227,100-2012001357312-026670,100-2012001357312-026670_a-3,Home,12:15:06,
228,100-2012001357312-026729,100-2012001357312-026729_a-1,Home,,09:21:10
229,100-2012001357312-026729,100-2012001357312-026729_a-2,Work,09:38:43,19:57:15
230,100-2012001357312-026729,100-2012001357312-026729_a-3,Home,20:19:17,
231,100-2012001365754-026872,100-2012001365754-026872_a-1,Home,,09:42:57
232,100-2012001365754-026872,100-2012001365754-026872_a-2,Work,09:58:35,20:42:16
233,100-2012001365754-026872,100-2012001365754-026872_a-3,Home,21:01:33,
234,100-2012001365754-026961,100-2012001365754-026961_a-1,Home,,16:11:47
235,100-2012001365754-026961,100-2012001365754-026961_a-2,Secondary,16:23:53,19:29:10
236,100-2012001365754-026961,100-2012001365754-026961_a-3,Home,19:46:44,
237,100-2013000035041-029919,100-2013000035041-029919_a-1,Home,,09:37:58
238,100-2013000035041-029919,100-2013000035041-029919_a-2,Work,09:48:28,21:09:20
239,100-2013000035041-029919,100-2013000035041-029919_a-3,Home,21:17:35,
240,100-2013000035041-029978,100-2013000035041-029978_a-1,Home,,08:22:04
241,100-2013000035041-029978,100-2013000035041-029978_a-2,Work,08:37:20,19:05:11
242,100-2013000035041-029978,100-2013000035041-029978_a-3,Home,19:24:26,
243,100-2013000035041-030037,100-2013000035041-030037_a-1,Home,,09:34:27
244,100-2013000035041-030037,100-2013000035041-030037_a-2,Work,09:43:03,21:31:34
245,100-2013000035041-030037,100-2013000035041-030037_a-3,Home,21:40:11,
246,100-2013000035041-030096,100-2013000035041-030096_a-1,Home,,10:33:50
247,100-2013000035041-030096,100-2013000035041-030096_a-2,Secondary,10:43:37,14:52:30
248,100-2013000035041-030096,100-2013000035041-030096_a-3,Home,15:02:50,
249,100-2013000113035-032226,100-2013000113035-032226_a-1,Home,,10:00:31
250,100-2013000113035-032226,100-2013000113035-032226_a-2,Work,10:16:36,21:36:24
251,100-2013000113035-032226,100-2013000113035-032226_a-3,Home,22:00:35,
252,100-2013000113035-032264,100-2013000113035-032264_a-1,Home,,16:20:34
253,100-2013000113035-032264,100-2013000113035-032264_a-2,Secondary,16:32:49,19:56:14
254,100-2013000113035-032264,100-2013000113035-032264_a-3,Home,20:13:44,
255,100-2013000168908-133204,100-2013000168908-133204_a-1,Home,,10:56:58
256,100-2013000168908-133204,100-2013000168908-133204_a-2,Secondary,11:05:58,14:12:10
257,100-2013000168908-133204,100-2013000168908-133204_a-3,Home,14:22:43,
258,100-2013000168908-133317,100-2013000168908-133317_a-1,Home,,09:40:34
259,100-2013000168908-133317,100-2013000168908-133317_a-2,Secondary,09:53:42,13:35:44
260,100-2013000168908-133317,100-2013000168908-133317_a-3,Home,13:48:22,
261,100-2013000341290-037551,100-2013000341290-037551_a-1,Home,,09:09:24
262,100-2013000341290-037551,100-2013000341290-037551_a-2,Work,09:16:10,21:03:56
263,100-2013000341290-037551,100-2013000341290-037551_a-3,Home,21:11:48,
264,100-2013000341290-037585,100-2013000341290-037585_a-1,Home,,16:21:23
265,100-2013000341290-037585,100-2013000341290-037585_a-2,Secondary,16:32:17,19:42:39
266,100-2013000341290-037585,100-2013000341290-037585_a-3,Home,19:53:06,
267,100-2013000341290-037619,100-2013000341290-037619_a-1,Home,,14:37:37
268,100-2013000341290-037619,100-2013000341290-037619_a-2,Secondary,15:13:08,16:54:13
269,100-2013000341290-037619,100-2013000341290-037619_a-3,Home,17:38:26,
270,100-2013000376438-038568,100-2013000376438-038568_a-1,Home,,08:06:01
271,100-2013000376438-038568,100-2013000376438-038568_a-2,Work,08:10:24,18:10:33
272,100-2013000376438-038568,100-2013000376438-038568_a-3,Home,18:15:40,
273,100-2013000376438-038608,100-2013000376438-038608_a-1,Home,,09:37:58
274,100-2013000376438-038608,100-2013000376438-038608_a-2,Work,09:46:35,21:09:20
275,100-2013000376438-038608,100-2013000376438-038608_a-3,Home,21:17:35,
276,100-2013000376438-038648,100-2013000376438-038648_a-1,Home,,08:39:38
277,100-2013000376438-038648,100-2013000376438-038648_a-2,Work,08:51:45,19:59:19
278,100-2013000376438-038648,100-2013000376438-038648_a-3,Home,20:18:35,
279,100-2013000479091-041474,100-2013000479091-041474_a-1,Home,,08:04:30
280,100-2013000479091-041474,100-2013000479091-041474_a-2,Work,08:16:46,18:11:03
281,100-2013000479091-041474,100-2013000479091-041474_a-3,Home,18:30:18,
282,100-2013000520267-042279,100-2013000520267-042279_a-1,Home,,18:29:42
283,100-2013000520267-042279,100-2013000520267-042279_a-2,Secondary,18:56:58,21:46:24
284,100-2013000520267-042279,100-2013000520267-042279_a-3,Home,21:52:36,
285,100-2013000520267-042324,100-2013000520267-042324_a-1,Home,,09:09:40
286,100-2013000520267-042324,100-2013000520267-042324_a-2,Secondary,09:58:38,10:56:53
287,100-2013000520267-042324,100-2013000520267-042324_a-3,Home,12:06:56,
288,100-2013000520267-042369,100-2013000520267-042369_a-1,Home,,08:13:37
289,100-2013000520267-042369,100-2013000520267-042369_a-2,Work,08:17:08,18:48:20
290,100-2013000520267-042369,100-2013000520267-042369_a-3,Home,18:51:58,
291,100-2013000668727-046143,100-2013000668727-046143_a-1,Home,,09:18:33
292,100-2013000668727-046143,100-2013000668727-046143_a-2,Work,09:32:46,21:31:05
293,100-2013000668727-046143,100-2013000668727-046143_a-3,Home,21:44:16,
294,100-2013000668727-046268,100-2013000668727-046268_a-1,Home,,12:11:52
295,100-2013000668727-046268,100-2013000668727-046268_a-2,Secondary,12:19:38,15:22:15
296,100-2013000668727-046268,100-2013000668727-046268_a-3,Home,15:27:23,
297,100-2013000668727-046393,100-2013000668727-046393_a-1,Home,,10:57:48
298,100-2013000668727-046393,100-2013000668727-046393_a-2,Secondary,11:02:42,12:55:48
299,100-2013000668727-046393,100-2013000668727-046393_a-3,Home,13:02:38,
300,100-2013000676049-046574,100-2013000676049-046574_a-1,Home,,09:22:21
301,100-2013000676049-046574,100-2013000676049-046574_a-2,Work,09:32:51,21:01:32
302,100-2013000676049-046574,100-2013000676049-046574_a-3,Home,21:13:03,
303,100-2013000676049-046607,100-2013000676049-046607_a-1,Home,,17:01:22
304,100-2013000676049-046607,100-2013000676049-046607_a-2,Secondary,17:10:34,20:59:12
305,100-2013000676049-046607,100-2013000676049-046607_a-3,Home,21:07:13,
306,100-2013000871283-049251,100-2013000871283-049251_a-1,Home,,09:20:31
307,100-2013000871283-049251,100-2013000871283-049251_a-2,Work,09:30:51,20:11:50
308,100-2013000871283-049251,100-2013000871283-049251_a-3,Home,20:25:55,
309,100-2013000871283-049285,100-2013000871283-049285_a-1,Home,,08:32:53
310,100-2013000871283-049285,100-2013000871283-049285_a-2,Work,08:58:20,18:18:59
311,100-2013000871283-049285,100-2013000871283-049285_a-3,Home,18:48:17,
312,100-2013001005169-051483,100-2013001005169-051483_a-1,Home,,08:35:49
313,100-2013001005169-051483,100-2013001005169-051483_a-2,Work,08:46:26,19:47:02
314,100-2013001005169-051483,100-2013001005169-051483_a-3,Home,19:57:49,
315,100-2013001005169-051515,100-2013001005169-051515_a-1,Home,,10:45:34
316,100-2013001005169-051515,100-2013001005169-051515_a-2,Secondary,11:05:50,13:32:26
317,100-2013001005169-051515,100-2013001005169-051515_a-3,Home,14:18:19,
318,100-2013001005169-051547,100-2013001005169-051547_a-1,Home,,10:06:39
319,100-2013001005169-051547,100-2013001005169-051547_a-2,Secondary,10:15:43,13:12:23
320,100-2013001005169-051547,100-2013001005169-051547_a-3,Home,13:21:27,
321,100-2013001005169-051579,100-2013001005169-051579_a-1,Home,,16:47:44
322,100-2013001005169-051579,100-2013001005169-051579_a-2,Secondary,16:59:54,21:03:51
323,100-2013001005169-051579,100-2013001005169-051579_a-3,Home,21:15:42,
324,100-2013001153397-054101,100-2013001153397-054101_a-1,Home,,08:13:17
325,100-2013001153397-054101,100-2013001153397-054101_a-2,Work,08:34:42,18:38:07
326,100-2013001153397-054101,100-2013001153397-054101_a-3,Home,18:48:22,
327,100-2013001153397-054141,100-2013001153397-054141_a-1,Home,,09:02:50
328,100-2013001153397-054141,100-2013001153397-054141_a-2,Work,09:11:16,19:21:04
329,100-2013001153397-054141,100-2013001153397-054141_a-3,Home,19:29:26,
330,100-2013001206907-055800,100-2013001206907-055800_a-1,Home,,16:05:32
331,100-2013001206907-055800,100-2013001206907-055800_a-2,Secondary,16:20:57,19:41:39
332,100-2013001206907-055800,100-2013001206907-055800_a-3,Home,20:15:38,
333,100-2013001206907-055834,100-2013001206907-055834_a-1,Home,,08:53:45
334,100-2013001206907-055834,100-2013001206907-055834_a-2,Work,08:58:14,19:18:51
335,100-2013001206907-055834,100-2013001206907-055834_a-3,Home,19:45:40,
336,100-2013001222978-056053,100-2013001222978-056053_a-1,Home,,15:28:21
337,100-2013001222978-056053,100-2013001222978-056053_a-2,Secondary,15:34:53,19:22:07
338,100-2013001222978-056053,100-2013001222978-056053_a-3,Home,19:29:16,
339,100-2013001222978-056089,100-2013001222978-056089_a-1,Home,,08:25:29
340,100-2013001222978-056089,100-2013001222978-056089_a-2,Work,08:32:14,18:48:36
341,100-2013001222978-056089,100-2013001222978-056089_a-3,Home,18:56:27,
342,100-2013001394719-058725,100-2013001394719-058725_a-1,Home,,10:44:32
343,100-2013001394719-058725,100-2013001394719-058725_a-2,Secondary,10:59:40,12:27:33
344,100-2013001394719-058725,100-2013001394719-058725_a-3,Home,12:41:20,
345,100-2014000000467-060877,100-2014000000467-060877_a-1,Home,,10:06:35
346,100-2014000000467-060877,100-2014000000467-060877_a-2,Work,10:13:14,21:39:01
347,100-2014000000467-060877,100-2014000000467-060877_a-3,Home,21:45:59,
