Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	iterationEndsListeners	iteration
11	04:40:09	04:40:09	04:40:10	04:40:10	04:40:10	04:40:10			04:40:10	04:40:10	04:40:23	04:40:23	04:40:23	04:40:23	04:40:23	04:40:23	04:40:33	04:40:33		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:09	00:00:23
12	04:40:33	04:40:33	04:40:33	04:40:33	04:40:33	04:40:33			04:40:33	04:40:33	04:40:47	04:40:47	04:40:47	04:40:47	04:40:48	04:40:48	04:40:58	04:40:58		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:24
13	04:40:58	04:40:58	04:40:58	04:40:58	04:40:58	04:40:58			04:40:58	04:40:58	04:41:13	04:41:13	04:41:13	04:41:13	04:41:13	04:41:13	04:41:23	04:41:23		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:24
14	04:41:23	04:41:23	04:41:23	04:41:23	04:41:23	04:41:23			04:41:23	04:41:23	04:41:38	04:41:38	04:41:38	04:41:38	04:41:38	04:41:38	04:41:48	04:41:48		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
15	04:41:48	04:41:48	04:41:49	04:41:49	04:41:49	04:41:49			04:41:49	04:41:49	04:42:03	04:42:03	04:42:03	04:42:03	04:42:03	04:42:03	04:42:14	04:42:14		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
16	04:42:14	04:42:14	04:42:14	04:42:14	04:42:14	04:42:14			04:42:14	04:42:14	04:42:29	04:42:29	04:42:29	04:42:29	04:42:29	04:42:29	04:42:39	04:42:39		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
17	04:42:39	04:42:39	04:42:39	04:42:39	04:42:39	04:42:39			04:42:39	04:42:39	04:42:54	04:42:54	04:42:54	04:42:54	04:42:54	04:42:54	04:43:04	04:43:04		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:24
18	04:43:04	04:43:04	04:43:04	04:43:04	04:43:04	04:43:04			04:43:04	04:43:04	04:43:18	04:43:18	04:43:18	04:43:18	04:43:18	04:43:18	04:43:29	04:43:29		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:10	00:00:25
19	04:43:29	04:43:29	04:43:30	04:43:30	04:43:30	04:43:30			04:43:30	04:43:30	04:43:43	04:43:43	04:43:43	04:43:43	04:43:44	04:43:44	04:43:55	04:43:55		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
20	04:43:55	04:43:55	04:43:55	04:43:55	04:43:55	04:43:55	04:43:55	04:43:57	04:43:57	04:43:57	04:44:21	04:44:21	04:44:21	04:44:21	04:44:21	04:44:21	04:44:31	04:44:31		00:00:00	00:00:00	00:00:01	00:00:01	00:00:24	00:00:00	00:00:00	00:00:09	00:00:36
21	04:44:31	04:44:31	04:44:31	04:44:31	04:44:32	04:44:32			04:44:32	04:44:32	04:44:47	04:44:47	04:44:47	04:44:47	04:44:47	04:44:47	04:44:56	04:44:56		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:25
22	04:44:56	04:44:56	04:44:57	04:44:57	04:44:57	04:44:57			04:44:57	04:44:57	04:45:11	04:45:11	04:45:11	04:45:11	04:45:11	04:45:11	04:45:21	04:45:21		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:24
23	04:45:21	04:45:21	04:45:22	04:45:22	04:45:22	04:45:22			04:45:22	04:45:22	04:45:35	04:45:35	04:45:35	04:45:35	04:45:35	04:45:35	04:45:45	04:45:45		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:09	00:00:24
24	04:45:45	04:45:45	04:45:46	04:45:46	04:45:46	04:45:46			04:45:46	04:45:46	04:46:00	04:46:00	04:46:00	04:46:00	04:46:00	04:46:00	04:46:10	04:46:10		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:24
25	04:46:10	04:46:10	04:46:11	04:46:11	04:46:11	04:46:11			04:46:11	04:46:11	04:46:24	04:46:24	04:46:24	04:46:24	04:46:24	04:46:24	04:46:35	04:46:35		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:10	00:00:24
26	04:46:35	04:46:35	04:46:35	04:46:35	04:46:35	04:46:35			04:46:35	04:46:35	04:46:48	04:46:48	04:46:48	04:46:48	04:46:48	04:46:48	04:46:59	04:46:59		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:10	00:00:23
27	04:46:59	04:46:59	04:46:59	04:46:59	04:46:59	04:46:59			04:46:59	04:46:59	04:47:13	04:47:13	04:47:13	04:47:13	04:47:13	04:47:13	04:47:24	04:47:24		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
28	04:47:24	04:47:24	04:47:24	04:47:24	04:47:25	04:47:25			04:47:25	04:47:25	04:47:40	04:47:40	04:47:40	04:47:40	04:47:40	04:47:40	04:47:51	04:47:51		00:00:00	00:00:00		00:00:00	00:00:15	00:00:00	00:00:00	00:00:11	00:00:26
29	04:47:51	04:47:51	04:47:51	04:47:51	04:47:51	04:47:51			04:47:51	04:47:51	04:48:06	04:48:06	04:48:06	04:48:06	04:48:06	04:48:06	04:48:16	04:48:16		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:24
30	04:48:16	04:48:16	04:48:16	04:48:16	04:48:16	04:48:16			04:48:17	04:48:17	04:48:31	04:48:31	04:48:31	04:48:31	04:48:31	04:48:31	04:48:43	04:48:43		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
31	04:48:43	04:48:43	04:48:43	04:48:43	04:48:43	04:48:43			04:48:43	04:48:43	04:48:56	04:48:56	04:48:56	04:48:56	04:48:57	04:48:57	04:49:08	04:49:08		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
32	04:49:08	04:49:08	04:49:09	04:49:09	04:49:09	04:49:09			04:49:09	04:49:09	04:49:23	04:49:23	04:49:23	04:49:23	04:49:23	04:49:23	04:49:34	04:49:34		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:25
33	04:49:34	04:49:34	04:49:34	04:49:34	04:49:35	04:49:35			04:49:35	04:49:35	04:49:49	04:49:49	04:49:49	04:49:49	04:49:49	04:49:49	04:49:58	04:49:58		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:09	00:00:23
34	04:49:58	04:49:58	04:49:58	04:49:58	04:49:58	04:49:58			04:49:58	04:49:58	04:50:12	04:50:12	04:50:12	04:50:12	04:50:12	04:50:12	04:50:22	04:50:22		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:09	00:00:24
35	04:50:22	04:50:22	04:50:23	04:50:23	04:50:23	04:50:23			04:50:23	04:50:23	04:50:37	04:50:37	04:50:37	04:50:37	04:50:37	04:50:37	04:50:48	04:50:48		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
36	04:50:48	04:50:48	04:50:49	04:50:49	04:50:49	04:50:49			04:50:49	04:50:49	04:51:03	04:51:03	04:51:03	04:51:03	04:51:03	04:51:03	04:51:15	04:51:15		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
37	04:51:15	04:51:15	04:51:16	04:51:16	04:51:16	04:51:16			04:51:16	04:51:16	04:51:30	04:51:30	04:51:30	04:51:30	04:51:30	04:51:30	04:51:41	04:51:41		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
38	04:51:41	04:51:41	04:51:42	04:51:42	04:51:42	04:51:42			04:51:42	04:51:42	04:51:56	04:51:56	04:51:56	04:51:56	04:51:56	04:51:56	04:52:07	04:52:07		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
39	04:52:07	04:52:07	04:52:07	04:52:07	04:52:07	04:52:07			04:52:07	04:52:07	04:52:22	04:52:22	04:52:22	04:52:22	04:52:22	04:52:22	04:52:33	04:52:33		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
40	04:52:33	04:52:33	04:52:34	04:52:34	04:52:34	04:52:34	04:52:34	04:52:36	04:52:36	04:52:36	04:52:59	04:52:59	04:52:59	04:52:59	04:53:00	04:53:00	04:53:11	04:53:11		00:00:00	00:00:00	00:00:02	00:00:02	00:00:23	00:00:00	00:00:00	00:00:11	00:00:37
41	04:53:11	04:53:11	04:53:11	04:53:11	04:53:11	04:53:11			04:53:11	04:53:11	04:53:25	04:53:25	04:53:25	04:53:25	04:53:25	04:53:25	04:53:36	04:53:36		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:24
42	04:53:36	04:53:36	04:53:36	04:53:36	04:53:36	04:53:36			04:53:36	04:53:36	04:53:49	04:53:49	04:53:49	04:53:49	04:53:50	04:53:50	04:54:02	04:54:02		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:25
43	04:54:02	04:54:02	04:54:02	04:54:02	04:54:02	04:54:02			04:54:02	04:54:02	04:54:17	04:54:17	04:54:17	04:54:17	04:54:17	04:54:17	04:54:27	04:54:27		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
44	04:54:27	04:54:27	04:54:28	04:54:28	04:54:28	04:54:28			04:54:28	04:54:28	04:54:40	04:54:40	04:54:40	04:54:40	04:54:40	04:54:40	04:54:50	04:54:50		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00	00:00:09	00:00:22
45	04:54:50	04:54:50	04:54:50	04:54:50	04:54:50	04:54:50			04:54:50	04:54:50	04:55:04	04:55:04	04:55:04	04:55:04	04:55:04	04:55:04	04:55:15	04:55:15		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
46	04:55:15	04:55:15	04:55:16	04:55:16	04:55:16	04:55:16			04:55:16	04:55:16	04:55:29	04:55:29	04:55:29	04:55:29	04:55:30	04:55:30	04:55:41	04:55:41		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
47	04:55:41	04:55:41	04:55:41	04:55:41	04:55:41	04:55:41			04:55:41	04:55:41	04:55:56	04:55:56	04:55:56	04:55:56	04:55:56	04:55:56	04:56:07	04:56:07		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
48	04:56:07	04:56:07	04:56:07	04:56:07	04:56:08	04:56:08			04:56:08	04:56:08	04:56:22	04:56:22	04:56:22	04:56:22	04:56:22	04:56:22	04:56:35	04:56:35		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:12	00:00:27
49	04:56:35	04:56:35	04:56:35	04:56:35	04:56:35	04:56:35			04:56:35	04:56:35	04:56:49	04:56:49	04:56:49	04:56:49	04:56:49	04:56:49	04:57:01	04:57:01		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
50	04:57:01	04:57:01	04:57:01	04:57:01	04:57:01	04:57:01			04:57:01	04:57:01	04:57:14	04:57:14	04:57:14	04:57:14	04:57:14	04:57:14	04:57:24	04:57:24		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:10	00:00:23
51	04:57:25	04:57:25	04:57:25	04:57:25	04:57:25	04:57:25			04:57:25	04:57:25	04:57:38	04:57:38	04:57:38	04:57:38	04:57:38	04:57:38	04:57:50	04:57:50		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
52	04:57:50	04:57:50	04:57:50	04:57:50	04:57:50	04:57:50			04:57:50	04:57:50	04:58:03	04:58:03	04:58:03	04:58:03	04:58:03	04:58:03	04:58:16	04:58:16		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:25
53	04:58:16	04:58:16	04:58:16	04:58:16	04:58:16	04:58:16			04:58:16	04:58:16	04:58:29	04:58:29	04:58:29	04:58:29	04:58:30	04:58:30	04:58:39	04:58:39		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:09	00:00:23
54	04:58:39	04:58:39	04:58:40	04:58:40	04:58:40	04:58:40			04:58:40	04:58:40	04:58:53	04:58:53	04:58:53	04:58:53	04:58:53	04:58:53	04:59:04	04:59:04		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:10	00:00:24
55	04:59:04	04:59:04	04:59:04	04:59:04	04:59:04	04:59:04			04:59:04	04:59:04	04:59:17	04:59:17	04:59:17	04:59:17	04:59:17	04:59:17	04:59:30	04:59:30		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
56	04:59:30	04:59:30	04:59:30	04:59:30	04:59:30	04:59:30			04:59:30	04:59:30	04:59:45	04:59:45	04:59:45	04:59:45	04:59:45	04:59:45	04:59:57	04:59:57		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:12	00:00:27
57	04:59:57	04:59:57	04:59:57	04:59:57	04:59:57	04:59:57			04:59:57	04:59:57	05:00:10	05:00:10	05:00:10	05:00:10	05:00:11	05:00:11	05:00:23	05:00:23		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:26
58	05:00:23	05:00:23	05:00:23	05:00:23	05:00:24	05:00:24			05:00:24	05:00:24	05:00:37	05:00:37	05:00:37	05:00:37	05:00:37	05:00:37	05:00:48	05:00:48		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
59	05:00:48	05:00:48	05:00:49	05:00:49	05:00:49	05:00:49			05:00:49	05:00:49	05:01:03	05:01:03	05:01:03	05:01:03	05:01:03	05:01:03	05:01:14	05:01:14		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
60	05:01:14	05:01:14	05:01:15	05:01:15	05:01:15	05:01:15	05:01:15	05:01:17	05:01:17	05:01:17	05:01:40	05:01:40	05:01:40	05:01:40	05:01:40	05:01:40	05:01:53	05:01:53		00:00:00	00:00:00	00:00:01	00:00:01	00:00:23	00:00:00	00:00:00	00:00:12	00:00:38
61	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53			05:01:53	05:01:53	05:02:06	05:02:06	05:02:06	05:02:06	05:02:06	05:02:06	05:02:18	05:02:18		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:11	00:00:25
62	05:02:18	05:02:18	05:02:19	05:02:19	05:02:19	05:02:19			05:02:19	05:02:19	05:02:32	05:02:32	05:02:32	05:02:32	05:02:32	05:02:32	05:02:45	05:02:45		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:13	00:00:26
63	05:02:45	05:02:45	05:02:45	05:02:45	05:02:45	05:02:45			05:02:45	05:02:45	05:02:57	05:02:57	05:02:57	05:02:57	05:02:57	05:02:57	05:03:10	05:03:10		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00	00:00:12	00:00:24
64	05:03:10	05:03:10	05:03:10	05:03:10	05:03:10	05:03:10			05:03:10	05:03:10	05:03:23	05:03:23	05:03:23	05:03:23	05:03:23	05:03:23	05:03:36	05:03:36		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
65	05:03:36	05:03:36	05:03:36	05:03:36	05:03:36	05:03:36			05:03:37	05:03:37	05:03:50	05:03:50	05:03:50	05:03:50	05:03:51	05:03:51	05:04:04	05:04:04		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:13	00:00:28
66	05:04:05	05:04:05	05:04:05	05:04:05	05:04:05	05:04:05			05:04:05	05:04:05	05:04:19	05:04:19	05:04:19	05:04:19	05:04:19	05:04:19	05:04:31	05:04:31		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:26
67	05:04:31	05:04:31	05:04:31	05:04:31	05:04:31	05:04:31			05:04:31	05:04:31	05:04:44	05:04:44	05:04:44	05:04:44	05:04:44	05:04:44	05:04:56	05:04:56		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:24
68	05:04:56	05:04:56	05:04:56	05:04:56	05:04:56	05:04:56			05:04:56	05:04:56	05:05:10	05:05:10	05:05:10	05:05:10	05:05:11	05:05:11	05:05:23	05:05:23		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:11	00:00:26
69	05:05:23	05:05:23	05:05:23	05:05:23	05:05:23	05:05:23			05:05:23	05:05:23	05:05:37	05:05:37	05:05:37	05:05:37	05:05:37	05:05:37	05:05:49	05:05:49		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:26
70	05:05:49	05:05:49	05:05:49	05:05:49	05:05:49	05:05:49			05:05:49	05:05:49	05:06:03	05:06:03	05:06:03	05:06:03	05:06:03	05:06:03	05:06:14	05:06:14		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
71	05:06:14	05:06:14	05:06:14	05:06:14	05:06:15	05:06:15			05:06:15	05:06:15	05:06:29	05:06:29	05:06:29	05:06:29	05:06:29	05:06:29	05:06:42	05:06:42		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:12	00:00:27
72	05:06:42	05:06:42	05:06:42	05:06:42	05:06:42	05:06:42			05:06:42	05:06:42	05:06:55	05:06:55	05:06:55	05:06:55	05:06:55	05:06:55	05:07:07	05:07:07		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
73	05:07:07	05:07:07	05:07:07	05:07:07	05:07:07	05:07:07			05:07:07	05:07:07	05:07:21	05:07:21	05:07:21	05:07:21	05:07:21	05:07:21	05:07:32	05:07:32		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:10	00:00:24
74	05:07:32	05:07:32	05:07:32	05:07:32	05:07:32	05:07:32			05:07:32	05:07:32	05:07:46	05:07:46	05:07:46	05:07:46	05:07:47	05:07:47	05:07:57	05:07:57		00:00:00	00:00:00		00:00:00	00:00:14	00:00:00	00:00:00	00:00:10	00:00:25
75	05:07:57	05:07:57	05:07:58	05:07:58	05:07:58	05:07:58			05:07:58	05:07:58	05:08:11	05:08:11	05:08:11	05:08:11	05:08:11	05:08:11	05:08:23	05:08:23		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
76	05:08:23	05:08:23	05:08:24	05:08:24	05:08:24	05:08:24			05:08:24	05:08:24	05:08:37	05:08:37	05:08:37	05:08:37	05:08:37	05:08:37	05:08:49	05:08:49		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
77	05:08:49	05:08:49	05:08:49	05:08:49	05:08:49	05:08:49			05:08:50	05:08:50	05:09:02	05:09:02	05:09:03	05:09:03	05:09:03	05:09:03	05:09:15	05:09:15		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
78	05:09:15	05:09:15	05:09:15	05:09:15	05:09:16	05:09:16			05:09:16	05:09:16	05:09:29	05:09:29	05:09:29	05:09:29	05:09:29	05:09:29	05:09:41	05:09:41		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
79	05:09:41	05:09:41	05:09:41	05:09:41	05:09:41	05:09:41			05:09:41	05:09:41	05:09:55	05:09:55	05:09:55	05:09:55	05:09:55	05:09:55	05:10:07	05:10:07		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
80	05:10:07	05:10:07	05:10:08	05:10:08	05:10:08	05:10:08	05:10:08	05:10:09	05:10:09	05:10:09	05:10:33	05:10:33	05:10:33	05:10:33	05:10:33	05:10:33	05:10:44	05:10:44		00:00:00	00:00:00	00:00:01	00:00:01	00:00:23	00:00:00	00:00:00	00:00:10	00:00:36
81	05:10:44	05:10:44	05:10:44	05:10:44	05:10:45	05:10:45			05:10:45	05:10:45	05:10:58	05:10:58	05:10:58	05:10:58	05:10:58	05:10:58	05:11:11	05:11:11		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
82	05:11:11	05:11:11	05:11:11	05:11:11	05:11:11	05:11:11			05:11:11	05:11:11	05:11:24	05:11:24	05:11:24	05:11:24	05:11:25	05:11:25	05:11:37	05:11:37		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
83	05:11:37	05:11:37	05:11:38	05:11:38	05:11:38	05:11:38			05:11:38	05:11:38	05:11:51	05:11:51	05:11:51	05:11:51	05:11:51	05:11:51	05:12:04	05:12:04		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
84	05:12:04	05:12:04	05:12:04	05:12:04	05:12:05	05:12:05			05:12:05	05:12:05	05:12:18	05:12:18	05:12:18	05:12:18	05:12:18	05:12:18	05:12:31	05:12:31		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:13	00:00:27
85	05:12:31	05:12:31	05:12:32	05:12:32	05:12:32	05:12:32			05:12:32	05:12:32	05:12:45	05:12:45	05:12:45	05:12:45	05:12:45	05:12:45	05:12:57	05:12:57		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:11	00:00:25
86	05:12:57	05:12:57	05:12:57	05:12:57	05:12:58	05:12:58			05:12:58	05:12:58	05:13:10	05:13:10	05:13:10	05:13:10	05:13:11	05:13:11	05:13:23	05:13:23		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
87	05:13:23	05:13:23	05:13:24	05:13:24	05:13:24	05:13:24			05:13:24	05:13:24	05:13:37	05:13:37	05:13:37	05:13:37	05:13:37	05:13:37	05:13:49	05:13:49		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:25
88	05:13:49	05:13:49	05:13:49	05:13:49	05:13:49	05:13:49			05:13:49	05:13:49	05:14:02	05:14:02	05:14:02	05:14:02	05:14:02	05:14:02	05:14:15	05:14:15		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:26
89	05:14:15	05:14:15	05:14:15	05:14:15	05:14:16	05:14:16			05:14:16	05:14:16	05:14:29	05:14:29	05:14:29	05:14:29	05:14:29	05:14:29	05:14:42	05:14:42		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
90	05:14:42	05:14:42	05:14:42	05:14:42	05:14:42	05:14:42			05:14:42	05:14:42	05:14:55	05:14:55	05:14:55	05:14:55	05:14:55	05:14:55	05:15:07	05:15:07		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
