iterations,bike,car,drive_transit,ride_hail,ride_hail_transit,walk,walk_transit
30,0,74.07407407407408,4.337231968810916,11.598440545808966,0,3.8499025341130606,6.140350877192983
31,0,74.73170731707317,4.7317073170731705,11.21951219512195,0,3.6097560975609757,5.7073170731707314
32,0,73.13505607020966,5.021940516821063,12.091662603607997,0,3.5104826913700635,6.240858117991224
33,0,73.64831953239162,4.237700925474915,12.27471992206527,0,3.3122260107160253,6.527033609352167
34,0,74.7800586510264,5.034213098729228,11.143695014662757,0,3.2746823069403717,5.767350928641251
35,0,73.90029325513197,4.594330400782014,11.730205278592376,0,3.763440860215054,6.011730205278592
36,0,74.1825280624695,5.124450951683748,11.127379209370424,0,3.5627135187896535,6.002928257686676
37,0,74.87781036168133,4.643206256109482,11.045943304007821,0,3.2746823069403717,6.158357771260997
38,0,73.76648754274548,4.396678065461651,11.62677088422081,0,3.517342452369321,6.692721055202735
39,0,74.30521696733301,4.778156996587031,11.019015114578254,0,3.364212579229644,6.533398342272062
40,0,74.40273037542661,5.021940516821063,10.433934666016578,0,3.803022915650902,6.338371526084837
41,0,74.51171875,5.56640625,10.546875,0,3.662109375,5.712890625
42,0,73.85365853658537,5.2682926829268295,10.926829268292684,0,4.0,5.951219512195122
43,0,74.76817959980478,4.880429477794046,11.029770619814544,0,3.5627135187896535,5.7589067837969745
44,0,74.36647173489278,4.580896686159844,11.306042884990253,0,3.460038986354776,6.286549707602339
45,0,74.54987834549878,4.671532846715328,10.316301703163017,0,3.6496350364963503,6.81265206812652
46,0,74.4140625,4.443359375,11.328125,0,3.80859375,6.005859375
47,0,74.53476983349657,4.75024485798237,10.871694417238002,0,4.113614103819785,5.729676787463271
48,0,74.70817120622569,4.474708171206226,10.505836575875486,0,3.8910505836575875,6.42023346303502
49,0,73.88349514563107,4.466019417475728,11.067961165048544,0,3.8349514563106797,6.747572815533981
50,0,75.37934410181106,4.503181595692609,10.866372980910425,0,3.866862457170827,5.384238864415076
51,0,74.6964545896066,4.905293831957261,9.61631860126275,0,3.9825157843613406,6.799417192812045
52,0,74.6964545896066,4.613890237979602,10.39339485186984,0,3.1083050024283634,7.18795531811559
53,0,74.21875,4.833984375,11.03515625,0,4.052734375,5.859375
54,0,74.42766682903068,4.968339016074038,10.618606916707257,0,3.7018996590355577,6.28348757915246
55,0,74.98776309348996,4.65002447381302,10.572687224669604,0,4.307391091532061,5.48213411649535
56,0,73.6944851146901,5.075646656905808,11.322596388482186,0,3.953147877013177,5.954123962908736
57,0,75.40185094982952,4.432537749634681,9.936678032148077,0,4.042864101315149,6.186069167072577
58,0,74.74452554744525,4.574209245742092,10.997566909975669,0,3.4549878345498786,6.228710462287105
59,0,75.89592538046146,4.369170348551791,10.309278350515465,0,3.8782523318605793,5.547373588610702
60,0,74.23283000487092,4.529956161714564,10.618606916707257,0,4.335119337554798,6.28348757915246
61,0,75.0,4.248046875,10.546875,0,3.80859375,6.396484375
62,0,76.82508574228319,4.164625183733464,9.603135717785399,0,4.311611954924057,5.095541401273885
63,0,75.87890625,4.150390625,9.9609375,0,3.955078125,6.0546875
64,0,75.48828125,4.150390625,10.546875,0,3.857421875,5.95703125
65,0,74.2439024390244,5.121951219512195,10.634146341463415,0,4.195121951219512,5.804878048780488
66,0,75.71008814887365,4.3095004897159646,10.186092066601372,0,4.06464250734574,5.729676787463271
67,0,75.11002444987776,4.841075794621027,10.17114914425428,0,4.49877750611247,5.378973105134475
68,0,76.11138251099169,4.250122129946263,9.672691744015633,0,4.005862237420615,5.9599413776257935
69,0,76.2278978388998,4.6660117878192535,10.216110019646365,0,4.3713163064833,4.518664047151277
70,0,73.72510927634774,4.905293831957261,10.199125789218067,0,4.468188440990772,6.702282661486159
71,0,75.72056668295066,4.592085979482169,9.477283829995114,0,4.6409379579872985,5.569125549584758
72,0,75.37934410181106,4.1116005873715125,10.572687224669604,0,4.307391091532061,5.628976994615761
73,0,76.02739726027397,4.109589041095891,10.078277886497064,0,4.4520547945205475,5.332681017612525
74,0,74.80544747081711,4.474708171206226,9.630350194552529,0,4.134241245136187,6.955252918287938
75,0,76.26040137053353,5.139500734214391,9.104258443465492,0,4.209495839451787,5.286343612334802
76,0,75.91597459697118,4.445530043966781,9.574987787005373,0,4.298974108451392,5.764533463605276
77,0,74.9147588894301,4.627374573794447,9.644422795908426,0,3.994154895275207,6.819288845591817
78,0,75.1219512195122,4.536585365853658,10.048780487804878,0,4.195121951219512,6.097560975609756
79,0,75.83170254403132,4.9412915851272015,9.29549902152642,0,4.158512720156556,5.772994129158513
80,0,75.47723935389133,4.601076847772883,10.083210964268233,0,4.258443465491924,5.580029368575624
81,0,75.59902200488997,3.765281173594132,10.464547677261614,0,4.49877750611247,5.67237163814181
82,0,74.7809152872444,4.8198636806231745,9.834469328140214,0,4.138266796494644,6.426484907497565
83,0,75.65853658536585,4.585365853658536,9.853658536585366,0,4.341463414634147,5.560975609756097
84,0,76.23713865752082,4.899559039686428,8.81920627143557,0,4.752572268495835,5.291523762861343
85,0,75.20701412566976,4.1889917194349735,9.839259620068193,0,4.578665367754506,6.186069167072577
86,0,76.74305216967333,4.583130180399805,8.581179912237932,0,4.290589956118966,5.802047781569966
87,0,76.50219833903273,4.7874938935026865,8.695652173913043,0,4.054714215925745,5.9599413776257935
88,0,75.98636142230882,4.529956161714564,9.839259620068193,0,4.09157330735509,5.552849488553337
89,0,76.22309197651663,4.060665362035225,9.686888454011742,0,4.549902152641879,5.47945205479452
90,0,75.96294490492443,4.24183325207216,9.556313993174061,0,4.729400292540224,5.509507557289127
91,0,76.10186092066601,4.4564152791381,9.79431929480901,0,4.6523016650342806,4.995102840352596
92,0,75.75462512171373,4.284323271665044,9.639727361246349,0,4.235637779941578,6.085686465433301
93,0,75.5859375,3.759765625,10.25390625,0,4.58984375,5.810546875
94,0,76.32093933463797,4.011741682974559,9.980430528375734,0,4.74559686888454,4.9412915851272015
95,0,76.73509286412512,3.763440860215054,9.3841642228739,0,4.643206256109482,5.474095796676441
96,0,76.6813942071674,4.270986745213549,9.621993127147766,0,4.614629356897398,4.810996563573883
97,0,76.0,4.682926829268292,9.365853658536585,0,4.585365853658536,5.365853658536586
98,0,76.60818713450293,3.508771929824561,9.25925925925926,0,4.483430799220273,6.140350877192983
99,0,76.66666666666667,4.607843137254902,9.607843137254902,0,4.46078431372549,4.6568627450980395
100,0,76.07843137254902,4.215686274509804,10.098039215686274,0,4.852941176470588,4.754901960784314
