TazId,DataType,Value,Hour
210,revenue,0.0,8
210,pricelevel,1.0,9
210,revenue,0.0,9
210,pricelevel,1.0,10
210,revenue,0.0,10
210,pricelevel,1.0,11
210,revenue,0.0,11
210,pricelevel,1.0,12
210,revenue,0.0,12
210,pricelevel,1.0,13
210,revenue,0.0,13
210,pricelevel,1.0,14
210,revenue,0.0,14
210,pricelevel,1.0,15
210,revenue,0.0,15
210,pricelevel,1.0,16
210,revenue,0.0,16
210,pricelevel,1.0,17
210,revenue,0.0,17
210,pricelevel,1.0,18
210,revenue,0.0,18
210,pricelevel,1.0,19
210,revenue,0.0,19
210,pricelevel,1.0,20
210,revenue,0.0,20
210,pricelevel,1.0,21
210,revenue,0.0,21
210,pricelevel,1.0,22
210,revenue,0.0,22
210,pricelevel,1.0,23
210,revenue,0.0,23
210,pricelevel,1.0,24
210,revenue,0.0,24
210,pricelevel,1.0,25
210,revenue,0.0,25
210,pricelevel,1.0,26
210,revenue,0.0,26
210,pricelevel,1.0,27
210,revenue,0.0,27
210,pricelevel,1.0,28
210,revenue,0.0,28
210,pricelevel,1.0,29
210,revenue,0.0,29
210,pricelevel,1.0,30
210,revenue,0.0,30
210,pricelevel,1.0,31
210,revenue,0.0,31
214,pricelevel,1.0,1
214,revenue,0.0,1
214,pricelevel,1.0,2
214,revenue,0.0,2
214,pricelevel,1.0,3
214,revenue,0.0,3
214,pricelevel,1.0,4
214,revenue,0.0,4
214,pricelevel,1.0,5
214,revenue,0.0,5
214,pricelevel,1.0,6
214,revenue,0.0,6
214,pricelevel,1.0,7
214,revenue,0.0,7
214,pricelevel,1.0,8
214,revenue,0.0,8
214,pricelevel,1.0,9
214,revenue,0.0,9
214,pricelevel,1.0,10
214,revenue,0.0,10
214,pricelevel,1.0,11
214,revenue,0.0,11
214,pricelevel,1.0,12
214,revenue,0.0,12
214,pricelevel,1.0,13
214,revenue,0.0,13
214,pricelevel,1.0,14
214,revenue,0.0,14
214,pricelevel,1.0,15
214,revenue,0.0,15
214,pricelevel,1.0,16
214,revenue,0.0,16
214,pricelevel,1.0,17
214,revenue,0.0,17
214,pricelevel,1.0,18
214,revenue,0.0,18
214,pricelevel,1.0,19
214,revenue,0.0,19
214,pricelevel,1.0,20
214,revenue,0.0,20
214,pricelevel,1.0,21
214,revenue,0.0,21
214,pricelevel,1.0,22
214,revenue,0.0,22
214,pricelevel,1.0,23
214,revenue,0.0,23
214,pricelevel,1.0,24
214,revenue,0.0,24
214,pricelevel,1.0,25
214,revenue,0.0,25
214,pricelevel,1.0,26
214,revenue,0.0,26
214,pricelevel,1.0,27
214,revenue,0.0,27
214,pricelevel,1.0,28
214,revenue,0.0,28
214,pricelevel,1.0,29
214,revenue,0.0,29
214,pricelevel,1.0,30
214,revenue,0.0,30
214,pricelevel,1.0,31
214,revenue,0.0,31
220,pricelevel,1.0,1
220,revenue,0.0,1
220,pricelevel,1.0,2
220,revenue,0.0,2
220,pricelevel,1.0,3
220,revenue,0.0,3
220,pricelevel,1.0,4
220,revenue,0.0,4
220,pricelevel,1.0,5
220,revenue,0.0,5
220,pricelevel,1.0,6
220,revenue,0.0,6
220,pricelevel,1.0,7
220,revenue,0.0,7
220,pricelevel,1.0,8
220,revenue,0.0,8
220,pricelevel,1.0,9
220,revenue,0.0,9
220,pricelevel,1.0,10
220,revenue,0.0,10
220,pricelevel,1.0,11
220,revenue,0.0,11
220,pricelevel,1.0,12
220,revenue,0.0,12
220,pricelevel,1.0,13
220,revenue,0.0,13
220,pricelevel,1.0,14
220,revenue,0.0,14
220,pricelevel,1.0,15
220,revenue,0.0,15
220,pricelevel,1.0,16
220,revenue,0.0,16
220,pricelevel,1.0,17
220,revenue,0.0,17
220,pricelevel,1.0,18
220,revenue,0.0,18
220,pricelevel,1.0,19
220,revenue,0.0,19
220,pricelevel,1.0,20
220,revenue,0.0,20
220,pricelevel,1.0,21
220,revenue,0.0,21
220,pricelevel,1.0,22
220,revenue,0.0,22
220,pricelevel,1.0,23
220,revenue,0.0,23
220,pricelevel,1.0,24
220,revenue,0.0,24
220,pricelevel,1.0,25
220,revenue,0.0,25
220,pricelevel,1.0,26
220,revenue,0.0,26
220,pricelevel,1.0,27
220,revenue,0.0,27
220,pricelevel,1.0,28
220,revenue,0.0,28
220,pricelevel,1.0,29
220,revenue,0.0,29
220,pricelevel,1.0,30
220,revenue,0.0,30
220,pricelevel,1.0,31
220,revenue,0.0,31
222,pricelevel,1.0,1
222,revenue,0.0,1
222,pricelevel,1.0,2
222,revenue,0.0,2
222,pricelevel,1.0,3
222,revenue,0.0,3
222,pricelevel,1.0,4
222,revenue,0.0,4
222,pricelevel,1.0,5
222,revenue,0.0,5
222,pricelevel,1.0,6
222,revenue,0.0,6
222,pricelevel,1.0,7
222,revenue,0.0,7
222,pricelevel,1.0,8
222,revenue,0.0,8
222,pricelevel,1.0,9
222,revenue,0.0,9
222,pricelevel,1.0,10
222,revenue,0.0,10
222,pricelevel,1.0,11
222,revenue,0.0,11
222,pricelevel,1.0,12
222,revenue,0.0,12
222,pricelevel,1.0,13
222,revenue,0.0,13
222,pricelevel,1.0,14
222,revenue,0.0,14
222,pricelevel,1.0,15
222,revenue,0.0,15
222,pricelevel,1.0,16
222,revenue,0.0,16
222,pricelevel,1.0,17
222,revenue,0.0,17
222,pricelevel,1.0,18
222,revenue,0.0,18
222,pricelevel,1.0,19
222,revenue,0.0,19
222,pricelevel,1.0,20
222,revenue,0.0,20
222,pricelevel,1.0,21
222,revenue,0.0,21
222,pricelevel,1.0,22
222,revenue,0.0,22
222,pricelevel,1.0,23
222,revenue,0.0,23
222,pricelevel,1.0,24
222,revenue,0.0,24
222,pricelevel,1.0,25
222,revenue,0.0,25
222,pricelevel,1.0,26
222,revenue,0.0,26
222,pricelevel,1.0,27
222,revenue,0.0,27
222,pricelevel,1.0,28
222,revenue,0.0,28
222,pricelevel,1.0,29
222,revenue,0.0,29
222,pricelevel,1.0,30
222,revenue,0.0,30
222,pricelevel,1.0,31
222,revenue,0.0,31
223,pricelevel,1.0,1
223,revenue,0.0,1
223,pricelevel,1.0,2
223,revenue,0.0,2
223,pricelevel,1.0,3
223,revenue,0.0,3
223,pricelevel,1.0,4
223,revenue,0.0,4
223,pricelevel,1.0,5
223,revenue,0.0,5
223,pricelevel,1.0,6
223,revenue,0.0,6
223,pricelevel,1.0,7
223,revenue,0.0,7
223,pricelevel,1.0,8
223,revenue,0.0,8
223,pricelevel,1.0,9
223,revenue,0.0,9
223,pricelevel,1.0,10
223,revenue,0.0,10
223,pricelevel,1.0,11
223,revenue,0.0,11
223,pricelevel,1.0,12
223,revenue,0.0,12
223,pricelevel,1.0,13
223,revenue,0.0,13
223,pricelevel,1.0,14
223,revenue,0.0,14
223,pricelevel,1.0,15
223,revenue,0.0,15
223,pricelevel,1.0,16
223,revenue,0.0,16
223,pricelevel,1.0,17
223,revenue,0.0,17
223,pricelevel,1.0,18
223,revenue,0.0,18
223,pricelevel,1.0,19
223,revenue,0.0,19
223,pricelevel,1.0,20
223,revenue,0.0,20
223,pricelevel,1.0,21
223,revenue,0.0,21
223,pricelevel,1.0,22
223,revenue,0.0,22
223,pricelevel,1.0,23
223,revenue,0.0,23
223,pricelevel,1.0,24
223,revenue,0.0,24
223,pricelevel,1.0,25
223,revenue,0.0,25
223,pricelevel,1.0,26
223,revenue,0.0,26
223,pricelevel,1.0,27
223,revenue,0.0,27
223,pricelevel,1.0,28
223,revenue,0.0,28
223,pricelevel,1.0,29
223,revenue,0.0,29
223,pricelevel,1.0,30
223,revenue,0.0,30
223,pricelevel,1.0,31
223,revenue,0.0,31
228,pricelevel,1.0,1
228,revenue,0.0,1
228,pricelevel,1.0,2
228,revenue,0.0,2
228,pricelevel,1.0,3
228,revenue,0.0,3
228,pricelevel,1.0,4
228,revenue,0.0,4
228,pricelevel,1.0,5
228,revenue,0.0,5
228,pricelevel,1.0,6
228,revenue,0.0,6
228,pricelevel,1.0,7
228,revenue,0.0,7
228,pricelevel,1.0,8
228,revenue,0.0,8
228,pricelevel,1.0,9
228,revenue,0.0,9
228,pricelevel,1.0,10
228,revenue,0.0,10
228,pricelevel,1.0,11
228,revenue,0.0,11
228,pricelevel,1.0,12
228,revenue,0.0,12
228,pricelevel,1.0,13
228,revenue,0.0,13
228,pricelevel,1.0,14
228,revenue,0.0,14
228,pricelevel,1.0,15
228,revenue,0.0,15
228,pricelevel,1.0,16
228,revenue,0.0,16
228,pricelevel,1.0,17
228,revenue,0.0,17
228,pricelevel,1.0,18
228,revenue,0.0,18
228,pricelevel,1.0,19
228,revenue,0.0,19
228,pricelevel,1.0,20
228,revenue,0.0,20
228,pricelevel,1.0,21
228,revenue,0.0,21
228,pricelevel,1.0,22
228,revenue,0.0,22
228,pricelevel,1.0,23
228,revenue,0.0,23
228,pricelevel,1.0,24
228,revenue,0.0,24
228,pricelevel,1.0,25
228,revenue,0.0,25
228,pricelevel,1.0,26
228,revenue,0.0,26
228,pricelevel,1.0,27
228,revenue,0.0,27
228,pricelevel,1.0,28
228,revenue,0.0,28
228,pricelevel,1.0,29
228,revenue,0.0,29
228,pricelevel,1.0,30
228,revenue,0.0,30
228,pricelevel,1.0,31
228,revenue,0.0,31
229,pricelevel,1.0,1
229,revenue,0.0,1
229,pricelevel,1.0,2
229,revenue,0.0,2
229,pricelevel,1.0,3
229,revenue,0.0,3
229,pricelevel,1.0,4
229,revenue,0.0,4
229,pricelevel,1.0,5
229,revenue,0.0,5
229,pricelevel,1.0,6
229,revenue,0.0,6
229,pricelevel,1.0,7
229,revenue,0.0,7
229,pricelevel,1.0,8
229,revenue,0.0,8
229,pricelevel,1.0,9
229,revenue,0.0,9
229,pricelevel,1.0,10
229,revenue,0.0,10
229,pricelevel,1.0,11
229,revenue,0.0,11
229,pricelevel,1.0,12
229,revenue,0.0,12
229,pricelevel,1.0,13
229,revenue,0.0,13
229,pricelevel,1.0,14
229,revenue,0.0,14
229,pricelevel,1.0,15
229,revenue,0.0,15
229,pricelevel,1.0,16
229,revenue,0.0,16
229,pricelevel,1.0,17
229,revenue,0.0,17
229,pricelevel,1.0,18
229,revenue,0.0,18
229,pricelevel,1.0,19
229,revenue,0.0,19
229,pricelevel,1.0,20
229,revenue,0.0,20
229,pricelevel,1.0,21
229,revenue,0.0,21
229,pricelevel,1.0,22
229,revenue,0.0,22
229,pricelevel,1.0,23
229,revenue,0.0,23
229,pricelevel,1.0,24
229,revenue,0.0,24
229,pricelevel,1.0,25
229,revenue,0.0,25
229,pricelevel,1.0,26
229,revenue,0.0,26
229,pricelevel,1.0,27
229,revenue,0.0,27
229,pricelevel,1.0,28
229,revenue,0.0,28
229,pricelevel,1.0,29
229,revenue,0.0,29
229,pricelevel,1.0,30
229,revenue,0.0,30
229,pricelevel,1.0,31
229,revenue,0.0,31
230,pricelevel,1.0,1
230,revenue,0.0,1
230,pricelevel,1.0,2
230,revenue,0.0,2
230,pricelevel,1.0,3
230,revenue,0.0,3
230,pricelevel,1.0,4
230,revenue,0.0,4
230,pricelevel,1.0,5
230,revenue,0.0,5
230,pricelevel,1.0,6
230,revenue,0.0,6
230,pricelevel,1.0,7
230,revenue,0.0,7
230,pricelevel,1.0,8
230,revenue,0.0,8
230,pricelevel,1.0,9
230,revenue,0.0,9
230,pricelevel,1.0,10
230,revenue,0.0,10
230,pricelevel,1.0,11
230,revenue,0.0,11
230,pricelevel,1.0,12
230,revenue,0.0,12
230,pricelevel,1.0,13
230,revenue,0.0,13
230,pricelevel,1.0,14
230,revenue,0.0,14
230,pricelevel,1.0,15
230,revenue,0.0,15
230,pricelevel,1.0,16
230,revenue,0.0,16
230,pricelevel,1.0,17
230,revenue,0.0,17
230,pricelevel,1.0,18
230,revenue,0.0,18
230,pricelevel,1.0,19
230,revenue,0.0,19
230,pricelevel,1.0,20
230,revenue,0.0,20
230,pricelevel,1.0,21
230,revenue,0.0,21
230,pricelevel,1.0,22
230,revenue,0.0,22
230,pricelevel,1.0,23
230,revenue,0.0,23
230,pricelevel,1.0,24
230,revenue,0.0,24
230,pricelevel,1.0,25
230,revenue,0.0,25
230,pricelevel,1.0,26
230,revenue,0.0,26
230,pricelevel,1.0,27
230,revenue,0.0,27
230,pricelevel,1.0,28
230,revenue,0.0,28
230,pricelevel,1.0,29
230,revenue,0.0,29
230,pricelevel,1.0,30
230,revenue,0.0,30
230,pricelevel,1.0,31
230,revenue,0.0,31
231,pricelevel,1.0,1
231,revenue,0.0,1
231,pricelevel,1.0,2
231,revenue,0.0,2
231,pricelevel,1.0,3
231,revenue,0.0,3
231,pricelevel,1.0,4
231,revenue,0.0,4
231,pricelevel,1.0,5
231,revenue,0.0,5
231,pricelevel,1.0,6
231,revenue,0.0,6
231,pricelevel,1.0,7
231,revenue,0.0,7
231,pricelevel,1.0,8
231,revenue,0.0,8
231,pricelevel,1.0,9
231,revenue,0.0,9
231,pricelevel,1.0,10
231,revenue,0.0,10
231,pricelevel,1.0,11
231,revenue,0.0,11
231,pricelevel,1.0,12
231,revenue,0.0,12
231,pricelevel,1.0,13
231,revenue,0.0,13
231,pricelevel,1.0,14
231,revenue,0.0,14
231,pricelevel,1.0,15
231,revenue,0.0,15
231,pricelevel,1.0,16
231,revenue,0.0,16
231,pricelevel,1.0,17
231,revenue,0.0,17
231,pricelevel,1.0,18
231,revenue,0.0,18
231,pricelevel,1.0,19
231,revenue,0.0,19
231,pricelevel,1.0,20
231,revenue,0.0,20
231,pricelevel,1.0,21
231,revenue,0.0,21
231,pricelevel,1.0,22
231,revenue,0.0,22
231,pricelevel,1.0,23
231,revenue,0.0,23
231,pricelevel,1.0,24
231,revenue,0.0,24
231,pricelevel,1.0,25
231,revenue,0.0,25
231,pricelevel,1.0,26
231,revenue,0.0,26
231,pricelevel,1.0,27
231,revenue,0.0,27
231,pricelevel,1.0,28
231,revenue,0.0,28
231,pricelevel,1.0,29
231,revenue,0.0,29
231,pricelevel,1.0,30
231,revenue,0.0,30
231,pricelevel,1.0,31
231,revenue,0.0,31
232,pricelevel,1.0,1
232,revenue,0.0,1
232,pricelevel,1.0,2
232,revenue,0.0,2
232,pricelevel,1.0,3
232,revenue,0.0,3
232,pricelevel,1.0,4
232,revenue,0.0,4
232,pricelevel,1.0,5
232,revenue,0.0,5
232,pricelevel,1.0,6
232,revenue,0.0,6
232,pricelevel,1.0,7
232,revenue,0.0,7
232,pricelevel,1.0,8
232,revenue,0.0,8
232,pricelevel,1.0,9
232,revenue,0.0,9
232,pricelevel,1.0,10
232,revenue,0.0,10
232,pricelevel,1.0,11
232,revenue,0.0,11
232,pricelevel,1.0,12
232,revenue,0.0,12
232,pricelevel,1.0,13
232,revenue,0.0,13
232,pricelevel,1.0,14
232,revenue,0.0,14
232,pricelevel,1.0,15
232,revenue,0.0,15
232,pricelevel,1.0,16
232,revenue,0.0,16
232,pricelevel,1.0,17
232,revenue,0.0,17
232,pricelevel,1.0,18
232,revenue,0.0,18
232,pricelevel,1.0,19
232,revenue,0.0,19
232,pricelevel,1.0,20
232,revenue,0.0,20
232,pricelevel,1.0,21
232,revenue,0.0,21
232,pricelevel,1.0,22
232,revenue,0.0,22
232,pricelevel,1.0,23
232,revenue,0.0,23
232,pricelevel,1.0,24
232,revenue,0.0,24
232,pricelevel,1.0,25
232,revenue,0.0,25
232,pricelevel,1.0,26
232,revenue,0.0,26
232,pricelevel,1.0,27
232,revenue,0.0,27
232,pricelevel,1.0,28
232,revenue,0.0,28
232,pricelevel,1.0,29
232,revenue,0.0,29
232,pricelevel,1.0,30
232,revenue,0.0,30
232,pricelevel,1.0,31
232,revenue,0.0,31
233,pricelevel,1.0,1
233,revenue,0.0,1
233,pricelevel,1.0,2
233,revenue,0.0,2
233,pricelevel,1.0,3
233,revenue,0.0,3
233,pricelevel,1.0,4
233,revenue,0.0,4
233,pricelevel,1.0,5
233,revenue,0.0,5
233,pricelevel,1.0,6
233,revenue,0.0,6
233,pricelevel,1.0,7
233,revenue,0.0,7
233,pricelevel,1.0,8
233,revenue,0.0,8
233,pricelevel,1.0,9
233,revenue,0.0,9
233,pricelevel,1.0,10
233,revenue,0.0,10
233,pricelevel,1.0,11
233,revenue,0.0,11
233,pricelevel,1.0,12
233,revenue,0.0,12
233,pricelevel,1.0,13
233,revenue,0.0,13
233,pricelevel,1.0,14
233,revenue,0.0,14
233,pricelevel,1.0,15
233,revenue,0.0,15
233,pricelevel,1.0,16
233,revenue,0.0,16
233,pricelevel,1.0,17
233,revenue,0.0,17
233,pricelevel,1.0,18
233,revenue,0.0,18
233,pricelevel,1.0,19
233,revenue,0.0,19
233,pricelevel,1.0,20
233,revenue,0.0,20
233,pricelevel,1.0,21
233,revenue,0.0,21
233,pricelevel,1.0,22
233,revenue,0.0,22
233,pricelevel,1.0,23
233,revenue,0.0,23
233,pricelevel,1.0,24
233,revenue,0.0,24
233,pricelevel,1.0,25
233,revenue,0.0,25
233,pricelevel,1.0,26
233,revenue,0.0,26
233,pricelevel,1.0,27
233,revenue,0.0,27
233,pricelevel,1.0,28
233,revenue,0.0,28
233,pricelevel,1.0,29
233,revenue,0.0,29
233,pricelevel,1.0,30
233,revenue,0.0,30
233,pricelevel,1.0,31
233,revenue,0.0,31
234,pricelevel,1.0,1
234,revenue,0.0,1
234,pricelevel,1.0,2
234,revenue,0.0,2
234,pricelevel,1.0,3
234,revenue,0.0,3
234,pricelevel,1.0,4
234,revenue,0.0,4
234,pricelevel,1.0,5
234,revenue,0.0,5
234,pricelevel,1.0,6
234,revenue,0.0,6
234,pricelevel,1.0,7
234,revenue,0.0,7
234,pricelevel,1.0,8
234,revenue,0.0,8
234,pricelevel,1.0,9
234,revenue,0.0,9
234,pricelevel,1.0,10
234,revenue,0.0,10
234,pricelevel,1.0,11
234,revenue,0.0,11
234,pricelevel,1.0,12
234,revenue,0.0,12
234,pricelevel,1.0,13
234,revenue,0.0,13
234,pricelevel,1.0,14
234,revenue,0.0,14
234,pricelevel,1.0,15
234,revenue,0.0,15
234,pricelevel,1.0,16
234,revenue,0.0,16
234,pricelevel,1.0,17
234,revenue,0.0,17
234,pricelevel,1.0,18
234,revenue,0.0,18
234,pricelevel,1.0,19
234,revenue,0.0,19
234,pricelevel,1.0,20
234,revenue,0.0,20
234,pricelevel,1.0,21
234,revenue,0.0,21
234,pricelevel,1.0,22
234,revenue,0.0,22
234,pricelevel,1.0,23
234,revenue,0.0,23
234,pricelevel,1.0,24
234,revenue,0.0,24
234,pricelevel,1.0,25
234,revenue,0.0,25
234,pricelevel,1.0,26
234,revenue,0.0,26
234,pricelevel,1.0,27
234,revenue,0.0,27
234,pricelevel,1.0,28
234,revenue,0.0,28
234,pricelevel,1.0,29
234,revenue,0.0,29
234,pricelevel,1.0,30
234,revenue,0.0,30
234,pricelevel,1.0,31
234,revenue,0.0,31
239,pricelevel,1.0,1
239,revenue,0.0,1
239,pricelevel,1.0,2
239,revenue,0.0,2
239,pricelevel,1.0,3
239,revenue,0.0,3
239,pricelevel,1.0,4
239,revenue,0.0,4
239,pricelevel,1.0,5
239,revenue,0.0,5
239,pricelevel,1.0,6
239,revenue,0.0,6
239,pricelevel,1.0,7
239,revenue,0.0,7
239,pricelevel,1.0,8
239,revenue,0.0,8
239,pricelevel,1.0,9
239,revenue,0.0,9
239,pricelevel,1.0,10
239,revenue,0.0,10
239,pricelevel,1.0,11
239,revenue,0.0,11
239,pricelevel,1.0,12
239,revenue,0.0,12
239,pricelevel,1.0,13
239,revenue,0.0,13
239,pricelevel,1.0,14
239,revenue,0.0,14
239,pricelevel,1.0,15
239,revenue,0.0,15
239,pricelevel,1.0,16
239,revenue,0.0,16
239,pricelevel,1.0,17
239,revenue,0.0,17
239,pricelevel,1.0,18
239,revenue,0.0,18
239,pricelevel,1.0,19
239,revenue,0.0,19
239,pricelevel,1.0,20
239,revenue,0.0,20
239,pricelevel,1.0,21
239,revenue,0.0,21
239,pricelevel,1.0,22
239,revenue,0.0,22
239,pricelevel,1.0,23
239,revenue,0.0,23
239,pricelevel,1.0,24
239,revenue,0.0,24
239,pricelevel,1.0,25
239,revenue,0.0,25
239,pricelevel,1.0,26
239,revenue,0.0,26
239,pricelevel,1.0,27
239,revenue,0.0,27
239,pricelevel,1.0,28
239,revenue,0.0,28
239,pricelevel,1.0,29
239,revenue,0.0,29
239,pricelevel,1.0,30
239,revenue,0.0,30
239,pricelevel,1.0,31
239,revenue,0.0,31
241,pricelevel,1.0,1
241,revenue,0.0,1
241,pricelevel,1.0,2
241,revenue,0.0,2
241,pricelevel,1.0,3
241,revenue,0.0,3
241,pricelevel,1.0,4
241,revenue,0.0,4
241,pricelevel,1.0,5
241,revenue,0.0,5
241,pricelevel,1.0,6
241,revenue,0.0,6
241,pricelevel,1.0,7
241,revenue,0.0,7
241,pricelevel,1.0,8
241,revenue,0.0,8
241,pricelevel,1.0,9
241,revenue,0.0,9
241,pricelevel,1.0,10
241,revenue,0.0,10
241,pricelevel,1.0,11
241,revenue,0.0,11
241,pricelevel,1.0,12
241,revenue,0.0,12
241,pricelevel,1.0,13
241,revenue,0.0,13
241,pricelevel,1.0,14
241,revenue,0.0,14
241,pricelevel,1.0,15
241,revenue,0.0,15
241,pricelevel,1.0,16
241,revenue,0.0,16
241,pricelevel,1.0,17
241,revenue,0.0,17
241,pricelevel,1.0,18
241,revenue,0.0,18
241,pricelevel,1.0,19
241,revenue,0.0,19
241,pricelevel,1.0,20
241,revenue,0.0,20
241,pricelevel,1.0,21
241,revenue,0.0,21
241,pricelevel,1.0,22
241,revenue,0.0,22
241,pricelevel,1.0,23
241,revenue,0.0,23
241,pricelevel,1.0,24
241,revenue,0.0,24
241,pricelevel,1.0,25
241,revenue,0.0,25
241,pricelevel,1.0,26
241,revenue,0.0,26
241,pricelevel,1.0,27
241,revenue,0.0,27
241,pricelevel,1.0,28
241,revenue,0.0,28
241,pricelevel,1.0,29
241,revenue,0.0,29
241,pricelevel,1.0,30
241,revenue,0.0,30
241,pricelevel,1.0,31
241,revenue,0.0,31
242,pricelevel,1.0,1
242,revenue,0.0,1
242,pricelevel,1.0,2
242,revenue,0.0,2
242,pricelevel,1.0,3
242,revenue,0.0,3
242,pricelevel,1.0,4
242,revenue,0.0,4
242,pricelevel,1.0,5
242,revenue,0.0,5
242,pricelevel,1.0,6
242,revenue,0.0,6
242,pricelevel,1.0,7
242,revenue,0.0,7
242,pricelevel,1.0,8
242,revenue,0.0,8
242,pricelevel,1.0,9
242,revenue,0.0,9
242,pricelevel,1.0,10
242,revenue,0.0,10
242,pricelevel,1.0,11
242,revenue,0.0,11
242,pricelevel,1.0,12
242,revenue,0.0,12
242,pricelevel,1.0,13
242,revenue,0.0,13
242,pricelevel,1.0,14
242,revenue,0.0,14
242,pricelevel,1.0,15
242,revenue,0.0,15
242,pricelevel,1.0,16
242,revenue,0.0,16
242,pricelevel,1.0,17
242,revenue,0.0,17
242,pricelevel,1.0,18
242,revenue,0.0,18
242,pricelevel,1.0,19
242,revenue,0.0,19
242,pricelevel,1.0,20
242,revenue,0.0,20
242,pricelevel,1.0,21
242,revenue,0.0,21
242,pricelevel,1.0,22
242,revenue,0.0,22
242,pricelevel,1.0,23
242,revenue,0.0,23
242,pricelevel,1.0,24
242,revenue,0.0,24
242,pricelevel,1.0,25
242,revenue,0.0,25
242,pricelevel,1.0,26
242,revenue,0.0,26
242,pricelevel,1.0,27
242,revenue,0.0,27
242,pricelevel,1.0,28
242,revenue,0.0,28
242,pricelevel,1.0,29
242,revenue,0.0,29
242,pricelevel,1.0,30
242,revenue,0.0,30
242,pricelevel,1.0,31
242,revenue,0.0,31
244,pricelevel,1.0,1
244,revenue,0.0,1
244,pricelevel,1.0,2
244,revenue,0.0,2
244,pricelevel,1.0,3
244,revenue,0.0,3
244,pricelevel,1.0,4
244,revenue,0.0,4
244,pricelevel,1.0,5
244,revenue,0.0,5
244,pricelevel,1.0,6
244,revenue,0.0,6
244,pricelevel,1.0,7
244,revenue,0.0,7
244,pricelevel,1.0,8
244,revenue,0.0,8
244,pricelevel,1.0,9
244,revenue,0.0,9
244,pricelevel,1.0,10
244,revenue,0.0,10
244,pricelevel,1.0,11
244,revenue,0.0,11
244,pricelevel,1.0,12
244,revenue,0.0,12
244,pricelevel,1.0,13
244,revenue,0.0,13
244,pricelevel,1.0,14
244,revenue,0.0,14
244,pricelevel,1.0,15
244,revenue,0.0,15
244,pricelevel,1.0,16
244,revenue,0.0,16
244,pricelevel,1.0,17
244,revenue,0.0,17
244,pricelevel,1.0,18
244,revenue,0.0,18
244,pricelevel,1.0,19
244,revenue,0.0,19
244,pricelevel,1.0,20
244,revenue,0.0,20
244,pricelevel,1.0,21
244,revenue,0.0,21
244,pricelevel,1.0,22
244,revenue,0.0,22
244,pricelevel,1.0,23
244,revenue,0.0,23
244,pricelevel,1.0,24
244,revenue,0.0,24
244,pricelevel,1.0,25
244,revenue,0.0,25
244,pricelevel,1.0,26
244,revenue,0.0,26
244,pricelevel,1.0,27
244,revenue,0.0,27
244,pricelevel,1.0,28
244,revenue,0.0,28
244,pricelevel,1.0,29
244,revenue,0.0,29
244,pricelevel,1.0,30
244,revenue,0.0,30
244,pricelevel,1.0,31
244,revenue,0.0,31
245,pricelevel,1.0,1
245,revenue,0.0,1
245,pricelevel,1.0,2
245,revenue,0.0,2
245,pricelevel,1.0,3
245,revenue,0.0,3
245,pricelevel,1.0,4
245,revenue,0.0,4
245,pricelevel,1.0,5
245,revenue,0.0,5
245,pricelevel,1.0,6
245,revenue,0.0,6
245,pricelevel,1.0,7
245,revenue,0.0,7
245,pricelevel,1.0,8
245,revenue,0.0,8
245,pricelevel,1.0,9
245,revenue,0.0,9
245,pricelevel,1.0,10
245,revenue,0.0,10
