fromX,fromY,toX,toY,freespeed,capacity
-96.7860381,43.5256735,-96.7861557,43.5256737,3.4722222222222223,600.0
-96.7861557,43.5256737,-96.7860381,43.5256735,3.4722222222222223,600.0
-96.770567,43.5728909,-96.7692224,43.5704994,3.4722222222222223,300.0
-96.7692224,43.5704994,-96.770567,43.5728909,3.4722222222222223,300.0
-96.7911385,43.6085673,-96.7909715,43.608567,6.172839506172839,750.0
-96.7113211,43.5981683,-96.7174318,43.5978964,3.4722222222222223,300.0
-96.7246884,43.5150478,-96.7246821,43.5149336,2.7777777777777777,300.0
-96.7174318,43.5978964,-96.7113211,43.5981683,3.4722222222222223,300.0
-96.7262631,43.5185252,-96.7312669,43.5185203,3.4722222222222223,300.0
-96.7193835,43.500312,-96.713525,43.5003213,4.62962962962963,1000.0
-96.7312669,43.5185203,-96.7262631,43.5185252,3.4722222222222223,300.0
-96.713525,43.5003213,-96.7193835,43.500312,4.62962962962963,1000.0
-96.7261809,43.5175206,-96.7262631,43.5185252,2.7777777777777777,300.0
-96.7111002,43.580431,-96.7112572,43.5810155,4.62962962962963,1000.0
-96.7262631,43.5185252,-96.7261809,43.5175206,2.7777777777777777,300.0
-96.7112572,43.5810155,-96.7111002,43.580431,4.62962962962963,1000.0
-96.7262268,43.5221207,-96.7212708,43.5221205,3.4722222222222223,300.0
-96.7843606,43.5439684,-96.7859416,43.5439716,6.172839506172839,2250.0
-96.7212708,43.5221205,-96.7262268,43.5221207,3.4722222222222223,300.0
-96.7408273,43.5632722,-96.7414904,43.5634488,3.8580246913580245,2000.0
-96.7859416,43.5439716,-96.7843606,43.5439684,6.172839506172839,2250.0
-96.751661,43.5558009,-96.7526332,43.5550421,3.4722222222222223,300.0
-96.7526332,43.5550421,-96.751661,43.5558009,3.4722222222222223,300.0
-96.7725629,43.5722053,-96.7723873,43.5724897,3.4722222222222223,300.0
-96.7723873,43.5724897,-96.7725629,43.5722053,3.4722222222222223,300.0
-96.7802135,43.5475216,-96.7800837,43.5444349,18.055555555555554,6000.0
-96.7148063,43.5621088,-96.7181418,43.5621145,3.4722222222222223,300.0
-96.7800837,43.5444349,-96.7802135,43.5475216,18.055555555555554,6000.0
-96.7692444,43.6017671,-96.7705119,43.6017589,4.62962962962963,1000.0
-96.7705119,43.6017589,-96.7692444,43.6017671,4.62962962962963,1000.0
-96.7611682,43.5474297,-96.7611481,43.5458962,4.62962962962963,1000.0
-96.7909078,43.5476023,-96.790909,43.5476899,4.62962962962963,1000.0
-96.7549687,43.5638822,-96.755998,43.5639482,6.172839506172839,1500.0
-96.790909,43.5476899,-96.7909078,43.5476023,4.62962962962963,1000.0
-96.755998,43.5639482,-96.7549687,43.5638822,6.172839506172839,1500.0
-96.7860313,43.5602306,-96.7860355,43.5620039,3.4722222222222223,300.0
-96.700144,43.5296757,-96.7015858,43.5278836,18.055555555555554,6000.0
-96.7860355,43.5620039,-96.7860313,43.5602306,3.4722222222222223,300.0
-96.7015858,43.5278836,-96.700144,43.5296757,18.055555555555554,6000.0
-96.7313999,43.5221266,-96.731288,43.5221265,3.4722222222222223,300.0
-96.7114312,43.569667,-96.7163824,43.5696826,3.4722222222222223,300.0
-96.731288,43.5221265,-96.7313999,43.5221266,3.4722222222222223,300.0
-96.7163824,43.5696826,-96.7114312,43.569667,3.4722222222222223,300.0
-96.7611307,43.5165556,-96.7611073,43.5148318,4.62962962962963,1000.0
-96.7173014,43.591041,-96.721333,43.5910639,3.4722222222222223,300.0
-96.7611073,43.5148318,-96.7611307,43.5165556,4.62962962962963,1000.0
-96.7611904,43.6054702,-96.7611702,43.6019774,3.4722222222222223,300.0
-96.7262436,43.5252804,-96.7262813,43.5252803,2.7777777777777777,300.0
-96.7859416,43.5439716,-96.7865932,43.5439734,6.172839506172839,2250.0
-96.7262813,43.5252803,-96.7262436,43.5252804,2.7777777777777777,300.0
-96.7865932,43.5439734,-96.7859416,43.5439716,6.172839506172839,2250.0
-96.7262839,43.5273052,-96.726282,43.5257719,3.4722222222222223,300.0
-96.7561631,43.5221133,-96.7611792,43.5221059,3.4722222222222223,300.0
-96.726282,43.5257719,-96.7262839,43.5273052,3.4722222222222223,300.0
-96.7611792,43.5221059,-96.7561631,43.5221133,3.4722222222222223,300.0
-96.7262444,43.5273053,-96.7262839,43.5273052,2.7777777777777777,300.0
-96.7612234,43.5644689,-96.7652181,43.5658093,6.172839506172839,1500.0
-96.7262839,43.5273052,-96.7262444,43.5273053,2.7777777777777777,300.0
-96.7652181,43.5658093,-96.7612234,43.5644689,6.172839506172839,1500.0
-96.7611481,43.5458962,-96.7611682,43.5474297,4.62962962962963,1000.0
-96.68459,43.5003683,-96.6878073,43.500376,4.62962962962963,1000.0
-96.6878073,43.500376,-96.68459,43.5003683,4.62962962962963,1000.0
-96.7911347,43.6084754,-96.7911334,43.6083248,4.62962962962963,1000.0
-96.7911334,43.6083248,-96.7911347,43.6084754,4.62962962962963,1000.0
-96.722611,43.5730279,-96.7213782,43.5730204,3.4722222222222223,300.0
-96.7262867,43.5294228,-96.73129,43.5294221,4.62962962962963,1000.0
-96.6941465,43.5466921,-96.6940867,43.5466603,6.172839506172839,750.0
-96.7268492,43.5525345,-96.7268366,43.5512244,3.4722222222222223,300.0
-96.6940867,43.5466603,-96.6941465,43.5466921,6.172839506172839,750.0
-96.7268366,43.5512244,-96.7268492,43.5525345,3.4722222222222223,300.0
-96.767974,43.5675041,-96.7680479,43.5673882,3.4722222222222223,300.0
-96.7680479,43.5673882,-96.767974,43.5675041,3.4722222222222223,300.0
-96.681354,43.5147803,-96.6826661,43.5147761,3.4722222222222223,300.0
-96.6826661,43.5147761,-96.681354,43.5147803,3.4722222222222223,300.0
-96.781046,43.5872801,-96.781046,43.5873986,3.4722222222222223,600.0
-96.6912756,43.500166,-96.6878073,43.500376,4.62962962962963,1000.0
-96.781046,43.5873986,-96.781046,43.5872801,3.4722222222222223,600.0
-96.6878073,43.500376,-96.6912756,43.500166,4.62962962962963,1000.0
-96.7737595,43.6005807,-96.7712362,43.6023052,6.172839506172839,750.0
-96.7014503,43.6019144,-96.7014623,43.5982282,3.4722222222222223,300.0
-96.7712362,43.6023052,-96.7737595,43.6005807,6.172839506172839,750.0
-96.7014623,43.5982282,-96.7014503,43.6019144,3.4722222222222223,300.0
-96.7909709,43.6084763,-96.7909508,43.6055434,4.62962962962963,1000.0
-96.790953,43.5445392,-96.790931,43.5462379,4.62962962962963,1000.0
-96.7909508,43.6055434,-96.7909709,43.6084763,4.62962962962963,1000.0
-96.790931,43.5462379,-96.790953,43.5445392,4.62962962962963,1000.0
-96.7181418,43.5621145,-96.7148063,43.5621088,3.4722222222222223,300.0
-96.7806472,43.5911126,-96.780248,43.5947002,3.4722222222222223,300.0
-96.780248,43.5947002,-96.7806472,43.5911126,3.4722222222222223,300.0
-96.73871,43.5710989,-96.740581,43.5692519,3.4722222222222223,300.0
-96.740581,43.5692519,-96.73871,43.5710989,3.4722222222222223,300.0
-96.7401316,43.5637976,-96.737865,43.5643479,3.4722222222222223,300.0
-96.737865,43.5643479,-96.7401316,43.5637976,3.4722222222222223,300.0
-96.7512421,43.529437,-96.751246,43.5330754,3.4722222222222223,300.0
-96.751246,43.5330754,-96.7512421,43.529437,3.4722222222222223,300.0
-96.745594,43.5690149,-96.747277,43.5699269,3.4722222222222223,300.0
-96.747277,43.5699269,-96.745594,43.5690149,3.4722222222222223,300.0
-96.7649768,43.5329902,-96.7612291,43.533032,3.4722222222222223,300.0
-96.7612291,43.533032,-96.7649768,43.5329902,3.4722222222222223,300.0
-96.7336566,43.5112224,-96.7312252,43.5117649,3.4722222222222223,600.0
-96.7572773,43.4996896,-96.7528722,43.50035,3.4722222222222223,300.0
-96.7312252,43.5117649,-96.7336566,43.5112224,3.4722222222222223,600.0
-96.7028411,43.5260731,-96.7010636,43.5291418,18.055555555555554,4000.0
-96.7108413,43.6129622,-96.7107488,43.6163258,6.172839506172839,750.0
-96.7010636,43.5291418,-96.7028411,43.5260731,18.055555555555554,4000.0
-96.7107488,43.6163258,-96.7108413,43.6129622,6.172839506172839,750.0
-96.779863,43.5148261,-96.7794484,43.5148263,6.172839506172839,1500.0
-96.7794484,43.5148263,-96.779863,43.5148261,6.172839506172839,1500.0
-96.7420738,43.5636573,-96.7371835,43.5636814,6.172839506172839,1500.0
-96.7371835,43.5636814,-96.7420738,43.5636573,6.172839506172839,1500.0
-96.7526332,43.5550421,-96.7512586,43.5540989,3.4722222222222223,300.0
-96.7285546,43.5776939,-96.7289534,43.5777363,4.62962962962963,1000.0
-96.7512586,43.5540989,-96.7526332,43.5550421,3.4722222222222223,300.0
-96.7289534,43.5777363,-96.7285546,43.5776939,4.62962962962963,1000.0
-96.779596,43.5589289,-96.7793781,43.5589056,4.62962962962963,1000.0
-96.7808065,43.5462697,-96.7807404,43.5474945,6.172839506172839,750.0
-96.7793781,43.5589056,-96.779596,43.5589289,4.62962962962963,1000.0
-96.7807404,43.5474945,-96.7808065,43.5462697,6.172839506172839,750.0
-96.7781562,43.5727919,-96.7784703,43.572228,3.4722222222222223,300.0
-96.73129,43.5294221,-96.7262867,43.5294228,4.62962962962963,1000.0
-96.7784703,43.572228,-96.7781562,43.5727919,3.4722222222222223,300.0
-96.7213782,43.5730204,-96.722611,43.5730279,3.4722222222222223,300.0
-96.7213699,43.570973,-96.7215855,43.5702796,4.62962962962963,1000.0
-96.7215855,43.5702796,-96.7213699,43.570973,4.62962962962963,1000.0
-96.737092,43.5459767,-96.737099,43.5472808,3.4722222222222223,300.0
-96.737099,43.5472808,-96.737092,43.5459767,3.4722222222222223,300.0
-96.692443,43.5366217,-96.692443,43.5366648,2.7777777777777777,300.0
-96.6818696,43.5439448,-96.6852003,43.5439459,3.4722222222222223,300.0
-96.7298177,43.5485721,-96.7298095,43.547293,3.4722222222222223,900.0
-96.7748295,43.5666255,-96.7748189,43.5653494,3.4722222222222223,300.0
-96.7298095,43.547293,-96.7298177,43.5485721,3.4722222222222223,900.0
-96.7748189,43.5653494,-96.7748295,43.5666255,3.4722222222222223,300.0
-96.7299106,43.5641238,-96.7313389,43.5640983,4.62962962962963,1000.0
-96.7705432,43.6072378,-96.7698968,43.604564,6.172839506172839,750.0
-96.7313389,43.5640983,-96.7299106,43.5641238,4.62962962962963,1000.0
-96.7698968,43.604564,-96.7705432,43.6072378,6.172839506172839,750.0
-96.6949467,43.5467536,-96.6945123,43.5471604,6.172839506172839,750.0
-96.6945123,43.5471604,-96.6949467,43.5467536,6.172839506172839,750.0
-96.7460897,43.5113435,-96.7460387,43.5078271,3.4722222222222223,300.0
-96.7460387,43.5078271,-96.7460897,43.5113435,3.4722222222222223,300.0
-96.746032,43.5068819,-96.7430554,43.5076908,3.4722222222222223,300.0
-96.7512458,43.5331745,-96.751246,43.5330754,3.4722222222222223,300.0
-96.7430554,43.5076908,-96.746032,43.5068819,3.4722222222222223,300.0
-96.751246,43.5330754,-96.7512458,43.5331745,3.4722222222222223,300.0
-96.692443,43.5366648,-96.6935808,43.5366627,3.4722222222222223,300.0
-96.7311005,43.5002925,-96.725242,43.5003024,4.62962962962963,1000.0
-96.6935808,43.5366627,-96.692443,43.5366648,3.4722222222222223,300.0
-96.725242,43.5003024,-96.7311005,43.5002925,4.62962962962963,1000.0
-96.7528722,43.50035,-96.7572773,43.4996896,3.4722222222222223,300.0
-96.779886,43.600027,-96.7806175,43.5999547,3.4722222222222223,300.0
-96.7806175,43.5999547,-96.779886,43.600027,3.4722222222222223,300.0
-96.719953,43.5551406,-96.7199164,43.555954,3.4722222222222223,300.0
-96.7199164,43.555954,-96.719953,43.5551406,3.4722222222222223,300.0
-96.6820659,43.536656,-96.6851659,43.5366597,3.4722222222222223,300.0
-96.6851659,43.5366597,-96.6820659,43.536656,3.4722222222222223,300.0
-96.7743976,43.5251787,-96.7745392,43.5251177,3.4722222222222223,300.0
-96.7709034,43.58744,-96.7705419,43.5873732,6.172839506172839,750.0
-96.7745392,43.5251177,-96.7743976,43.5251787,3.4722222222222223,300.0
-96.744173,43.5011563,-96.745943,43.5043423,3.4722222222222223,300.0
-96.7721489,43.5755573,-96.7751052,43.572317,18.055555555555554,6000.0
-96.745943,43.5043423,-96.744173,43.5011563,3.4722222222222223,300.0
-96.7751052,43.572317,-96.7721489,43.5755573,18.055555555555554,6000.0
-96.7561926,43.5439209,-96.7512294,43.54394,6.172839506172839,1500.0
-96.6878932,43.5002568,-96.6878073,43.500376,4.62962962962963,1000.0
-96.7512294,43.54394,-96.7561926,43.5439209,6.172839506172839,1500.0
-96.6878073,43.500376,-96.6878932,43.5002568,4.62962962962963,1000.0
-96.7805115,43.553616,-96.7804313,43.556425,6.172839506172839,750.0
-96.7804313,43.556425,-96.7805115,43.553616,6.172839506172839,750.0
-96.6851659,43.5366597,-96.6851659,43.53684,2.7777777777777777,300.0
-96.7013951,43.5838317,-96.7013919,43.5801802,3.4722222222222223,300.0
-96.7013919,43.5801802,-96.7013951,43.5838317,3.4722222222222223,300.0
-96.771063,43.5683119,-96.7710564,43.5695474,3.4722222222222223,300.0
-96.6979637,43.5982967,-96.6979633,43.6019194,3.4722222222222223,600.0
-96.7710564,43.5695474,-96.771063,43.5683119,3.4722222222222223,300.0
-96.6979633,43.6019194,-96.6979637,43.5982967,3.4722222222222223,600.0
-96.737105,43.5485892,-96.737099,43.5472808,3.4722222222222223,300.0
-96.6852003,43.5439459,-96.6818696,43.5439448,3.4722222222222223,300.0
-96.737099,43.5472808,-96.737105,43.5485892,3.4722222222222223,300.0
-96.692443,43.5366648,-96.692443,43.5366217,2.7777777777777777,300.0
-96.6906256,43.5366658,-96.6864226,43.5366612,3.4722222222222223,300.0
-96.6864226,43.5366612,-96.6906256,43.5366658,3.4722222222222223,300.0
-96.6906257,43.5366242,-96.6906256,43.5366658,2.7777777777777777,300.0
-96.6906256,43.5366658,-96.6906257,43.5366242,2.7777777777777777,300.0
-96.6851659,43.5366597,-96.6864226,43.5366612,3.4722222222222223,300.0
-96.6864226,43.5366612,-96.6851659,43.5366597,3.4722222222222223,300.0
-96.6851659,43.53684,-96.6851659,43.5366597,2.7777777777777777,300.0
-96.6769368,43.5366043,-96.6795714,43.5368208,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6769368,43.5366043,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.7489827,43.5656985,-96.749806,43.5649238,3.4722222222222223,300.0
-96.7700857,43.6124049,-96.7696482,43.6126156,6.172839506172839,750.0
-96.7113898,43.5513626,-96.7113904,43.5512099,4.62962962962963,1000.0
-96.7696482,43.6126156,-96.7700857,43.6124049,6.172839506172839,750.0
-96.7113904,43.5512099,-96.7113898,43.5513626,4.62962962962963,1000.0
-96.7709833,43.5914012,-96.7708906,43.5878056,18.055555555555554,6000.0
-96.7114148,43.6063251,-96.7113244,43.6069064,6.172839506172839,1500.0
-96.7708906,43.5878056,-96.7709833,43.5914012,18.055555555555554,6000.0
-96.7113244,43.6069064,-96.7114148,43.6063251,6.172839506172839,1500.0
-96.736705,43.5671719,-96.738686,43.5652469,3.4722222222222223,300.0
-96.7431593,43.5440202,-96.7423305,43.5440338,6.172839506172839,1500.0
-96.738686,43.5652469,-96.736705,43.5671719,3.4722222222222223,300.0
-96.7423305,43.5440338,-96.7431593,43.5440202,6.172839506172839,1500.0
-96.7285471,43.5762908,-96.7285546,43.5776939,6.172839506172839,1500.0
-96.7285546,43.5776939,-96.7285471,43.5762908,6.172839506172839,1500.0
-96.7267762,43.5459989,-96.7259946,43.5459982,6.172839506172839,750.0
-96.7259946,43.5459982,-96.7267762,43.5459989,6.172839506172839,750.0
-96.7916,43.605547,-96.7928601,43.6054066,3.4722222222222223,300.0
-96.7332416,43.5847762,-96.7291561,43.5847621,3.4722222222222223,300.0
-96.7928601,43.6054066,-96.7916,43.605547,3.4722222222222223,300.0
-96.7291561,43.5847621,-96.7332416,43.5847762,3.4722222222222223,300.0
-96.7705419,43.5873732,-96.7709034,43.58744,6.172839506172839,750.0
-96.6820659,43.5367778,-96.6820659,43.536656,2.7777777777777777,300.0
-96.6820659,43.536656,-96.6820659,43.5367778,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6795415,43.5366182,-96.6795714,43.5368208,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6795415,43.5366182,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6798507,43.5295413,-96.6798507,43.5295413,4.62962962962963,1000.0
-96.711361,43.5412905,-96.7086228,43.5394974,4.62962962962963,1000.0
-96.6798507,43.5295413,-96.6798507,43.5295413,4.62962962962963,1000.0
-96.7086228,43.5394974,-96.711361,43.5412905,4.62962962962963,1000.0
-96.6715298,43.5296196,-96.6798507,43.5295413,2.7777777777777777,300.0
-96.6945666,43.6019183,-96.6979633,43.6019194,3.4722222222222223,300.0
-96.6798507,43.5295413,-96.6715298,43.5296196,2.7777777777777777,300.0
-96.743466,43.5439713,-96.7467717,43.5439596,6.172839506172839,1500.0
-96.7467717,43.5439596,-96.743466,43.5439713,6.172839506172839,1500.0
-96.7260329,43.6029278,-96.7243049,43.6027911,3.4722222222222223,300.0
-96.7243049,43.6027911,-96.7260329,43.6029278,3.4722222222222223,300.0
-96.7793781,43.5589056,-96.7789133,43.5588564,4.62962962962963,1000.0
-96.7789133,43.5588564,-96.7793781,43.5589056,4.62962962962963,1000.0
-96.7715539,43.6017512,-96.7738093,43.6017303,4.62962962962963,1000.0
-96.7738093,43.6017303,-96.7715539,43.6017512,4.62962962962963,1000.0
-96.735587,43.5411019,-96.7355862,43.5407616,3.4722222222222223,300.0
-96.7355862,43.5407616,-96.735587,43.5411019,3.4722222222222223,300.0
-96.7286106,43.6073469,-96.7279147,43.6072289,18.055555555555554,4000.0
-96.749806,43.5649238,-96.7489827,43.5656985,3.4722222222222223,300.0
-96.7279147,43.6072289,-96.7286106,43.6073469,18.055555555555554,4000.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6718888,43.5365724,-96.6795714,43.5368208,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6718888,43.5365724,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6795714,43.5368208,-96.6795714,43.5368208,3.4722222222222223,300.0
-96.6715054,43.5333087,-96.6795714,43.5368208,2.7777777777777777,300.0
-96.6795714,43.5368208,-96.6715054,43.5333087,2.7777777777777777,300.0
-96.6990653,43.5290153,-96.6991079,43.5292939,6.172839506172839,750.0
-96.6808736,43.5294061,-96.6808729,43.5293967,2.7777777777777777,300.0
-96.7766233,43.5130639,-96.7767376,43.513064,3.4722222222222223,300.0
-96.6808729,43.5293967,-96.6808736,43.5294061,2.7777777777777777,300.0
-96.7767376,43.513064,-96.7766233,43.5130639,3.4722222222222223,300.0
-96.6863836,43.5293109,-96.6813984,43.5293224,4.62962962962963,1000.0
-96.7744807,43.5158586,-96.7745534,43.5158585,3.4722222222222223,300.0
-96.6813984,43.5293224,-96.6863836,43.5293109,4.62962962962963,1000.0
-96.7745534,43.5158585,-96.7744807,43.5158586,3.4722222222222223,300.0
-96.6873691,43.5293925,-96.6863836,43.5293109,2.7777777777777777,300.0
-96.6974433,43.6059798,-96.6941866,43.6040701,6.172839506172839,750.0
-96.7802633,43.543967,-96.780375,43.5440111,6.172839506172839,1500.0
-96.780375,43.5440111,-96.7802633,43.543967,6.172839506172839,1500.0
-96.7797858,43.5039773,-96.7798983,43.5075762,3.4722222222222223,300.0
-96.7798983,43.5075762,-96.7797858,43.5039773,3.4722222222222223,300.0
-96.7114534,43.5666035,-96.7114622,43.5643533,4.62962962962963,1000.0
-96.7114622,43.5643533,-96.7114534,43.5666035,4.62962962962963,1000.0
-96.6991079,43.5292939,-96.6990653,43.5290153,6.172839506172839,750.0
-96.7910302,43.579213,-96.7910525,43.5833471,4.62962962962963,1000.0
-96.7910525,43.5833471,-96.7910302,43.579213,4.62962962962963,1000.0
-96.6979633,43.6019194,-96.6945666,43.6019183,3.4722222222222223,300.0
-96.6798507,43.5295413,-96.6798507,43.5295413,4.62962962962963,1000.0
-96.7798655,43.5408649,-96.7797036,43.542611,6.172839506172839,1500.0
-96.6798507,43.5295413,-96.6798507,43.5295413,4.62962962962963,1000.0
-96.7797036,43.542611,-96.7798655,43.5408649,6.172839506172839,1500.0
-96.6755716,43.5294169,-96.6798507,43.5295413,2.7777777777777777,300.0
-96.7319827,43.6079561,-96.732859,43.6081215,18.055555555555554,4000.0
-96.6798507,43.5295413,-96.6755716,43.5294169,2.7777777777777777,300.0
-96.732859,43.6081215,-96.7319827,43.6079561,18.055555555555554,4000.0
