route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type
1342,c_676_b_219_d_31,t_75368_b_219_tn_8,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_7,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_6,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_5,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_4,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_3,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_2,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75367_b_219_tn_3,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75367_b_219_tn_4,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75366_b_219_tn_1,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75366_b_219_tn_2,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75366_b_219_tn_3,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75366_b_219_tn_4,,(loop),,,p_3337,,,
1342,c_676_b_219_d_31,t_75368_b_219_tn_1,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_1,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_10,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_11,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_12,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_2,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_3,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_4,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_5,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_6,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_7,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_8,,(loop),,,p_3337,,,
1342,c_676_b_219_d_32,t_73282_b_219_tn_9,,(loop),,,p_3337,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_4,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75319_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75319_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75319_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75320_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75320_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75320_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75320_b_219_tn_4,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_5,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75321_b_219_tn_6,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75322_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75322_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75322_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75322_b_219_tn_4,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75323_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75323_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_31,t_75323_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_12,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_2,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_3,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_4,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_5,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_6,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_7,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_8,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_1,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_10,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_9,,(loop),,,p_3338,,,
1343,c_676_b_219_d_32,t_72462_b_219_tn_11,,(loop),,,p_3338,,,
1344,c_676_b_219_d_31,t_75363_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75362_b_219_tn_4,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75362_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75362_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75362_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75361_b_219_tn_4,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75361_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75361_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75361_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75360_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75360_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75360_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75365_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75365_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75365_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75364_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75364_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75364_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75363_b_219_tn_2,,(loop),,,p_3339,,,
1344,c_676_b_219_d_31,t_75362_b_219_tn_5,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_11,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_10,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_1,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_9,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_8,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_7,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_6,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_5,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_4,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_3,,(loop),,,p_3339,,,
1344,c_676_b_219_d_32,t_73283_b_219_tn_2,,(loop),,,p_3339,,,
1345,c_676_b_219_d_31,t_75352_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75353_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75353_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75352_b_219_tn_4,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75352_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75352_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75351_b_219_tn_4,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75351_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75351_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75351_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_6,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_5,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_4,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75350_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75349_b_219_tn_4,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75349_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75349_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75349_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75348_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75348_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_31,t_75348_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_9,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_10,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_1,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_11,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_12,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_2,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_3,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_4,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_5,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_6,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_7,,(loop),,,p_3334,,,
1345,c_676_b_219_d_32,t_72466_b_219_tn_8,,(loop),,,p_3334,,,
1346,c_676_b_219_d_31,t_75330_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75329_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75329_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75329_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75330_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75330_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75330_b_219_tn_4,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_10,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_11,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_4,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_5,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_6,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_7,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_8,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75331_b_219_tn_9,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75332_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75332_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75332_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75332_b_219_tn_4,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75333_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75333_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75334_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75334_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_31,t_75334_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_12,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_1,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_2,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_3,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_4,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_5,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_10,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_11,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_6,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_7,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_8,,(loop),,,p_3341,,,
1346,c_676_b_219_d_32,t_73284_b_219_tn_9,,(loop),,,p_3341,,,
1347,c_676_b_219_d_31,t_75342_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75342_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75343_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75343_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75344_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75345_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75344_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75345_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75346_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75346_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75347_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75347_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_60665_b_219_tn_0,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75340_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75340_b_219_tn_2,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75340_b_219_tn_3,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75341_b_219_tn_1,,(loop),,,p_3335,,,
1347,c_676_b_219_d_31,t_75341_b_219_tn_2,,(loop),,,p_3335,,,
1348,c_676_b_219_d_31,t_75379_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75376_b_219_tn_5,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75379_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75374_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75374_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75374_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75375_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75375_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75375_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75375_b_219_tn_4,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75376_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75376_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75376_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75376_b_219_tn_4,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75377_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75377_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75377_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75377_b_219_tn_4,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75378_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75378_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_31,t_75379_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_3,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_1,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_10,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_11,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_2,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_4,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_5,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_6,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_7,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_8,,(loop),,,p_3340,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_9,,(loop),,,p_3340,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_3,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_3,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_3,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_4,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_3,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_4,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_5,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_3,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_4,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75358_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75358_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_2,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_9,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_1,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_8,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_7,,(loop),,,p_3331,,,
