timetable_id,stop_id,stop_sequence,stop_name,connected_routes
2,767353,28,41st/Elmwood SW corner,3/Downtown/Southwest Connector
2,767354,29,41st/Western SW corner,3/Downtown/Southwest Connector
2,767355,30,41st/West SW corner,3/Downtown/Southwest Connector
2,767356,31,41st/Grange SW corner,3/Downtown/Southwest Connector
2,767357,32,41st/Summit SW corner,3/Downtown/Southwest Connector
2,767358,33,Minnesota/40th SE corner,3/Downtown/Southwest Connector
2,767359,34,Minnesota/37th SE corner,3/Downtown/Southwest Connector
2,767360,35,Minnesota (mid-block/ 33rd NE corner,3/Downtown/Southwest Connector
2,767361,36,Minnesota/30th SE corner,3/Downtown/Southwest Connector
2,767362,37,Minnesota (mid-block) 26th SE corner,3/Downtown/Southwest Connector
2,767363,38,Minnesota/22nd SE corner,3/Downtown/Southwest Connector
2,767364,39,Minnesota/19th SE corner,3/Downtown/Southwest Connector
2,767365,40,Minnesota/16th SE corner,3/Downtown/Southwest Connector
2,767366,41,Minnesota/13th SE corner,3/Downtown/Southwest Connector
2,767290,42,11th/Dakota SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
2,767253,43,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
3,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
3,767367,2,10th/Indiana,4/East 10th Street/East 12th Street
3,767368,3,10th between Cliff and Van Eps,4/East 10th Street/East 12th Street
3,767369,4,10th/Blauvelt SW corner,4/East 10th Street/East 12th Street
3,767370,5,10th/Jessica SW corner,4/East 10th Street/East 12th Street
3,767371,6,10th/St. Paul SW corner,4/East 10th Street/East 12th Street
3,767372,7,10th/Lowell SW corner,4/East 10th Street/East 12th Street
3,767373,8,10th/Blaine SW corner,4/East 10th Street/East 12th Street
3,767374,9,10th/Hy-Vee/Campbell Supply SW corner,4/East 10th Street/East 12th Street
3,767375,10,10th/Bahnson SW corner,4/East 10th Street/East 12th Street
3,767376,11,10th/Kmart,4/East 10th Street/East 12th Street
3,767377,12,12th/Kennedy NW corner,4/East 10th Street/East 12th Street
3,767378,13,12th/Churchill NW corner,4/East 10th Street/East 12th Street
3,767379,14,12th/Bahnson NE corner,4/East 10th Street/East 12th Street
3,767380,15,12th/Sneve NE corner,4/East 10th Street/East 12th Street
3,767381,16,12/Thompson NE corner,4/East 10th Street/East 12th Street
3,767382,17,12th/Cleveland NE corner,4/East 10th Street/East 12th Street
3,767383,18,10th/Cleveland NW corner,4/East 10th Street/East 12th Street
3,767384,19,10th/Lowell NE corner,4/East 10th Street/East 12th Street
3,767385,20,10th/Jessica NW corner,4/East 10th Street/East 12th Street
3,767386,21,10th/Blauvelt NE corner,4/East 10th Street/East 12th Street
3,767387,22,10th/Cliff NE corner,4/East 10th Street/East 12th Street
3,767388,23,8th/French NE corner,4/East 10th Street/East 12th Street
3,767389,24,8th/Indiana NW corner,4/East 10th Street/East 12th Street
3,767253,25,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
4,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
4,767367,2,10th/Indiana,4/East 10th Street/East 12th Street
4,767368,3,10th between Cliff and Van Eps,4/East 10th Street/East 12th Street
4,767369,4,10th/Blauvelt SW corner,4/East 10th Street/East 12th Street
4,767370,5,10th/Jessica SW corner,4/East 10th Street/East 12th Street
4,767371,6,10th/St. Paul SW corner,4/East 10th Street/East 12th Street
4,767372,7,10th/Lowell SW corner,4/East 10th Street/East 12th Street
4,767373,8,10th/Blaine SW corner,4/East 10th Street/East 12th Street
4,767374,9,10th/Hy-Vee/Campbell Supply SW corner,4/East 10th Street/East 12th Street
4,767375,10,10th/Bahnson SW corner,4/East 10th Street/East 12th Street
4,767376,11,10th/Kmart,4/East 10th Street/East 12th Street
4,767377,12,12th/Kennedy NW corner,4/East 10th Street/East 12th Street
4,767378,13,12th/Churchill NW corner,4/East 10th Street/East 12th Street
4,767379,14,12th/Bahnson NE corner,4/East 10th Street/East 12th Street
4,767380,15,12th/Sneve NE corner,4/East 10th Street/East 12th Street
4,767381,16,12/Thompson NE corner,4/East 10th Street/East 12th Street
4,767382,17,12th/Cleveland NE corner,4/East 10th Street/East 12th Street
4,767383,18,10th/Cleveland NW corner,4/East 10th Street/East 12th Street
4,767384,19,10th/Lowell NE corner,4/East 10th Street/East 12th Street
4,767385,20,10th/Jessica NW corner,4/East 10th Street/East 12th Street
4,767386,21,10th/Blauvelt NE corner,4/East 10th Street/East 12th Street
4,767387,22,10th/Cliff NE corner,4/East 10th Street/East 12th Street
4,767388,23,8th/French NE corner,4/East 10th Street/East 12th Street
4,767389,24,8th/Indiana NW corner,4/East 10th Street/East 12th Street
4,767253,25,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
5,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
5,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
5,767255,3,10th/Spring NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767256,4,10th/Prairie NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767257,5,12th/Grange NW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767258,6,12th/Hawthorne NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767536,7,12th/Western NE corner,10/Hayward/West Side
5,767537,8,12th/Elmwood NE corner,10/Hayward/West Side
5,767538,9,12th/Williams NE corner,10/Hayward/West Side
5,767539,10,10th/Kawanis NW corner,10/Hayward/West Side
5,767540,11,11th at entrance to Rehab Center for the Blind,10/Hayward/West Side
5,767541,12,12th (mid-block)/Westport NW corner,10/Hayward/West Side
5,767542,13,12th/Lyon Blvd NW corner,10/Hayward/West Side
5,767543,14,12th/Petro NE corner,10/Hayward/West Side
5,767544,15,12th (north side) east of Marion,10/Hayward/West Side
5,767545,16,9th (mid-block) /Marion NW corner,10/Hayward/West Side
5,767546,17,9th/Holbrook NE corner,10/Hayward/West Side
5,767547,18,Holbrook/Thrush Place SE corner,10/Hayward/West Side
5,767548,19,Holbrook/Wren Place SE corner,10/Hayward/West Side
5,767549,20,Holbrook/5th SE corner,10/Hayward/West Side
5,767550,21,5th/Valley View NE corner,10/Hayward/West Side
5,767551,22,Valley View/West Grove Place NW corner,10/Hayward/West Side
5,767552,23,Valley View/9th NW corner,10/Hayward/West Side
5,767553,24,Valley View/12th NW corner,10/Hayward/West Side
5,767554,25,Valley View (mid-block)/12th SW corner,10/Hayward/West Side
5,767555,26,Christopher/Silver Place NW corner,10/Hayward/West Side
5,767556,27,Christopher/Dardenella NW corner,10/Hayward/West Side
5,767557,28,Dardenella/Marion SW corner,10/Hayward/West Side
5,767558,29,Marion (west side) north of entrance to Dunham Park,10/Hayward/West Side
5,767559,30,26th/Edna SW corner,10/Hayward/West Side
5,767560,31,26th/Lorraine (mid-block) SE corner,10/Hayward/West Side
5,767561,32,"26th/Shirley (mid-block, across from existing shelter)",10/Hayward/West Side
5,767562,33,Shirley/34th NW corner,10/Hayward/West Side
5,767563,34,Shirley/38th NW corner,10/Hayward/West Side
5,767564,35,Shirley/West Shirley Place NW corner,10/Hayward/West Side
5,767565,36,41st/Terry  NE corner,10/Hayward/West Side
5,767566,37,41st/Marion NE corner,10/Hayward/West Side
5,767567,38,Marion/37th SE corner,10/Hayward/West Side
5,767568,39,Marion/34th SE corner,10/Hayward/West Side
5,767569,40,Marion/26th SE corner (south of driveway into Hy-Vee-driveway nearest to front of Hy-Vee),10/Hayward/West Side
5,767570,41,Marion/24th SE corner,10/Hayward/West Side
5,767571,42,Marion/18th SE corner,10/Hayward/West Side
5,767572,43,Marion/12th SE corner,10/Hayward/West Side
5,767573,44,12th/Ebenezer SW corner,10/Hayward/West Side
5,767574,45,12th/Pine Crest Place SW corner,10/Hayward/West Side
5,767575,46,12th/Lyons SE corner,10/Hayward/West Side
5,767576,47,Westport/12th (north side),10/Hayward/West Side
5,767540,48,11th at entrance to Rehab Center for the Blind,10/Hayward/West Side
5,767577,49,12th/Williams SW corner,10/Hayward/West Side
5,767578,50,12th/Elmwood SW corner,10/Hayward/West Side
5,767285,51,12th/Western SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767286,52,12th/Glendale SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767287,53,11th/Menlo SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767288,54,11th/Prairie SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767289,55,11th/Spring SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
5,767290,56,11th/Dakota SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
5,767253,57,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
6,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
6,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
6,767255,3,10th/Spring NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767256,4,10th/Prairie NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767257,5,12th/Grange NW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767258,6,12th/Hawthorne NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767536,7,12th/Western NE corner,10/Hayward/West Side
6,767537,8,12th/Elmwood NE corner,10/Hayward/West Side
6,767538,9,12th/Williams NE corner,10/Hayward/West Side
6,767539,10,10th/Kawanis NW corner,10/Hayward/West Side
6,767540,11,11th at entrance to Rehab Center for the Blind,10/Hayward/West Side
6,767541,12,12th (mid-block)/Westport NW corner,10/Hayward/West Side
6,767542,13,12th/Lyon Blvd NW corner,10/Hayward/West Side
6,767543,14,12th/Petro NE corner,10/Hayward/West Side
6,767544,15,12th (north side) east of Marion,10/Hayward/West Side
6,767545,16,9th (mid-block) /Marion NW corner,10/Hayward/West Side
6,767546,17,9th/Holbrook NE corner,10/Hayward/West Side
6,767547,18,Holbrook/Thrush Place SE corner,10/Hayward/West Side
6,767548,19,Holbrook/Wren Place SE corner,10/Hayward/West Side
6,767549,20,Holbrook/5th SE corner,10/Hayward/West Side
6,767550,21,5th/Valley View NE corner,10/Hayward/West Side
6,767551,22,Valley View/West Grove Place NW corner,10/Hayward/West Side
6,767552,23,Valley View/9th NW corner,10/Hayward/West Side
6,767553,24,Valley View/12th NW corner,10/Hayward/West Side
6,767554,25,Valley View (mid-block)/12th SW corner,10/Hayward/West Side
6,767555,26,Christopher/Silver Place NW corner,10/Hayward/West Side
6,767556,27,Christopher/Dardenella NW corner,10/Hayward/West Side
6,767557,28,Dardenella/Marion SW corner,10/Hayward/West Side
6,767558,29,Marion (west side) north of entrance to Dunham Park,10/Hayward/West Side
6,767559,30,26th/Edna SW corner,10/Hayward/West Side
6,767560,31,26th/Lorraine (mid-block) SE corner,10/Hayward/West Side
6,767561,32,"26th/Shirley (mid-block, across from existing shelter)",10/Hayward/West Side
6,767562,33,Shirley/34th NW corner,10/Hayward/West Side
6,767563,34,Shirley/38th NW corner,10/Hayward/West Side
6,767564,35,Shirley/West Shirley Place NW corner,10/Hayward/West Side
6,767565,36,41st/Terry  NE corner,10/Hayward/West Side
6,767566,37,41st/Marion NE corner,10/Hayward/West Side
6,767567,38,Marion/37th SE corner,10/Hayward/West Side
6,767568,39,Marion/34th SE corner,10/Hayward/West Side
6,767569,40,Marion/26th SE corner (south of driveway into Hy-Vee-driveway nearest to front of Hy-Vee),10/Hayward/West Side
6,767570,41,Marion/24th SE corner,10/Hayward/West Side
6,767571,42,Marion/18th SE corner,10/Hayward/West Side
6,767572,43,Marion/12th SE corner,10/Hayward/West Side
6,767573,44,12th/Ebenezer SW corner,10/Hayward/West Side
6,767574,45,12th/Pine Crest Place SW corner,10/Hayward/West Side
6,767575,46,12th/Lyons SE corner,10/Hayward/West Side
6,767576,47,Westport/12th (north side),10/Hayward/West Side
6,767540,48,11th at entrance to Rehab Center for the Blind,10/Hayward/West Side
6,767577,49,12th/Williams SW corner,10/Hayward/West Side
6,767578,50,12th/Elmwood SW corner,10/Hayward/West Side
6,767285,51,12th/Western SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767286,52,12th/Glendale SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767287,53,11th/Menlo SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767288,54,11th/Prairie SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767289,55,11th/Spring SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
6,767290,56,11th/Dakota SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
6,767253,57,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
7,767270,1,Southwest Center (SWC) SAM's southwest transit hub,"11/Louise Avenue/Empire Mall, 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector"
7,767636,2,57th/Technopolis Drive NE corner,11/Louise Avenue/Empire Mall
7,767637,3,57th/Solberg NE corner,11/Louise Avenue/Empire Mall
7,767579,4,57th/Broadband NE corner (entrance to Good Sams),11/Louise Avenue/Empire Mall
7,767580,5,57th/Marion NE corner,11/Louise Avenue/Empire Mall
7,767581,6,Marion/55th SW corner,11/Louise Avenue/Empire Mall
7,767582,7,Marion/St. James SE corner,11/Louise Avenue/Empire Mall
7,767583,8,49th/Meadowstone Ct. NE corner,11/Louise Avenue/Empire Mall
7,767584,9,49th/Drexel NE corner,11/Louise Avenue/Empire Mall
7,767585,10,49th/Holbrook NE corner,11/Louise Avenue/Empire Mall
7,767586,11,Essex/Mesa Pass (4200 W) NE corner,11/Louise Avenue/Empire Mall
7,767587,12,Essex/Sertoma NE corner,11/Louise Avenue/Empire Mall
7,767588,13,Sertoma/46th SE corner,11/Louise Avenue/Empire Mall
7,767589,14,Sertoma/41st SE corner,11/Louise Avenue/Empire Mall
7,767590,15,41st/Kuehn Park SW corner,11/Louise Avenue/Empire Mall
7,767591,16,41st/Holbrook SW corner,11/Louise Avenue/Empire Mall
7,767592,17,41st/Fairhall SW corner,11/Louise Avenue/Empire Mall
7,767593,18,41st/Cambridge SW corner,11/Louise Avenue/Empire Mall
7,767594,19,Marion (mid-block)/41st SW corner,11/Louise Avenue/Empire Mall
7,767595,20,Marion/46th SW corner,11/Louise Avenue/Empire Mall
7,767596,21,Cathy (mid-block)/45th SE corner,11/Louise Avenue/Empire Mall
7,767597,22,45th/Downing SW corner,11/Louise Avenue/Empire Mall
7,767598,23,Terry/Gateway SE corner,11/Louise Avenue/Empire Mall
7,767599,24,Terry/41st SE corner,11/Louise Avenue/Empire Mall
7,767600,25,41st/Gateway SW corner,11/Louise Avenue/Empire Mall
7,767601,26,Shirley/ShirleyPlace/SE corner,11/Louise Avenue/Empire Mall
7,767602,27,Shirley/38th NE corner,11/Louise Avenue/Empire Mall
7,767603,28,34th/Louise SW corner (approximately 100 ft west of intersection),11/Louise Avenue/Empire Mall
7,767604,29,Louise at Wal-Mart entrance driveway NW corner,11/Louise Avenue/Empire Mall
7,767346,30,Louise/Empire Mall entrance driveway NW corner,"11/Louise Avenue/Empire Mall, 3/Downtown/Southwest Connector"
7,767347,31,Louise/Hy-Vee entrance driveway SW corner,"11/Louise Avenue/Empire Mall, 3/Downtown/Southwest Connector"
7,767270,32,Southwest Center (SWC) SAM's southwest transit hub,"11/Louise Avenue/Empire Mall, 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector"
8,767270,1,Southwest Center (SWC) SAM's southwest transit hub,"11/Louise Avenue/Empire Mall, 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector"
8,767636,2,57th/Technopolis Drive NE corner,11/Louise Avenue/Empire Mall
8,767637,3,57th/Solberg NE corner,11/Louise Avenue/Empire Mall
8,767579,4,57th/Broadband NE corner (entrance to Good Sams),11/Louise Avenue/Empire Mall
8,767580,5,57th/Marion NE corner,11/Louise Avenue/Empire Mall
8,767581,6,Marion/55th SW corner,11/Louise Avenue/Empire Mall
8,767582,7,Marion/St. James SE corner,11/Louise Avenue/Empire Mall
