taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,reservedFor
101207,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100634,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100282,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100241,Public,Block,Level2(7.2|AC),2147483647,0,Any
100898,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100713,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100461,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100332,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100302,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
407063,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100204,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100086,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100222,Public,Block,UltraFast(250|DC),2147483647,0,Any
407061,Public,FlatFee,NoCharger,2147483647,0,Any
100523,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100303,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100475,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100381,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100273,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101054,Residential,Block,DCFast(50|DC),2147483647,0,Any
100066,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100724,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201383,Public,Block,Level1(2.3|AC),2147483647,0,Any
100741,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100421,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100912,Public,Block,UltraFast(250|DC),2147483647,0,Any
100094,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100782,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100833,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100576,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100584,Residential,Block,DCFast(50|DC),2147483647,0,Any
201471,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101205,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100061,Workplace,Block,NoCharger,2147483647,0,Any
100294,Residential,Block,NoCharger,2147483647,0,Any
100162,Residential,Block,DCFast(50|DC),2147483647,0,Any
100862,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100256,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
407072,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100091,Residential,FlatFee,NoCharger,2147483647,0,Any
10069A,Workplace,Block,NoCharger,2147483647,0,Any
10017C,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100434,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100013,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100744,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100666,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
201331,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100711,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100042,Public,FlatFee,NoCharger,2147483647,0,Any
100352,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
201481,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101155,Workplace,FlatFee,NoCharger,2147483647,0,Any
100381,Public,Block,Level1(2.3|AC),2147483647,0,Any
407010,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100424,Residential,Block,Level1(2.3|AC),2147483647,0,Any
201542,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100613,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
10091E,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100915,Public,Block,DCFast(50|DC),2147483647,0,Any
201522,Public,FlatFee,NoCharger,2147483647,0,Any
101111,Public,Block,UltraFast(250|DC),2147483647,0,Any
10001K,Public,Block,Level2(7.2|AC),2147483647,0,Any
100791,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100063,Public,Block,NoCharger,2147483647,0,Any
100881,Residential,Block,UltraFast(250|DC),2147483647,0,Any
201471,Workplace,Block,DCFast(50|DC),2147483647,0,Any
201353,Public,Block,UltraFast(250|DC),2147483647,0,Any
100881,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
10001U,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100026,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100685,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100918,Residential,Block,Level1(2.3|AC),2147483647,0,Any
201441,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100363,Public,Block,UltraFast(250|DC),2147483647,0,Any
100023,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
10001R,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100342,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100394,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100931,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100545,Public,Block,DCFast(50|DC),2147483647,0,Any
201311,Residential,Block,Level1(2.3|AC),2147483647,0,Any
101045,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
201471,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100625,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100625,Workplace,FlatFee,NoCharger,2147483647,0,Any
101122,Residential,Block,NoCharger,2147483647,0,Any
100222,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101053,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
201392,Public,FlatFee,NoCharger,2147483647,0,Any
10002D,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100374,Public,Block,NoCharger,2147483647,0,Any
201301,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
101261,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100192,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100282,Workplace,FlatFee,NoCharger,2147483647,0,Any
100162,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101104,Workplace,Block,NoCharger,2147483647,0,Any
100594,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100455,Public,Block,DCFast(50|DC),2147483647,0,Any
100724,Public,Block,NoCharger,2147483647,0,Any
100914,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100253,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
201363,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100772,Residential,Block,DCFast(50|DC),2147483647,0,Any
100461,Public,Block,Level2(7.2|AC),2147483647,0,Any
101018,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100254,Public,Block,Level1(2.3|AC),2147483647,0,Any
201336,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100684,Residential,FlatFee,NoCharger,2147483647,0,Any
100595,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100853,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100862,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
201315,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100904,Public,Block,DCFast(50|DC),2147483647,0,Any
100523,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101118,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100087,Residential,Block,Level1(2.3|AC),2147483647,0,Any
101221,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100841,Workplace,Block,NoCharger,2147483647,0,Any
100575,Public,FlatFee,NoCharger,2147483647,0,Any
100181,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100943,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101021,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101127,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
10091E,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100629,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
910991,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100554,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100341,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100645,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100184,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100494,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100492,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
101132,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
10091E,Public,Block,Level2(7.2|AC),2147483647,0,Any
100474,Public,Block,Level2(7.2|AC),2147483647,0,Any
100174,Public,Block,NoCharger,2147483647,0,Any
100612,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100484,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
101232,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
407041,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100811,Residential,Block,NoCharger,2147483647,0,Any
10001G,Public,FlatFee,NoCharger,2147483647,0,Any
101135,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101277,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
407243,Workplace,Block,NoCharger,2147483647,0,Any
100072,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
101185,Public,Block,Level1(2.3|AC),2147483647,0,Any
101111,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101067,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101124,Public,Block,Level2(7.2|AC),2147483647,0,Any
101262,Public,Block,UltraFast(250|DC),2147483647,0,Any
100014,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
201494,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
10091C,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100111,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100678,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100931,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100873,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
10002E,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100177,Residential,FlatFee,NoCharger,2147483647,0,Any
201436,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100022,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100344,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101073,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
101116,Workplace,Block,NoCharger,2147483647,0,Any
100864,Workplace,FlatFee,NoCharger,2147483647,0,Any
100835,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100072,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100012,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100016,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100602,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100682,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101125,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100903,Residential,FlatFee,NoCharger,2147483647,0,Any
101174,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100455,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100063,Public,Block,UltraFast(250|DC),2147483647,0,Any
100851,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100838,Public,Block,Level1(2.3|AC),2147483647,0,Any
100064,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100599,Public,Block,DCFast(50|DC),2147483647,0,Any
100391,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101067,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100432,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100723,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100028,Public,Block,Level2(7.2|AC),2147483647,0,Any
201481,Workplace,Block,NoCharger,2147483647,0,Any
100353,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100551,Workplace,Block,NoCharger,2147483647,0,Any
100707,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
101046,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101115,Residential,Block,NoCharger,2147483647,0,Any
201414,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
101224,Public,Block,NoCharger,2147483647,0,Any
100931,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101192,Residential,FlatFee,NoCharger,2147483647,0,Any
100177,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
910972,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100176,Residential,Block,NoCharger,2147483647,0,Any
101144,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100893,Public,Block,Level1(2.3|AC),2147483647,0,Any
101261,Workplace,Block,NoCharger,2147483647,0,Any
101091,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
10002E,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100872,Workplace,Block,DCFast(50|DC),2147483647,0,Any
201331,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
101041,Public,Block,DCFast(50|DC),2147483647,0,Any
100179,Workplace,FlatFee,NoCharger,2147483647,0,Any
100432,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100115,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101012,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
101151,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100233,Residential,FlatFee,NoCharger,2147483647,0,Any
100584,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
201313,Workplace,FlatFee,NoCharger,2147483647,0,Any
100166,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100811,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100272,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
201435,Residential,Block,NoCharger,2147483647,0,Any
101051,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
101221,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
10001L,Public,Block,Level1(2.3|AC),2147483647,0,Any
100677,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
201542,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100176,Public,Block,Level2(7.2|AC),2147483647,0,Any
100364,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
101251,Public,Block,DCFast(50|DC),2147483647,0,Any
100832,Public,Block,DCFast(50|DC),2147483647,0,Any
101172,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100653,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100691,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
10001G,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
101153,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100621,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
101154,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100714,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100292,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100123,Residential,Block,DCFast(50|DC),2147483647,0,Any
100183,Public,Block,DCFast(50|DC),2147483647,0,Any
100164,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
101133,Public,Block,Level1(2.3|AC),2147483647,0,Any
201306,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
201481,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100891,Residential,Block,NoCharger,2147483647,0,Any
100837,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100855,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
101183,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
201481,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
10091A,Residential,Block,NoCharger,2147483647,0,Any
100171,Residential,Block,DCFast(50|DC),2147483647,0,Any
407231,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100502,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100475,Residential,Block,NoCharger,2147483647,0,Any
101202,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
201391,Public,Block,DCFast(50|DC),2147483647,0,Any
101093,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100463,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101055,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101227,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100772,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100062,Residential,Block,Level1(2.3|AC),2147483647,0,Any
10001E,Public,Block,NoCharger,2147483647,0,Any
101227,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101073,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101046,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100164,Residential,FlatFee,NoCharger,2147483647,0,Any
100801,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100055,Public,Block,Level2(7.2|AC),2147483647,0,Any
100533,Residential,FlatFee,NoCharger,2147483647,0,Any
10001K,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100177,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
101005,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100231,Public,Block,Level2(7.2|AC),2147483647,0,Any
100741,Residential,FlatFee,NoCharger,2147483647,0,Any
100051,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101042,Residential,Block,NoCharger,2147483647,0,Any
100073,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100843,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201343,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100223,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100597,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100602,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101182,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
101053,Public,Block,Level1(2.3|AC),2147483647,0,Any
100696,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100914,Residential,Block,NoCharger,2147483647,0,Any
201282,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100919,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101013,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100838,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
10001J,Residential,Block,UltraFast(250|DC),2147483647,0,Any
101102,Residential,Block,UltraFast(250|DC),2147483647,0,Any
101234,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100455,Public,Block,Level2(7.2|AC),2147483647,0,Any
101166,Public,Block,DCFast(50|DC),2147483647,0,Any
101034,Residential,Block,NoCharger,2147483647,0,Any
201403,Residential,Block,Level2(7.2|AC),2147483647,0,Any
910971,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100583,Residential,Block,NoCharger,2147483647,0,Any
100674,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100677,Workplace,Block,NoCharger,2147483647,0,Any
101104,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101185,Public,FlatFee,NoCharger,2147483647,0,Any
100053,Residential,FlatFee,NoCharger,2147483647,0,Any
201473,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100222,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100198,Residential,FlatFee,NoCharger,2147483647,0,Any
100393,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100151,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100671,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
101044,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100301,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100898,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100763,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100434,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
407074,Public,FlatFee,NoCharger,2147483647,0,Any
101263,Public,Block,DCFast(50|DC),2147483647,0,Any
100903,Public,Block,NoCharger,2147483647,0,Any
10002D,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100917,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
101223,Public,Block,Level2(7.2|AC),2147483647,0,Any
407066,Residential,Block,Level1(2.3|AC),2147483647,0,Any
910980,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100982,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100323,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
10002H,Public,Block,NoCharger,2147483647,0,Any
201434,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101008,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
201321,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100898,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100552,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
101166,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100274,Residential,Block,NoCharger,2147483647,0,Any
100391,Public,FlatFee,NoCharger,2147483647,0,Any
101152,Residential,FlatFee,NoCharger,2147483647,0,Any
101224,Workplace,Block,NoCharger,2147483647,0,Any
100913,Residential,Block,NoCharger,2147483647,0,Any
100921,Residential,FlatFee,NoCharger,2147483647,0,Any
100492,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100164,Public,Block,DCFast(50|DC),2147483647,0,Any
201282,Workplace,Block,NoCharger,2147483647,0,Any
10002E,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100087,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
407081,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100773,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100274,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100183,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100931,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100628,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100162,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
201308,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
10062C,Workplace,Block,NoCharger,2147483647,0,Any
201414,Residential,FlatFee,NoCharger,2147483647,0,Any
10001L,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100812,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100859,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100822,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
407065,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201491,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100165,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100628,Public,Block,NoCharger,2147483647,0,Any
100686,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100931,Residential,Block,UltraFast(250|DC),2147483647,0,Any
101092,Workplace,FlatFee,NoCharger,2147483647,0,Any
100151,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100864,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100943,Residential,Block,UltraFast(250|DC),2147483647,0,Any
101175,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100995,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100451,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100773,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100168,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100455,Workplace,Block,NoCharger,2147483647,0,Any
100233,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100494,Residential,Block,DCFast(50|DC),2147483647,0,Any
10062B,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101204,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100706,Workplace,Block,NoCharger,2147483647,0,Any
100684,Residential,Block,Level2(7.2|AC),2147483647,0,Any
201475,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100331,Public,Block,Level1(2.3|AC),2147483647,0,Any
100061,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
101025,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101141,Residential,FlatFee,NoCharger,2147483647,0,Any
201393,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100198,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100096,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100384,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
407242,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
201551,Workplace,FlatFee,NoCharger,2147483647,0,Any
101125,Residential,Block,NoCharger,2147483647,0,Any
100393,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100354,Workplace,Block,NoCharger,2147483647,0,Any
