id, rideHailManagerId, vehicleType, initialLocationX, initialLocationY, shifts, geofenceX, geofenceY, geofenceRadius
rideHailVehicle-061400-2013001270771-1-557154, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2014001104232-0-2335945, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2013000080675-0-5008509, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010500-2015001345120-1-5265742, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2016000805028-0-5382981, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020200-2016000071368-0-6796355, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2012000390561-0-7061060, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026302-2012000031464-0-3110559, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2014000027259-0-5644037, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030700-2016000221287-0-5529916, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2012001332565-0-4117867, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2014000788156-0-569461, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2012000035208-0-5135911, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021600-2014000354590-0-1447925, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2012001371043-0-1069015, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2016001071577-0-7053902, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2016000613976-0-7696441, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2015000751741-0-5785963, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025600-2013000213997-0-5654484, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2013000077130-0-7568752, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023001-2014000339233-0-313370, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026401-2014000056046-0-4001549, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022903-2016000105103-0-6154415, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026200-2012000899249-0-6805560, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2013000290674-0-2594085, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010100-2013001163188-0-6030634, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013300-2013000524563-0-8071128, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2012001101876-1-1076123, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017000-2014000310991-0-3736867, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2012001332565-0-4117869, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2015000074476-0-3233214, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2015001057865-0-7697766, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2015000312571-0-6550923, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025402-2016000097817-0-2466527, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020600-2016000427518-3-1957849, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013102-2013000343063-0-5647074, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020100-2013001461505-0-4626542, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000315414-0-2478039, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2012001140018-0-5010101, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022802-2012001386215-0-6282252, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023300-2015001029325-0-3238748, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010600-2015000498519-0-4365619, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023102-2014001060732-0-4890077, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2016000915765-0-7316429, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2015000185832-2-6296707, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013102-2013000091344-1-5264972, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2013001140814-1-4636712, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2016001360898-0-4248122, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020800-2013001345354-0-7301793, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061100-2016000747949-0-1577020, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016500-2015000892233-3-942727, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020200-2013000318971-0-5008559, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013400-2012000256849-0-813781, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2012000358469-0-4129925, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012202-2014001317122-0-4372662, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2014000737619-0-7570834, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015900-2014000226919-0-2977040, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010600-2013000040063-0-1831034, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2015000312571-0-6550922, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2014000584044-0-3863084, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013300-2013000240624-0-2595702, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030101-2016001472918-0-4387279, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2016000025297-0-5404270, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012602-2012001015491-0-7432235, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060700-2014000005294-0-5007051, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2015000705172-0-5529690, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021600-2014000354590-0-1447926, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2014001212701-1-1324701, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2013000348243-0-4250212, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-011100-2015001442319-1-5903957, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2012000405878-0-5516644, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2016001041982-3-5262778, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016900-2014000373437-0-5518881, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047802-2016000763052-0-8072486, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047701-2014001410353-0-1833444, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025403-2016000883421-0-813569, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2014001170285-0-5394863, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2014000688612-0-6296473, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032902-2015000237058-1-3114891, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047902-2016001447354-0-5140994, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2015000312571-0-6550921, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2014000181043-1-4118319, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2014000737619-0-7570836, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2014000915225-0-5649434, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000350730-0-2223325, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2014000038346-0-7943437, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952892, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2016000714271-0-5530030, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010400-2013001126970-0-6156983, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026404-2013000504012-0-1838427, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035201-2014000847839-0-2858472, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010500-2016000806879-0-2965551, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022903-2015001470545-0-6410692, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2016001364106-0-950543, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013101-2014001499292-0-2467746, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2015000946194-0-2328662, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2014001135852-0-7569351, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016900-2014000373437-0-5518882, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012700-2013001173617-0-180127, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2014001424656-0-814600, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2014000181043-1-4118318, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016600-2013000239445-0-4373747, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061500-2014000705464-4-50730, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016500-2013000373520-0-55085, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2015000297796-0-1078572, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026301-2014001060732-2-1710938, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031201-2014000419339-0-3875125, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017000-2015000063355-0-52505, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2012000577946-0-7178554, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2012000097895-0-7695139, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020800-2013001279170-1-1064265, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021200-2016000359631-0-5009577, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030700-2016000221287-0-5529919, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2016000613976-0-7696443, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2014000025730-0-3112772, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600300-2013000025013-0-200862, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042700-2015000104440-1-3358960, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2014000181043-1-4118320, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2016000202136-0-1070355, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060502-2014000241606-0-5654867, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2014001274324-0-7294737, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061000-2013000872151-0-4508785, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2016000915765-0-7316422, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2014000584044-0-3863085, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012700-2012000397830-0-939901, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026200-2016000932981-0-5657194, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000350730-0-2223326, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030201-2015000502336-0-5276051, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2016001255287-0-2978178, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000315414-0-2478040, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031201-2016001275552-0-63286, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017102-2016000053183-0-1957770, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061500-2014000470961-6-1064421, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2013001443049-0-1705449, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016600-2016000093294-1-5391710, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016801-2015000213706-0-5009189, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021600-2013000971589-0-7049167, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2012000294274-0-2349253, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061500-2013001018912-0-6409906, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025701-2012000622524-0-438815, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012201-2016000785486-0-4752964, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2016000391945-0-7435414, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2013000077130-0-7568755, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025402-2013000712809-0-6411569, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020300-2015000105861-0-5775241, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023001-2013001477429-0-439283, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2013000382737-0-1583439, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2013000080675-0-5008511, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061500-2015000872072-1-1828506, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022902-2012001105608-0-3353143, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2015000074476-0-3233215, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2013001106601-0-2221289, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2015000297796-0-1078571, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2013000348243-0-4250210, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2013000382737-0-1583440, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030101-2013001284059-0-3876595, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2013001140814-1-4636711, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016700-2013000625848-0-3101998, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2016001360898-0-4248124, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2012001332565-0-4117872, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2013001366906-0-2340702, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2016001208137-2-4631149, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025701-2016000596503-0-7568119, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2013001106601-0-2221287, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2013001443049-0-1705448, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017000-2015000063355-0-52504, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2014000025730-0-3112774, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010800-2014001033451-0-7177654, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2015001455603-1-559452, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010600-2013000040063-0-1831035, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061400-2013001270771-1-557156, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
