TazId,DataType,Value,Hour
100.0,revenue,0.0,21
100.0,pricelevel,1.0,22
100.0,revenue,0.0,22
100.0,pricelevel,1.0,23
100.0,revenue,0.0,23
100.0,pricelevel,1.0,24
100.0,revenue,0.0,24
100.0,pricelevel,1.0,25
100.0,revenue,0.0,25
100.0,pricelevel,1.0,26
100.0,revenue,0.0,26
100.0,pricelevel,1.0,27
100.0,revenue,0.0,27
100.0,pricelevel,1.0,28
100.0,revenue,0.0,28
100.0,pricelevel,1.0,29
100.0,revenue,0.0,29
100.0,pricelevel,1.0,30
100.0,revenue,0.0,30
100.0,pricelevel,1.0,31
100.0,revenue,0.0,31
101.0,pricelevel,1.0,1
101.0,revenue,0.0,1
101.0,pricelevel,1.0,2
101.0,revenue,0.0,2
101.0,pricelevel,1.0,3
101.0,revenue,0.0,3
101.0,pricelevel,1.0,4
101.0,revenue,0.0,4
101.0,pricelevel,1.0,5
101.0,revenue,0.0,5
101.0,pricelevel,1.0,6
101.0,revenue,0.0,6
101.0,pricelevel,1.0,7
101.0,revenue,0.0,7
101.0,pricelevel,1.0,8
101.0,revenue,0.0,8
101.0,pricelevel,1.0,9
101.0,revenue,0.0,9
101.0,pricelevel,1.0,10
101.0,revenue,0.0,10
101.0,pricelevel,1.0,11
101.0,revenue,0.0,11
101.0,pricelevel,1.0,12
101.0,revenue,0.0,12
101.0,pricelevel,1.0,13
101.0,revenue,0.0,13
101.0,pricelevel,1.0,14
101.0,revenue,0.0,14
101.0,pricelevel,1.0,15
101.0,revenue,0.0,15
101.0,pricelevel,1.0,16
101.0,revenue,0.0,16
101.0,pricelevel,1.0,17
101.0,revenue,0.0,17
101.0,pricelevel,1.0,18
101.0,revenue,0.0,18
101.0,pricelevel,1.0,19
101.0,revenue,0.0,19
101.0,pricelevel,1.0,20
101.0,revenue,0.0,20
101.0,pricelevel,1.0,21
101.0,revenue,0.0,21
101.0,pricelevel,1.0,22
101.0,revenue,0.0,22
101.0,pricelevel,1.0,23
101.0,revenue,0.0,23
101.0,pricelevel,1.0,24
101.0,revenue,0.0,24
101.0,pricelevel,1.0,25
101.0,revenue,0.0,25
101.0,pricelevel,1.0,26
101.0,revenue,0.0,26
101.0,pricelevel,1.0,27
101.0,revenue,0.0,27
101.0,pricelevel,1.0,28
101.0,revenue,0.0,28
101.0,pricelevel,1.0,29
101.0,revenue,0.0,29
101.0,pricelevel,1.0,30
101.0,revenue,0.0,30
101.0,pricelevel,1.0,31
101.0,revenue,0.0,31
102.0,pricelevel,1.0,1
102.0,revenue,0.0,1
102.0,pricelevel,1.0,2
102.0,revenue,0.0,2
102.0,pricelevel,1.0,3
102.0,revenue,0.0,3
102.0,pricelevel,1.0,4
102.0,revenue,0.0,4
102.0,pricelevel,1.0,5
102.0,revenue,0.0,5
102.0,pricelevel,1.0,6
102.0,revenue,0.0,6
102.0,pricelevel,1.0,7
102.0,revenue,0.0,7
102.0,pricelevel,1.0,8
102.0,revenue,0.0,8
102.0,pricelevel,1.0,9
102.0,revenue,0.0,9
102.0,pricelevel,1.0,10
102.0,revenue,0.0,10
102.0,pricelevel,1.0,11
102.0,revenue,0.0,11
102.0,pricelevel,1.0,12
102.0,revenue,0.0,12
102.0,pricelevel,1.0,13
102.0,revenue,0.0,13
102.0,pricelevel,1.0,14
102.0,revenue,0.0,14
102.0,pricelevel,1.0,15
102.0,revenue,0.0,15
102.0,pricelevel,1.0,16
102.0,revenue,0.0,16
102.0,pricelevel,1.0,17
102.0,revenue,0.0,17
102.0,pricelevel,1.0,18
102.0,revenue,0.0,18
102.0,pricelevel,1.0,19
102.0,revenue,0.0,19
102.0,pricelevel,1.0,20
102.0,revenue,0.0,20
102.0,pricelevel,1.0,21
102.0,revenue,0.0,21
102.0,pricelevel,1.0,22
102.0,revenue,0.0,22
102.0,pricelevel,1.0,23
102.0,revenue,0.0,23
102.0,pricelevel,1.0,24
102.0,revenue,0.0,24
102.0,pricelevel,1.0,25
102.0,revenue,0.0,25
102.0,pricelevel,1.0,26
102.0,revenue,0.0,26
102.0,pricelevel,1.0,27
102.0,revenue,0.0,27
102.0,pricelevel,1.0,28
102.0,revenue,0.0,28
102.0,pricelevel,1.0,29
102.0,revenue,0.0,29
102.0,pricelevel,1.0,30
102.0,revenue,0.0,30
102.0,pricelevel,1.0,31
102.0,revenue,0.0,31
103.0,pricelevel,1.0,1
103.0,revenue,0.0,1
103.0,pricelevel,1.0,2
103.0,revenue,0.0,2
103.0,pricelevel,1.0,3
103.0,revenue,0.0,3
103.0,pricelevel,1.0,4
103.0,revenue,0.0,4
103.0,pricelevel,1.0,5
103.0,revenue,0.0,5
103.0,pricelevel,1.0,6
103.0,revenue,0.0,6
103.0,pricelevel,1.0,7
103.0,revenue,0.0,7
103.0,pricelevel,1.0,8
103.0,revenue,0.0,8
103.0,pricelevel,1.0,9
103.0,revenue,0.0,9
103.0,pricelevel,1.0,10
103.0,revenue,0.0,10
103.0,pricelevel,1.0,11
103.0,revenue,0.0,11
103.0,pricelevel,1.0,12
103.0,revenue,0.0,12
103.0,pricelevel,1.0,13
103.0,revenue,0.0,13
103.0,pricelevel,1.0,14
103.0,revenue,0.0,14
103.0,pricelevel,1.0,15
103.0,revenue,0.0,15
103.0,pricelevel,1.0,16
103.0,revenue,0.0,16
103.0,pricelevel,1.0,17
103.0,revenue,0.0,17
103.0,pricelevel,1.0,18
103.0,revenue,0.0,18
103.0,pricelevel,1.0,19
103.0,revenue,0.0,19
103.0,pricelevel,1.0,20
103.0,revenue,0.0,20
103.0,pricelevel,1.0,21
103.0,revenue,0.0,21
103.0,pricelevel,1.0,22
103.0,revenue,0.0,22
103.0,pricelevel,1.0,23
103.0,revenue,0.0,23
103.0,pricelevel,1.0,24
103.0,revenue,0.0,24
103.0,pricelevel,1.0,25
103.0,revenue,0.0,25
103.0,pricelevel,1.0,26
103.0,revenue,0.0,26
103.0,pricelevel,1.0,27
103.0,revenue,0.0,27
103.0,pricelevel,1.0,28
103.0,revenue,0.0,28
103.0,pricelevel,1.0,29
103.0,revenue,0.0,29
103.0,pricelevel,1.0,30
103.0,revenue,0.0,30
103.0,pricelevel,1.0,31
103.0,revenue,0.0,31
104.0,pricelevel,1.0,1
104.0,revenue,0.0,1
104.0,pricelevel,1.0,2
104.0,revenue,0.0,2
104.0,pricelevel,1.0,3
104.0,revenue,0.0,3
104.0,pricelevel,1.0,4
104.0,revenue,0.0,4
104.0,pricelevel,1.0,5
104.0,revenue,0.0,5
104.0,pricelevel,1.0,6
104.0,revenue,0.0,6
104.0,pricelevel,1.0,7
104.0,revenue,0.0,7
104.0,pricelevel,1.0,8
104.0,revenue,0.0,8
104.0,pricelevel,1.0,9
104.0,revenue,0.0,9
104.0,pricelevel,1.0,10
104.0,revenue,0.0,10
104.0,pricelevel,1.0,11
104.0,revenue,0.0,11
104.0,pricelevel,1.0,12
104.0,revenue,0.0,12
104.0,pricelevel,1.0,13
104.0,revenue,0.0,13
104.0,pricelevel,1.0,14
104.0,revenue,0.0,14
104.0,pricelevel,1.0,15
104.0,revenue,0.0,15
104.0,pricelevel,1.0,16
104.0,revenue,0.0,16
104.0,pricelevel,1.0,17
104.0,revenue,0.0,17
104.0,pricelevel,1.0,18
104.0,revenue,0.0,18
104.0,pricelevel,1.0,19
104.0,revenue,0.0,19
104.0,pricelevel,1.0,20
104.0,revenue,0.0,20
104.0,pricelevel,1.0,21
104.0,revenue,0.0,21
104.0,pricelevel,1.0,22
104.0,revenue,0.0,22
104.0,pricelevel,1.0,23
104.0,revenue,0.0,23
104.0,pricelevel,1.0,24
104.0,revenue,0.0,24
104.0,pricelevel,1.0,25
104.0,revenue,0.0,25
104.0,pricelevel,1.0,26
104.0,revenue,0.0,26
104.0,pricelevel,1.0,27
104.0,revenue,0.0,27
104.0,pricelevel,1.0,28
104.0,revenue,0.0,28
104.0,pricelevel,1.0,29
104.0,revenue,0.0,29
104.0,pricelevel,1.0,30
104.0,revenue,0.0,30
104.0,pricelevel,1.0,31
104.0,revenue,0.0,31
105.0,pricelevel,1.0,1
105.0,revenue,0.0,1
105.0,pricelevel,1.0,2
105.0,revenue,0.0,2
105.0,pricelevel,1.0,3
105.0,revenue,0.0,3
105.0,pricelevel,1.0,4
105.0,revenue,0.0,4
105.0,pricelevel,1.0,5
105.0,revenue,0.0,5
105.0,pricelevel,1.0,6
105.0,revenue,0.0,6
105.0,pricelevel,1.0,7
105.0,revenue,0.0,7
105.0,pricelevel,1.0,8
105.0,revenue,0.0,8
105.0,pricelevel,1.0,9
105.0,revenue,0.0,9
105.0,pricelevel,1.0,10
105.0,revenue,0.0,10
105.0,pricelevel,1.0,11
105.0,revenue,0.0,11
105.0,pricelevel,1.0,12
105.0,revenue,0.0,12
105.0,pricelevel,1.0,13
105.0,revenue,0.0,13
105.0,pricelevel,1.0,14
105.0,revenue,0.0,14
105.0,pricelevel,1.0,15
105.0,revenue,0.0,15
105.0,pricelevel,1.0,16
105.0,revenue,0.0,16
105.0,pricelevel,1.0,17
105.0,revenue,0.0,17
105.0,pricelevel,1.0,18
105.0,revenue,0.0,18
105.0,pricelevel,1.0,19
105.0,revenue,0.0,19
105.0,pricelevel,1.0,20
105.0,revenue,0.0,20
105.0,pricelevel,1.0,21
105.0,revenue,0.0,21
105.0,pricelevel,1.0,22
105.0,revenue,0.0,22
105.0,pricelevel,1.0,23
105.0,revenue,0.0,23
105.0,pricelevel,1.0,24
105.0,revenue,0.0,24
105.0,pricelevel,1.0,25
105.0,revenue,0.0,25
105.0,pricelevel,1.0,26
105.0,revenue,0.0,26
105.0,pricelevel,1.0,27
105.0,revenue,0.0,27
105.0,pricelevel,1.0,28
105.0,revenue,0.0,28
105.0,pricelevel,1.0,29
105.0,revenue,0.0,29
105.0,pricelevel,1.0,30
105.0,revenue,0.0,30
105.0,pricelevel,1.0,31
105.0,revenue,0.0,31
106.0,pricelevel,1.0,1
106.0,revenue,0.0,1
106.0,pricelevel,1.0,2
106.0,revenue,0.0,2
106.0,pricelevel,1.0,3
106.0,revenue,0.0,3
106.0,pricelevel,1.0,4
106.0,revenue,0.0,4
106.0,pricelevel,1.0,5
106.0,revenue,0.0,5
106.0,pricelevel,1.0,6
106.0,revenue,0.0,6
106.0,pricelevel,1.0,7
106.0,revenue,0.0,7
106.0,pricelevel,1.0,8
106.0,revenue,0.0,8
106.0,pricelevel,1.0,9
106.0,revenue,0.0,9
106.0,pricelevel,1.0,10
106.0,revenue,0.0,10
106.0,pricelevel,1.0,11
106.0,revenue,0.0,11
106.0,pricelevel,1.0,12
106.0,revenue,0.0,12
106.0,pricelevel,1.0,13
106.0,revenue,0.0,13
106.0,pricelevel,1.0,14
106.0,revenue,0.0,14
106.0,pricelevel,1.0,15
106.0,revenue,0.0,15
106.0,pricelevel,1.0,16
106.0,revenue,0.0,16
106.0,pricelevel,1.0,17
106.0,revenue,0.0,17
106.0,pricelevel,1.0,18
106.0,revenue,0.0,18
106.0,pricelevel,1.0,19
106.0,revenue,0.0,19
106.0,pricelevel,1.0,20
106.0,revenue,0.0,20
106.0,pricelevel,1.0,21
106.0,revenue,0.0,21
106.0,pricelevel,1.0,22
106.0,revenue,0.0,22
106.0,pricelevel,1.0,23
106.0,revenue,0.0,23
106.0,pricelevel,1.0,24
106.0,revenue,0.0,24
106.0,pricelevel,1.0,25
106.0,revenue,0.0,25
106.0,pricelevel,1.0,26
106.0,revenue,0.0,26
106.0,pricelevel,1.0,27
106.0,revenue,0.0,27
106.0,pricelevel,1.0,28
106.0,revenue,0.0,28
106.0,pricelevel,1.0,29
106.0,revenue,0.0,29
106.0,pricelevel,1.0,30
106.0,revenue,0.0,30
106.0,pricelevel,1.0,31
106.0,revenue,0.0,31
107.0,pricelevel,1.0,1
107.0,revenue,0.0,1
107.0,pricelevel,1.0,2
107.0,revenue,0.0,2
107.0,pricelevel,1.0,3
107.0,revenue,0.0,3
107.0,pricelevel,1.0,4
107.0,revenue,0.0,4
107.0,pricelevel,1.0,5
107.0,revenue,0.0,5
107.0,pricelevel,1.0,6
107.0,revenue,0.0,6
107.0,pricelevel,1.0,7
107.0,revenue,0.0,7
107.0,pricelevel,1.0,8
107.0,revenue,0.0,8
107.0,pricelevel,1.0,9
107.0,revenue,0.0,9
107.0,pricelevel,1.0,10
107.0,revenue,0.0,10
107.0,pricelevel,1.0,11
107.0,revenue,0.0,11
107.0,pricelevel,1.0,12
107.0,revenue,0.0,12
107.0,pricelevel,1.0,13
107.0,revenue,0.0,13
107.0,pricelevel,1.0,14
107.0,revenue,0.0,14
107.0,pricelevel,1.0,15
107.0,revenue,0.0,15
107.0,pricelevel,1.0,16
107.0,revenue,0.0,16
107.0,pricelevel,1.0,17
107.0,revenue,0.0,17
107.0,pricelevel,1.0,18
107.0,revenue,0.0,18
107.0,pricelevel,1.0,19
107.0,revenue,0.0,19
107.0,pricelevel,1.0,20
107.0,revenue,0.0,20
107.0,pricelevel,1.0,21
107.0,revenue,0.0,21
107.0,pricelevel,1.0,22
107.0,revenue,0.0,22
107.0,pricelevel,1.0,23
107.0,revenue,0.0,23
107.0,pricelevel,1.0,24
107.0,revenue,0.0,24
107.0,pricelevel,1.0,25
107.0,revenue,0.0,25
107.0,pricelevel,1.0,26
107.0,revenue,0.0,26
107.0,pricelevel,1.0,27
107.0,revenue,0.0,27
107.0,pricelevel,1.0,28
107.0,revenue,0.0,28
107.0,pricelevel,1.0,29
107.0,revenue,0.0,29
107.0,pricelevel,1.0,30
107.0,revenue,0.0,30
107.0,pricelevel,1.0,31
107.0,revenue,0.0,31
108.0,pricelevel,1.0,1
108.0,revenue,0.0,1
108.0,pricelevel,1.0,2
108.0,revenue,0.0,2
108.0,pricelevel,1.0,3
108.0,revenue,0.0,3
108.0,pricelevel,1.0,4
108.0,revenue,0.0,4
108.0,pricelevel,1.0,5
108.0,revenue,0.0,5
108.0,pricelevel,1.0,6
108.0,revenue,0.0,6
108.0,pricelevel,1.0,7
108.0,revenue,0.0,7
108.0,pricelevel,1.0,8
108.0,revenue,0.0,8
108.0,pricelevel,1.0,9
108.0,revenue,0.0,9
108.0,pricelevel,1.0,10
108.0,revenue,0.0,10
108.0,pricelevel,1.0,11
108.0,revenue,0.0,11
108.0,pricelevel,1.0,12
108.0,revenue,0.0,12
108.0,pricelevel,1.0,13
108.0,revenue,0.0,13
108.0,pricelevel,1.0,14
108.0,revenue,0.0,14
108.0,pricelevel,1.0,15
108.0,revenue,0.0,15
108.0,pricelevel,1.0,16
108.0,revenue,0.0,16
108.0,pricelevel,1.0,17
108.0,revenue,0.0,17
108.0,pricelevel,1.0,18
108.0,revenue,0.0,18
108.0,pricelevel,1.0,19
108.0,revenue,0.0,19
108.0,pricelevel,1.0,20
108.0,revenue,0.0,20
108.0,pricelevel,1.0,21
108.0,revenue,0.0,21
108.0,pricelevel,1.0,22
108.0,revenue,0.0,22
108.0,pricelevel,1.0,23
108.0,revenue,0.0,23
108.0,pricelevel,1.0,24
108.0,revenue,0.0,24
108.0,pricelevel,1.0,25
108.0,revenue,0.0,25
108.0,pricelevel,1.0,26
108.0,revenue,0.0,26
108.0,pricelevel,1.0,27
108.0,revenue,0.0,27
108.0,pricelevel,1.0,28
108.0,revenue,0.0,28
108.0,pricelevel,1.0,29
108.0,revenue,0.0,29
108.0,pricelevel,1.0,30
108.0,revenue,0.0,30
108.0,pricelevel,1.0,31
108.0,revenue,0.0,31
109.0,pricelevel,1.0,1
109.0,revenue,0.0,1
109.0,pricelevel,1.0,2
109.0,revenue,0.0,2
109.0,pricelevel,1.0,3
109.0,revenue,0.0,3
109.0,pricelevel,1.0,4
109.0,revenue,0.0,4
109.0,pricelevel,1.0,5
109.0,revenue,0.0,5
109.0,pricelevel,1.0,6
109.0,revenue,0.0,6
109.0,pricelevel,1.0,7
109.0,revenue,0.0,7
109.0,pricelevel,1.0,8
109.0,revenue,0.0,8
109.0,pricelevel,1.0,9
109.0,revenue,0.0,9
109.0,pricelevel,1.0,10
109.0,revenue,0.0,10
109.0,pricelevel,1.0,11
109.0,revenue,0.0,11
109.0,pricelevel,1.0,12
109.0,revenue,0.0,12
109.0,pricelevel,1.0,13
109.0,revenue,0.0,13
109.0,pricelevel,1.0,14
109.0,revenue,0.0,14
109.0,pricelevel,1.0,15
109.0,revenue,0.0,15
109.0,pricelevel,1.0,16
109.0,revenue,0.0,16
109.0,pricelevel,1.0,17
109.0,revenue,0.0,17
109.0,pricelevel,1.0,18
109.0,revenue,0.0,18
109.0,pricelevel,1.0,19
109.0,revenue,0.0,19
109.0,pricelevel,1.0,20
109.0,revenue,0.0,20
109.0,pricelevel,1.0,21
109.0,revenue,0.0,21
109.0,pricelevel,1.0,22
109.0,revenue,0.0,22
109.0,pricelevel,1.0,23
109.0,revenue,0.0,23
109.0,pricelevel,1.0,24
109.0,revenue,0.0,24
109.0,pricelevel,1.0,25
109.0,revenue,0.0,25
109.0,pricelevel,1.0,26
109.0,revenue,0.0,26
109.0,pricelevel,1.0,27
109.0,revenue,0.0,27
109.0,pricelevel,1.0,28
109.0,revenue,0.0,28
109.0,pricelevel,1.0,29
109.0,revenue,0.0,29
109.0,pricelevel,1.0,30
109.0,revenue,0.0,30
109.0,pricelevel,1.0,31
109.0,revenue,0.0,31
11.0,pricelevel,1.0,1
11.0,revenue,0.0,1
11.0,pricelevel,1.0,2
11.0,revenue,0.0,2
11.0,pricelevel,1.0,3
11.0,revenue,0.0,3
11.0,pricelevel,1.0,4
11.0,revenue,0.0,4
11.0,pricelevel,1.0,5
11.0,revenue,0.0,5
11.0,pricelevel,1.0,6
11.0,revenue,0.0,6
11.0,pricelevel,1.0,7
11.0,revenue,0.0,7
11.0,pricelevel,1.0,8
11.0,revenue,0.0,8
11.0,pricelevel,1.0,9
11.0,revenue,0.0,9
11.0,pricelevel,1.0,10
11.0,revenue,0.0,10
11.0,pricelevel,1.0,11
11.0,revenue,0.0,11
11.0,pricelevel,1.0,12
11.0,revenue,0.0,12
11.0,pricelevel,1.0,13
11.0,revenue,0.0,13
11.0,pricelevel,1.0,14
11.0,revenue,0.0,14
11.0,pricelevel,1.0,15
11.0,revenue,0.0,15
11.0,pricelevel,1.0,16
11.0,revenue,0.0,16
11.0,pricelevel,1.0,17
11.0,revenue,0.0,17
11.0,pricelevel,1.0,18
11.0,revenue,0.0,18
11.0,pricelevel,1.0,19
11.0,revenue,0.0,19
11.0,pricelevel,1.0,20
11.0,revenue,0.0,20
11.0,pricelevel,1.0,21
11.0,revenue,0.0,21
11.0,pricelevel,1.0,22
11.0,revenue,0.0,22
11.0,pricelevel,1.0,23
11.0,revenue,0.0,23
11.0,pricelevel,1.0,24
11.0,revenue,0.0,24
11.0,pricelevel,1.0,25
11.0,revenue,0.0,25
11.0,pricelevel,1.0,26
11.0,revenue,0.0,26
11.0,pricelevel,1.0,27
11.0,revenue,0.0,27
11.0,pricelevel,1.0,28
11.0,revenue,0.0,28
11.0,pricelevel,1.0,29
11.0,revenue,0.0,29
11.0,pricelevel,1.0,30
11.0,revenue,0.0,30
11.0,pricelevel,1.0,31
11.0,revenue,0.0,31
110.0,pricelevel,1.0,1
110.0,revenue,0.0,1
110.0,pricelevel,1.0,2
110.0,revenue,0.0,2
110.0,pricelevel,1.0,3
110.0,revenue,0.0,3
110.0,pricelevel,1.0,4
110.0,revenue,0.0,4
110.0,pricelevel,1.0,5
110.0,revenue,0.0,5
110.0,pricelevel,1.0,6
110.0,revenue,0.0,6
110.0,pricelevel,1.0,7
110.0,revenue,0.0,7
110.0,pricelevel,1.0,8
110.0,revenue,0.0,8
110.0,pricelevel,1.0,9
110.0,revenue,0.0,9
110.0,pricelevel,1.0,10
110.0,revenue,0.0,10
110.0,pricelevel,1.0,11
110.0,revenue,0.0,11
110.0,pricelevel,1.0,12
110.0,revenue,0.0,12
110.0,pricelevel,1.0,13
110.0,revenue,0.0,13
110.0,pricelevel,1.0,14
110.0,revenue,0.0,14
110.0,pricelevel,1.0,15
110.0,revenue,0.0,15
110.0,pricelevel,1.0,16
110.0,revenue,0.0,16
110.0,pricelevel,1.0,17
110.0,revenue,0.0,17
110.0,pricelevel,1.0,18
110.0,revenue,0.0,18
110.0,pricelevel,1.0,19
110.0,revenue,0.0,19
110.0,pricelevel,1.0,20
110.0,revenue,0.0,20
110.0,pricelevel,1.0,21
110.0,revenue,0.0,21
110.0,pricelevel,1.0,22
110.0,revenue,0.0,22
110.0,pricelevel,1.0,23
110.0,revenue,0.0,23
110.0,pricelevel,1.0,24
110.0,revenue,0.0,24
110.0,pricelevel,1.0,25
110.0,revenue,0.0,25
110.0,pricelevel,1.0,26
110.0,revenue,0.0,26
110.0,pricelevel,1.0,27
110.0,revenue,0.0,27
110.0,pricelevel,1.0,28
110.0,revenue,0.0,28
110.0,pricelevel,1.0,29
110.0,revenue,0.0,29
110.0,pricelevel,1.0,30
110.0,revenue,0.0,30
110.0,pricelevel,1.0,31
110.0,revenue,0.0,31
111.0,pricelevel,1.0,1
111.0,revenue,0.0,1
111.0,pricelevel,1.0,2
111.0,revenue,0.0,2
111.0,pricelevel,1.0,3
111.0,revenue,0.0,3
111.0,pricelevel,1.0,4
111.0,revenue,0.0,4
111.0,pricelevel,1.0,5
111.0,revenue,0.0,5
111.0,pricelevel,1.0,6
111.0,revenue,0.0,6
111.0,pricelevel,1.0,7
111.0,revenue,0.0,7
111.0,pricelevel,1.0,8
111.0,revenue,0.0,8
111.0,pricelevel,1.0,9
111.0,revenue,0.0,9
111.0,pricelevel,1.0,10
111.0,revenue,0.0,10
111.0,pricelevel,1.0,11
111.0,revenue,0.0,11
111.0,pricelevel,1.0,12
111.0,revenue,0.0,12
111.0,pricelevel,1.0,13
111.0,revenue,0.0,13
111.0,pricelevel,1.0,14
111.0,revenue,0.0,14
111.0,pricelevel,1.0,15
111.0,revenue,0.0,15
111.0,pricelevel,1.0,16
111.0,revenue,0.0,16
111.0,pricelevel,1.0,17
111.0,revenue,0.0,17
111.0,pricelevel,1.0,18
111.0,revenue,0.0,18
111.0,pricelevel,1.0,19
111.0,revenue,0.0,19
111.0,pricelevel,1.0,20
111.0,revenue,0.0,20
111.0,pricelevel,1.0,21
111.0,revenue,0.0,21
111.0,pricelevel,1.0,22
111.0,revenue,0.0,22
111.0,pricelevel,1.0,23
111.0,revenue,0.0,23
111.0,pricelevel,1.0,24
111.0,revenue,0.0,24
111.0,pricelevel,1.0,25
111.0,revenue,0.0,25
111.0,pricelevel,1.0,26
111.0,revenue,0.0,26
111.0,pricelevel,1.0,27
111.0,revenue,0.0,27
111.0,pricelevel,1.0,28
111.0,revenue,0.0,28
111.0,pricelevel,1.0,29
111.0,revenue,0.0,29
111.0,pricelevel,1.0,30
111.0,revenue,0.0,30
111.0,pricelevel,1.0,31
111.0,revenue,0.0,31
112.0,pricelevel,1.0,1
