rideHailAgentID,xCoord,yCoord
rideHailAgent-100-2016000610766-0139314,684758.6149638097,4822001.78376318
rideHailAgent-1002-2015000557350-0101403,683012.5206916513,4825125.788886786
rideHailAgent-401-2015001146120-0116684,683122.6441755664,4822478.704448561
rideHailAgent-100-2016000171219-0128782,686505.8127845397,4830558.744027245
rideHailAgent-10102-2012000394283-07689,679571.8582166412,4823811.1208281955
rideHailAgent-10600-2013001421148-059341,683093.979840735,4825244.335410439
rideHailAgent-1801-2013000025564-029871,688081.2809164086,4823186.921203529
rideHailAgent-1804-2013001222978-056116,686017.3793833574,4822465.861884194
rideHailAgent-10103-2016000840757-0145061,678365.3922248225,4820596.865255982
rideHailAgent-406-2014001338541-089647,690620.5321934961,4825272.891205156
rideHailAgent-10104-2014000953311-280748,689675.4529881905,4816055.6502968585
rideHailAgent-500-2016000012225-0124605,685823.0337262272,4821290.673926611
rideHailAgent-1106-2016000086561-0126777,679073.416896322,4817128.426806065
rideHailAgent-1700-2013000280546-036603,682164.1485578999,4824280.501650659
rideHailAgent-500-2016000012225-0124694,685288.9244327779,4826893.044432955
rideHailAgent-10104-2016001424895-2154912,684045.6285614067,4822013.028018628
rideHailAgent-500-2012001118760-022680,686746.7623298905,4820817.6196206
rideHailAgent-10103-2015000282851-196506,679519.3398573191,4817778.308050276
rideHailAgent-500-2012000131467-02393,684191.7464510547,4827512.425694735
rideHailAgent-1200-2016000039403-0125574,681469.6551438692,4820865.561255083
rideHailAgent-1700-2013000293337-036981,685935.938079504,4822081.452103291
rideHailAgent-1801-2016000332872-0132124,689994.1642928848,4818712.526516118
rideHailAgent-10103-2016000266802-0131085,674846.464583437,4817146.798229239
rideHailAgent-1107-2012000849754-017223,673712.6714976471,4823806.493595596
rideHailAgent-1803-2012000408893-08525,684568.2708700643,4819700.799786194
rideHailAgent-1500-2014000659476-075411,679098.546212567,4818266.20959758
rideHailAgent-401-2012001437667-028897,687102.1850708335,4826819.561928684
rideHailAgent-1101-2013001265087-056700,679308.440190568,4822229.265566867
rideHailAgent-1600-2012000078687-01486,681791.0568557018,4827018.5880374005
rideHailAgent-1700-2013000080637-031284,680861.6442748518,4822876.560508511
rideHailAgent-1001-2013000636360-045351,674500.2992620404,4822409.519946332
rideHailAgent-1107-2016000444670-0135109,673794.3566231019,4826792.9528668085
rideHailAgent-1901-2012000559396-011252,688654.1963646885,4816885.316636242
rideHailAgent-1804-2013000438496-140747,688202.6963274195,4822956.105499203
rideHailAgent-1001-2012000854454-017417,674632.5634989203,4827736.521536256
rideHailAgent-1108-2014000125384-064286,677619.5727915401,4824413.640769194
rideHailAgent-10102-2014000279897-067690,684339.1587726834,4821905.859091093
rideHailAgent-10104-2016001151131-0149701,687601.4691157972,4815891.366272235
rideHailAgent-1001-2013000376438-038581,683338.3374015203,4825571.480470993
rideHailAgent-900-2015000902296-1112318,683987.415159897,4820363.367714535
rideHailAgent-1106-2016000233221-1129751,676745.5865458021,4817877.750009228
rideHailAgent-1001-2014000546945-073410,679965.980703457,4823215.992200246
rideHailAgent-10102-2014001093569-184555,675994.5715774188,4821254.999869246
rideHailAgent-10104-2014000358619-269193,682801.1397684669,4822155.587563169
rideHailAgent-1500-2014000180574-065418,684468.0792126901,4824414.891357783
rideHailAgent-1902-2014000921572-080084,681938.7852346066,4821913.15350896
rideHailAgent-10600-2015000587753-0101943,684572.9449490285,4824922.970949333
rideHailAgent-202-2016000116811-1127931,676981.6829114109,4828176.145645071
rideHailAgent-1803-2016000188292-0129032,688320.413159225,4820563.716887777
rideHailAgent-10103-2013000297067-037224,682246.1526188798,4819540.135618398
rideHailAgent-1001-2014000546945-073320,680665.2591771625,4821538.375335305
rideHailAgent-1901-2015001011409-0114089,679509.584739721,4820355.937428166
rideHailAgent-407-2014000834285-077686,690886.2176779305,4821368.573787005
rideHailAgent-1600-2013000262511-035902,682264.2623904488,4821465.209735969
rideHailAgent-202-2013001051809-052690,681404.8866393216,4825288.003805397
rideHailAgent-10600-2015000458232-099806,685157.2114293327,4818768.626498045
rideHailAgent-700-2016000755626-0142609,688490.7940891869,4828181.262970057
rideHailAgent-10102-2013001346490-057990,678349.8295545281,4820405.771489
rideHailAgent-1803-2014001239636-188251,690694.4273220343,4823735.4684451185
rideHailAgent-1200-2014000293639-068532,680519.8834462201,4823596.544174788
rideHailAgent-1106-2015000804471-1108134,680398.8631664866,4821962.957281315
rideHailAgent-1108-2016001257783-0153066,682953.2711706086,4819090.137423149
rideHailAgent-1101-2014000476516-071090,675358.5313180857,4821351.865361216
rideHailAgent-10102-2014000183338-065716,685082.5010572732,4821648.242589247
rideHailAgent-1500-2012000711495-013965,685961.0304695822,4823608.442087649
rideHailAgent-10405-2015001219743-0118343,679481.6665858293,4830147.308253624
rideHailAgent-10600-2013000532687-342709,682539.2452009902,4824581.858098384
rideHailAgent-700-2015000050024-192452,683083.290743586,4824201.08619035
rideHailAgent-900-2016000610766-0139327,680875.314616017,4828230.7404719265
rideHailAgent-10104-2015000848686-1110288,685297.1625386132,4814541.094297148
rideHailAgent-1902-2014000325216-069000,687158.1372772506,4822376.792594319
rideHailAgent-401-2013001154841-054345,687485.3428683568,4823913.866382396
rideHailAgent-1801-2012000178004-03549,691733.882128724,4820731.966070092
rideHailAgent-1107-2016000874667-0145252,678333.9298521259,4818913.639407864
rideHailAgent-1600-2015000709647-0104692,689033.653196781,4822630.990219062
rideHailAgent-10600-2013000056397-030583,682449.8979541876,4823267.57477694
rideHailAgent-405-2015000268615-096195,684953.0165862605,4826603.768307765
rideHailAgent-406-2015001225649-0118812,686699.2773229376,4821092.372347132
rideHailAgent-1500-2013000636360-045361,677785.8399307299,4825026.397450281
rideHailAgent-1803-2012000804704-115600,687013.8379020024,4821478.212909529
rideHailAgent-10600-2013001421148-059419,680528.534992791,4818557.76060364
rideHailAgent-1106-2013001448500-059808,676386.8906258951,4820214.343010304
rideHailAgent-1106-2015000902296-3112255,675372.6240313378,4822993.947769306
rideHailAgent-10401-2012001151676-023444,686644.1516407097,4821183.537934535
rideHailAgent-10401-2014001093569-084697,690832.4402554474,4824258.620151864
rideHailAgent-401-2014000097368-063255,688719.0908283992,4826602.78143536
rideHailAgent-1200-2014000130987-064587,681714.229737177,4822061.8086542245
rideHailAgent-300-2012001453028-028943,681548.4285243851,4830101.857680035
rideHailAgent-1902-2014000763883-076624,683630.3762732293,4822368.600821409
rideHailAgent-10405-2016000401357-0133679,679826.9207203978,4830919.97362726
rideHailAgent-1801-2013001492343-160732,689404.6989649523,4815285.930418188
rideHailAgent-700-2013000298655-037323,685409.5665273148,4822751.454036575
rideHailAgent-1001-2013000376438-038661,679962.0117994329,4828170.619672655
rideHailAgent-10401-2012000274151-05548,688771.1627665937,4820325.029922821
rideHailAgent-1500-2014000659476-075465,683127.2577171191,4822808.294193341
rideHailAgent-10401-2014000079080-062913,683077.0935362962,4820335.162516979
rideHailAgent-300-2015000806558-0108174,690429.7174123682,4827528.185039856
rideHailAgent-10104-2012000073118-21379,686337.8224651939,4820871.407309502
rideHailAgent-1500-2014000891943-079348,678906.3641335634,4823315.1260555675
rideHailAgent-10103-2013000297067-037246,680270.2552917502,4820754.075269777
rideHailAgent-10102-2013000618280-045069,677503.4308687974,4817767.8156740675
rideHailAgent-10600-2014000023781-061303,685457.2054601511,4825132.682297155
rideHailAgent-1500-2014000180574-065451,678350.6147250826,4818119.752305337
rideHailAgent-1804-2014000263740-067407,690585.9809422507,4827022.036936833
rideHailAgent-1901-2012000559396-011040,689532.7434629813,4823845.076576748
rideHailAgent-10102-2015000420261-099387,683275.0959920057,4823063.3494183095
rideHailAgent-405-2013000377800-338836,688679.794697347,4819681.034134863
rideHailAgent-10102-2015001230134-1118910,679438.447443489,4817991.447806798
rideHailAgent-10104-2013001099005-253614,683304.0547071303,4816099.5938195875
rideHailAgent-407-2013001394719-058758,691698.7209419274,4820975.23017608
rideHailAgent-408-2016001200571-2150604,691906.8728607151,4823783.955795983
rideHailAgent-10103-2012000006010-01,675374.2604202543,4818934.638056373
rideHailAgent-1105-2016000840757-1145086,681610.9716111063,4814613.2069248
rideHailAgent-405-2014000659476-075479,689293.9485136238,4829582.7407286195
rideHailAgent-1200-2013001181429-054964,685375.624240926,4819384.2323338725
rideHailAgent-1106-2016001185478-1150411,674006.5920964095,4826123.463267071
rideHailAgent-1901-2012000559396-010934,689728.2423388301,4816815.901761524
rideHailAgent-10104-2016000000476-0124337,683252.6525395161,4815382.035475172
rideHailAgent-1902-2014000614689-074928,680737.192808769,4816038.664721986
rideHailAgent-500-2013001200076-055506,688696.6732800227,4825271.028978987
rideHailAgent-10102-2016000664308-0140619,683539.2065657304,4814264.667503357
rideHailAgent-408-2012000642803-013000,691341.313124496,4829445.561543473
rideHailAgent-408-2015001014127-0114099,691990.9096543952,4827830.827559425
rideHailAgent-1500-2014000659476-075519,687194.9339280204,4823991.415160673
rideHailAgent-1106-2013001488063-360667,674143.1483540179,4825045.715989828
rideHailAgent-408-2015000578512-0101507,686912.4626633128,4826642.064140234
rideHailAgent-10600-2015000458232-099766,678466.8998631868,4823286.376001532
rideHailAgent-201-2013001345206-057969,680682.9110037675,4825555.662058255
rideHailAgent-10104-2013000606389-644628,680154.9611042449,4814366.903310305
rideHailAgent-408-2016000264178-0131056,686852.0547579074,4823255.186377405
rideHailAgent-407-2012000190101-03859,687448.8061593715,4819074.459141376
rideHailAgent-500-2012001118760-022747,681978.5599126209,4823009.982693717
rideHailAgent-10102-2016000836708-0144914,677185.7924979667,4815386.692934128
rideHailAgent-1804-2013000636360-045407,683164.9800482572,4819665.644558839
rideHailAgent-10104-2016001151131-0149707,682800.9118614679,4817248.43948918
rideHailAgent-10600-2014001176555-086650,686326.5408549616,4822675.058049246
rideHailAgent-700-2013000402257-039543,678138.5188843575,4827860.693541961
rideHailAgent-1200-2015001162246-1117170,678718.527144447,4822340.430704788
rideHailAgent-900-2016000644235-0140144,682996.5768969893,4820136.841183572
rideHailAgent-1105-2014000183338-065737,679090.8928215505,4822935.272591275
rideHailAgent-10104-2013000367446-038484,690376.8268492599,4814608.148065153
rideHailAgent-405-2013001005169-051487,685978.6686911896,4821926.17513709
rideHailAgent-10102-2015000973216-0113463,674374.3801966242,4822759.722377295
rideHailAgent-10600-2015000795744-0107875,677395.9612936792,4824990.492457768
rideHailAgent-10102-2014000987574-181120,686457.2224632072,4817985.627496185
rideHailAgent-406-2013001308560-057628,689816.4780403664,4822688.285867617
rideHailAgent-1803-2014000093856-063174,690631.6157964086,4823204.3855228415
rideHailAgent-10405-2012000634858-112741,676112.5617289342,4824029.295135445
rideHailAgent-1108-2015001391700-0122469,676628.159167327,4818912.7432586495
rideHailAgent-10600-2015000827957-0109437,679102.2159713843,4819198.743820982
rideHailAgent-201-2015001440276-0123135,682494.4864245559,4821342.219594517
rideHailAgent-1803-2013000799276-048407,687863.4642783222,4820338.037845794
rideHailAgent-1803-2012000420927-18877,689651.3826553872,4818678.450436517
rideHailAgent-1803-2012000306213-06042,683087.4898114037,4820646.9218601715
rideHailAgent-1002-2016000510160-1136815,679005.0879421276,4824672.9413360385
rideHailAgent-10600-2015000587753-0101905,679177.464074993,4824259.920698836
rideHailAgent-408-2016001295719-0153568,685333.2016753125,4826905.4929904165
rideHailAgent-405-2012001453028-028944,687041.3542387183,4819079.98783255
rideHailAgent-1002-2016000510160-1136669,679289.005030379,4820422.113018084
rideHailAgent-900-2016000610766-0139382,681020.5619036095,4820684.518874734
rideHailAgent-1106-2016000233221-1129811,679786.8752667302,4824122.851641549
rideHailAgent-1105-2012001194091-023874,683060.4367459245,4817879.64863861
rideHailAgent-1108-2014000125384-064423,681288.6992359724,4822161.483694377
rideHailAgent-408-2013001025042-051860,686786.0302677681,4823411.871334274
rideHailAgent-1101-2015000696733-0104412,680491.2660751946,4821112.46569098
rideHailAgent-900-2012000447512-09585,683221.6503324843,4820651.695673557
rideHailAgent-1106-2016001235624-1152850,680909.5969561943,4824796.2270398
rideHailAgent-500-2015001431732-0123070,685137.7682167666,4826327.33735801
rideHailAgent-1901-2015001065193-0115425,682876.7737485945,4821280.770485773
rideHailAgent-1803-2016001140403-0149573,684966.5320435087,4819302.673376518
rideHailAgent-1107-2012001433817-028673,674535.4968102624,4817135.028843044
rideHailAgent-500-2014001239636-088230,688304.9813499822,4824214.734161852
rideHailAgent-1902-2013000380547-039392,678651.8378849118,4818780.788914387
rideHailAgent-1803-2015001011409-1114047,689593.3685913042,4818239.1599285025
rideHailAgent-1101-2015001162246-1117258,675672.0956668429,4815521.912833394
rideHailAgent-10102-2016000029416-3125136,680733.605167091,4814818.863894429
rideHailAgent-1200-2015000383841-198361,685417.3383681555,4825702.200210599
rideHailAgent-1500-2012000768371-115091,683085.0654483989,4824090.358792898
rideHailAgent-10401-2012000559396-011096,687268.2557592823,4820382.098510999
rideHailAgent-10102-2013000949431-050930,679904.0168228002,4819126.801556707
rideHailAgent-10102-2014000987574-181386,684215.6515416095,4819696.943368042
rideHailAgent-10102-2016000029416-3124863,680818.9462632898,4815226.777770689
rideHailAgent-10104-2013000367446-038449,681700.5265915588,4823680.800393877
rideHailAgent-1108-2016000697205-0141613,682303.5600306973,4818581.338622372
rideHailAgent-10104-2016000012225-0124492,686361.1279384906,4823085.927427026
rideHailAgent-1106-2012000478993-09840,678830.5731039067,4821956.672881048
rideHailAgent-1803-2012001226146-024074,688309.903227345,4822588.580001992
rideHailAgent-10104-2013000606389-644507,684291.8699047859,4813991.189639256
rideHailAgent-1801-2016000063348-1126127,686613.3028683738,4822908.543496815
rideHailAgent-10104-2014000230007-166801,688393.3244267356,4819545.265374528
rideHailAgent-1001-2014000813815-077470,678452.9531852343,4819905.743638937
rideHailAgent-10600-2015000827957-0109477,684670.8978470005,4820994.051219706
rideHailAgent-10600-2012000388919-07600,681644.157593006,4827352.974946883
rideHailAgent-10103-2012000006010-015,679311.6087630779,4817583.746700297
rideHailAgent-202-2013000193403-034261,676247.0020021412,4823592.287935419
rideHailAgent-1108-2014000869030-078663,679909.6410801552,4819129.742089537
rideHailAgent-1902-2012000877604-017966,683176.3262647465,4814567.630946016
rideHailAgent-1002-2012000188230-03623,681869.4463385476,4821221.103586522
rideHailAgent-10104-2013000365992-138308,680277.396141395,4823528.124294271
rideHailAgent-408-2012001287756-025022,684963.9124991534,4822778.104464153
rideHailAgent-10401-2012000274151-05592,691310.6627880972,4818790.705743666
rideHailAgent-405-2014001126769-085281,689167.6216784046,4829824.916775387
rideHailAgent-201-2015001161098-0116800,682562.5805037838,4826181.0623113075
rideHailAgent-1106-2015000306203-097151,682026.8294752468,4822349.328446505
rideHailAgent-407-2013001184872-055115,689706.2304255649,4826110.803613805
rideHailAgent-10103-2013000297067-037279,675871.0998762491,4821550.0090413205
rideHailAgent-1001-2013000430975-040333,679592.2832398951,4827797.524644885
rideHailAgent-1700-2016001487612-0156837,682794.9294500503,4816912.313652261
rideHailAgent-1106-2016000029416-3124914,678548.2057043515,4823821.195453026
rideHailAgent-202-2016000878091-0145676,677158.4850288689,4822932.70268902
rideHailAgent-10104-2015000769721-0106304,681858.8352379516,4819061.122338132
rideHailAgent-1108-2016001257783-0153094,677561.1915163709,4821654.074987026
rideHailAgent-100-2013000202866-034549,688339.7494301177,4825648.6925028125
rideHailAgent-10102-2014000183338-065731,679738.3024741184,4823736.354536665
rideHailAgent-1902-2014000079080-163014,686357.6314273105,4820530.4080374995
rideHailAgent-1803-2012000420927-18795,690717.6650551935,4818158.220293871
rideHailAgent-1803-2015001011409-1113967,685468.2940422974,4822525.09892787
rideHailAgent-700-2012001458845-029010,678522.1686973708,4822613.7608559895
rideHailAgent-10102-2014000843364-078048,681527.1296909607,4819756.937577225
rideHailAgent-10401-2016000406848-0133852,683666.2295642598,4820840.136456749
rideHailAgent-407-2013000407259-039707,688989.2431996836,4826169.214191359
rideHailAgent-408-2012001287756-025062,690165.6577326261,4829553.216884275
rideHailAgent-1101-2014000053367-061975,681621.688324107,4822748.985877329
rideHailAgent-1804-2012000987013-020273,685529.7502708083,4826525.88608973
rideHailAgent-10600-2015000795744-0107545,686002.4892178227,4824385.364863555
rideHailAgent-10104-2014000230007-166879,686656.3291360093,4815092.464426706
rideHailAgent-1105-2016000351192-0132378,678805.4909858212,4814882.898107164
rideHailAgent-1500-2014000952689-080731,681275.5748950231,4822713.353304235
rideHailAgent-10401-2016000406848-0134028,689747.9484193756,4826445.371138768
rideHailAgent-1902-2015000502599-0100416,688135.9363487576,4820365.503227063
rideHailAgent-1200-2015001162246-1116954,681987.5538978592,4820085.062608308
rideHailAgent-1901-2012000559396-011305,686780.6898692652,4816933.145139996
rideHailAgent-10103-2013000757648-047691,677388.593102559,4821859.950704714
rideHailAgent-1001-2012000595768-011874,682446.7371814002,4825959.340532129
rideHailAgent-1001-2013001290223-057246,682444.4957681607,4829807.670294646
rideHailAgent-10102-2016000664308-0140606,681498.0312970799,4822954.773000922
rideHailAgent-1801-2014000147028-164771,688423.5229292841,4825575.740714741
rideHailAgent-1500-2015000035260-091830,684314.3375077641,4824894.2521354575
rideHailAgent-10103-2013000757648-047707,677450.6309648233,4817416.868930522
rideHailAgent-408-2013000532687-042932,689318.3943607043,4824599.457827486
rideHailAgent-10600-2012001433817-028687,683548.7927414938,4824316.646035149
rideHailAgent-1801-2016000548790-0137851,685638.1687506955,4820017.74239015
rideHailAgent-10104-2013000153878-332961,688108.9787997026,4819435.860895225
rideHailAgent-1801-2013000780914-047950,684245.2043582082,4822035.199015247
rideHailAgent-10103-2015000076536-092557,679973.8236450213,4814512.683542059
rideHailAgent-1803-2016001227839-0152185,688742.0770167775,4822046.823976454
rideHailAgent-10104-2016000376315-0132829,684999.870241236,4820734.262308384
rideHailAgent-1105-2012001437667-028869,675143.888168,4816921.712971835
rideHailAgent-10401-2012000559396-010990,690932.2483444546,4817669.192301897
rideHailAgent-1108-2012000849754-017224,678087.2175061739,4822597.261804348
rideHailAgent-900-2014001221401-087858,684798.627136627,4819507.150717333
rideHailAgent-1200-2016001210684-0150955,679345.168307968,4819608.210567401
rideHailAgent-1001-2014000079080-062887,680417.0604595172,4827773.29400754
rideHailAgent-10104-2014000901104-279663,681039.054400838,4819269.653137268
rideHailAgent-300-2014000947834-080489,682331.8581195957,4831012.354742918
rideHailAgent-1803-2013001448500-059819,683934.5279174651,4818046.912383741
rideHailAgent-1600-2015000645635-0103802,683170.724800414,4825743.34007241
rideHailAgent-405-2015001423993-0122927,685661.2088791501,4821118.721646756
rideHailAgent-1108-2014000344487-069143,679144.3385649809,4821261.90493988
rideHailAgent-1002-2014000849408-078196,682215.5966987552,4822682.92066093
rideHailAgent-202-2012000057088-0696,684531.433750761,4822955.172069514
rideHailAgent-1101-2013001192909-155168,684681.2487313475,4817689.586243726
rideHailAgent-1200-2015000391765-098422,683265.1377574585,4825173.644293056
rideHailAgent-1106-2016000233221-1129771,682780.1066387751,4826476.401302802
rideHailAgent-500-2012000131467-02307,689388.0940772375,4823097.057662261
rideHailAgent-10104-2016000000476-0124321,681628.2566292105,4820943.230646481
rideHailAgent-201-2013001099005-153619,679835.9799574282,4821601.263246805
rideHailAgent-1700-2013000663329-045806,683342.5464253887,4824580.472060606
rideHailAgent-1105-2013000532687-242630,680626.5717971707,4815989.890725498
rideHailAgent-900-2013001357772-058385,677302.5426157948,4825411.414606304
rideHailAgent-1108-2014000869030-079019,682402.1513306614,4819167.808210834
rideHailAgent-10104-2015000645635-4103731,679715.89148223,4816017.476159332
rideHailAgent-1600-2012001111261-022457,684371.4311024726,4818270.323401083
rideHailAgent-405-2013000377800-338956,691676.3456014541,4822566.986010774
rideHailAgent-1500-2012001415668-128364,681229.7111450601,4817469.677093663
rideHailAgent-1101-2015000867802-0111067,675878.7852240748,4819475.262628151
rideHailAgent-10104-2013001099005-253538,687803.2069816136,4820193.353595455
rideHailAgent-1101-2016000882166-0145889,677695.614464092,4818010.25785139
rideHailAgent-407-2012000190101-03692,689389.2609975339,4826693.852617653
rideHailAgent-1902-2012000211012-04250,691203.0171163152,4821947.652021299
rideHailAgent-100-2015000392807-098605,684562.004416893,4828162.355326055
rideHailAgent-1105-2014000183338-065722,681551.6010631162,4824804.643929538
rideHailAgent-1801-2016000548790-0137882,685188.0773475781,4817092.951531591
rideHailAgent-300-2013001099005-153698,681597.9075531255,4827635.757006205
rideHailAgent-1803-2013000485454-041625,690807.447936905,4819281.505100134
rideHailAgent-1803-2016000275343-0131565,691481.2540585328,4819407.563997605
rideHailAgent-1106-2013000105963-331872,676476.8435644687,4817446.252268499
rideHailAgent-1902-2015000502599-0100330,686011.4126054114,4816272.097184284
rideHailAgent-408-2016000071413-0126635,688167.2764639359,4829798.982154471
rideHailAgent-405-2015000268615-096180,684632.5545310028,4819765.387494254
rideHailAgent-10102-2014001093569-184703,675273.52553404,4815733.208577436
rideHailAgent-1600-2015000709647-0104648,680457.3408429247,4822390.702426133
rideHailAgent-1500-2012000460523-09741,685680.2933383895,4818680.464165504
rideHailAgent-10103-2012001055364-121066,678081.5036994301,4818468.499748922
rideHailAgent-900-2015000850269-0110442,677858.565362075,4827394.506733614
rideHailAgent-1002-2015000635597-0103571,683786.4941463539,4825285.737755946
rideHailAgent-700-2012001414670-028208,685398.5813633233,4828562.366639505
rideHailAgent-1901-2014000923144-080190,684573.0830398988,4821216.973642801
rideHailAgent-202-2016000116811-1127550,676052.2624233841,4829089.597884625
rideHailAgent-1107-2016000444670-0135066,677476.8958976143,4817814.10648711
rideHailAgent-1500-2012000071078-01325,684424.6023457651,4824496.6776084835
rideHailAgent-700-2013000687337-046791,678226.736135402,4826930.350510943
rideHailAgent-300-2012001453028-028971,682425.5962647578,4822081.280322763
rideHailAgent-1105-2016000840757-1145140,680062.4899597799,4815176.768685145
rideHailAgent-1106-2016000086561-0126739,680238.5990407842,4820548.089447006
rideHailAgent-408-2013000438496-140871,687141.9463598328,4821839.599213285
rideHailAgent-10103-2012001258749-024970,675568.6062551908,4820680.808487814
rideHailAgent-600-2013001063722-052912,679694.7217712742,4823146.7249235455
rideHailAgent-1002-2012000188230-03634,675200.4892122245,4825239.809959962
rideHailAgent-300-2012000447512-09576,680337.0998567044,4826538.396499272
rideHailAgent-1107-2015000045280-191979,680841.813518114,4824191.573811344
rideHailAgent-10104-2015000712347-3104960,683032.3929832306,4818131.525747507
rideHailAgent-1600-2014000631933-075261,681943.4465447653,4818181.688445019
rideHailAgent-1108-2012000849754-017191,679680.8938472593,4821314.583224682
rideHailAgent-10405-2016000949187-0146828,677723.1911560723,4829272.922738819
rideHailAgent-500-2012000394283-07702,684569.3492389588,4821712.5059667565
rideHailAgent-500-2012000131467-02350,685400.9022059555,4827903.239813302
rideHailAgent-500-2016000012225-0124427,683349.6066833895,4825726.922648114
rideHailAgent-10104-2014000230007-166840,684636.0495630342,4821879.881161101
rideHailAgent-1107-2012000849754-017256,682022.5280194362,4824486.749312087
rideHailAgent-1801-2014000147028-164820,684015.5944103118,4827137.178636726
rideHailAgent-1106-2012000925703-018708,677760.1860861311,4821887.003809998
rideHailAgent-1002-2012000595768-011875,676951.7372052635,4826155.732905601
rideHailAgent-1901-2013000239390-035592,681033.6388905306,4825406.52354997
rideHailAgent-1200-2014000804142-077335,675968.8724650161,4819367.319810094
rideHailAgent-1107-2015001146120-0116701,676776.6013044312,4816892.122005118
rideHailAgent-1901-2015000884043-0111898,686282.69922755,4817724.075458818
rideHailAgent-10102-2013000829756-048701,685041.1381034979,4819687.8748530755
rideHailAgent-1902-2016000213747-0129245,678626.9850025057,4823135.9636607375
rideHailAgent-1106-2014000560532-073711,683151.1279033197,4825780.383077305
rideHailAgent-600-2013000016078-029765,687132.3037005735,4818624.99568668
rideHailAgent-406-2013000430975-040388,691531.8675027465,4823787.800827605
rideHailAgent-405-2014001493901-091580,686570.4594993936,4823648.0534543265
rideHailAgent-1500-2012001415668-128423,687063.6805371138,4819380.513030265
rideHailAgent-1106-2015000306203-097191,676910.9715342252,4824824.636442864
rideHailAgent-10405-2014000386255-069803,684124.3098338209,4826673.26239063
rideHailAgent-10600-2013000532687-343381,681077.1703619234,4825347.170123827
rideHailAgent-407-2014000834285-077723,684163.1043385078,4827770.62769321
rideHailAgent-600-2015001182892-0117689,683046.6801893543,4823622.431621228
rideHailAgent-600-2015000606577-1102615,680960.4710115019,4823916.098574946
rideHailAgent-1200-2016000772838-1143348,684586.9941505679,4825473.012181989
rideHailAgent-405-2014000290826-167951,683408.3112614831,4827045.609308495
rideHailAgent-1902-2013000916346-050325,684791.7825245135,4815516.180350958
